# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 37 11/8-->11/14     2.62   0.28   49(72)    9(13)    5( 7)    4( 6)    1( 1)    0       68
 38 11/15-->11/21    2.39   0.33   62(65)   10(11)   17(18)    5( 5)    1( 1)    0       95
 39 11/22-->11/28    1.46   0.22   58(67)   18(21)    9(10)    1( 1)    0( 0)    0       86
 40 11/29-->12/5     1.36   0.22   52(74)   10(14)    7(10)    1( 1)    0( 0)    0       70
 41 12/6-->12/12     0.86   0.18   63(81)    8(10)    7( 9)    0( 0)    0( 0)    0       78
 42 12/13-->12/19    1.34   0.16   56(82)    9(13)    2( 3)    1( 1)    0( 0)    0       68
 43 12/20-->12/26    0.75   0.15   60(83)    9(13)    3( 4)    0( 0)    0( 0)    0       72
 44 12/27-->1/2      0.82   0.17   51(81)    5( 8)    7(11)    0( 0)    0( 0)    0       63
 45 1/3-->1/9        1.15   0.15   50(83)    8(13)    1( 2)    1( 2)    0( 0)    0       60
 46 1/10-->1/16      0.64   0.14   53(83)    9(14)    2( 3)    0( 0)    0( 0)    0       64
 47 1/17-->1/23      0.52   0.13   73(86)   10(12)    2( 2)    0( 0)    0( 0)    0       85
 48 1/24-->1/30      1.25   0.13   78(87)    9(10)    2( 2)    1( 1)    0( 0)    0       90
 49 1/31-->2/6       0.75   0.16   56(84)    7(10)    4( 6)    0( 0)    0( 0)    0       67
 50 2/7-->2/13       0.87   0.15   52(84)    7(11)    3( 5)    0( 0)    0( 0)    0       62
 51 2/14-->2/20      1.17   0.19   44(77)   10(18)    2( 4)    1( 2)    0( 0)    0       57
 52 2/21-->2/27      5.00   0.27   55(72)   11(14)    7( 9)    2( 3)    1( 1)    0       76
 53 2/28-->2/29      0.15   0.07   10(100)    0( 0)    0( 0)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        6.08   0.34 3290(62)  899(16)  718(13)  318( 6)   65( 1)    0     5290
