# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3438] GREENFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3438 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1989    204    126    109     93    482    323    287    252
 1990    223    123    104     87    396    244    210    180
 1991    263    158    135    115    418    256    221    188
 1992    253    134    113     93    340    204    180    159
 1993    104     50     42     35    291    167    142    120
 1994    241    145    124    107    439    297    268    239
 1995    221    131    112     94    312    188    160    135
 1996    147     71     57     46    381    249    221    195
 1997    231    126    105     85    312    188    162    139
 1998    124     71     63     55    387    226    193    164
 1999    204    111     91     76    380    223    195    169
 2000    289    162    137    116    442    299    268    238
 2001     62     19     11      6    545    367    327    290
 2002    173     86     67     49    436    281    249    219
 2003    238    143    125    108    471    308    276    246
 2004    242    127    105     85    480    312    276    243
 2005    213    104     83     69    487    311    270    231
     ****************************  ****************************
 MEAN  169.7   91.0   76.2   63.3  402.7  253.4  222.5  194.0
 STDV   76.7   51.1   45.3   39.8   83.8   65.3   60.4   55.7

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    676    454    403    355    753    522    465    410
 1952    641    424    375    328   1016    776    717    658
 1953    625    418    374    333    987    748    689    630
 1954    535    347    307    271    957    719    662    606
 1955    698    464    418    373    801    568    513    462
 1956    688    476    431    387    999    762    703    646
 1957    613    400    355    312    893    657    599    541
 1958    749    521    472    426    830    593    537    482
 1959    702    475    423    375    955    715    655    598
 1960    649    439    390    342    853    615    556    498
 1961    557    353    311    271    848    611    557    505
 1962    866    626    571    517    887    648    589    532
 1963    681    462    412    367   1002    762    702    642
 1964    811    572    519    468    913    675    618    563
 1965    792    565    512    459    866    626    566    506
 1966    595    410    369    332    847    615    558    503
 1967    568    387    347    307    866    632    576    522
 1968    579    392    352    314    955    717    659    602
 1969    701    486    436    388    803    575    522    471
 1970    810    582    528    477    926    686    627    568
 1971    580    377    331    289   1021    781    722    664
 1972    671    448    401    358    908    670    612    556
 1973    636    419    370    326    959    719    659    600
 1974    676    455    406    360    846    610    556    503
 1975    758    536    489    443    917    677    619    561
 1976    626    426    382    342    917    678    620    565
 1977    895    656    597    538    993    753    693    636
 1978    650    439    392    349    950    714    656    599
 1979    666    462    418    377    909    673    615    561
 1980    725    507    456    413    915    676    619    563
 1981    630    422    379    337    941    701    641    583
 1982    742    504    447    395    800    565    510    459
 1983    576    379    339    302    946    711    654    598
 1984    588    389    346    305    957    717    657    598
 1985    781    541    486    436    848    613    557    505
 1986    742    505    452    404   1007    767    707    648
 1987    833    593    537    485    992    753    695    637
 1988    836    594    539    487   1000    761    702    645
 1989    687    475    426    382    858    621    565    511
 1990    569    361    315    272    954    715    656    597
 1991    807    579    525    473    981    741    681    621
 1992    687    475    428    383    865    626    567    511
 1993    656    429    378    333    861    624    568    513
 1994    710    492    443    398    948    708    649    590
 1995    546    331    290    249    895    655    596    540
 1996    590    372    324    280    915    679    621    563
 1997    546    354    313    277    948    708    649    591
 1998    832    589    532    476    848    616    562    509
 1999    664    431    380    332    909    670    611    555
 2000    792    563    509    458    904    666    609    554
 2001    711    475    424    378    890    655    598    542
 2002    614    417    373    331   1004    764    704    645
 2003    610    388    341    299    849    610    552    498
 2004    755    532    480    429    850    612    553    497
 2005    653    439    391    345    971    731    671    611
     ****************************  ****************************
 MEAN  683.2  465.6  417.2  371.7  913.3  675.7  617.7  561.3
 STDV   91.0   78.4   74.2   69.9   64.3   62.5   61.2   59.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    996    748    686    624    988    740    678    617
 1952   1029    781    719    657    941    693    632    571
 1953   1054    806    745    686   1029    781    719    657
 1954   1146    898    836    774   1017    769    707    645
 1955   1156    908    846    784   1085    837    775    714
 1956    993    745    683    621   1003    757    698    640
 1957   1145    897    835    773   1042    794    733    672
 1958    954    706    644    582   1003    757    697    637
 1959    994    746    686    627   1093    845    783    721
 1960   1012    764    702    641   1026    778    716    654
 1961   1014    766    704    642   1002    754    692    630
 1962   1013    765    703    642   1013    765    703    642
 1963   1097    849    787    725    991    743    681    621
 1964   1093    845    783    721    895    649    590    532
 1965   1032    784    722    660    977    730    669    609
 1966   1105    857    795    733    914    667    607    550
 1967    969    724    665    610    949    706    649    595
 1968   1044    796    734    673   1014    766    704    642
 1969   1095    847    785    723   1032    784    722    660
 1970   1053    805    744    684   1036    788    726    665
 1971    980    735    676    617    987    741    680    620
 1972   1031    785    725    665    993    745    683    623
 1973   1046    798    736    674   1055    807    745    683
 1974   1146    898    836    774    943    695    633    573
 1975   1080    832    770    709   1091    843    781    719
 1976   1086    838    776    714   1006    758    697    638
 1977   1134    886    824    762    979    731    670    609
 1978   1066    818    756    694   1009    764    704    644
 1979   1039    791    729    667   1020    772    710    648
 1980   1126    878    816    754   1081    833    771    709
 1981   1024    776    715    655    903    661    604    549
 1982   1093    845    783    721    985    737    676    616
 1983   1135    887    825    763   1165    917    855    793
 1984   1039    791    730    669   1054    806    745    685
 1985   1058    810    748    686    910    662    600    541
 1986   1114    866    804    742    917    673    615    557
 1987   1108    860    798    736    949    701    640    580
 1988   1076    828    766    704   1090    843    783    723
 1989   1067    819    757    695   1012    764    703    642
 1990   1029    781    719    657   1022    774    712    650
 1991   1039    791    729    667   1009    761    700    639
 1992    948    700    638    576    849    603    545    490
 1993   1029    781    719    657   1032    784    722    661
 1994    988    740    678    616    973    725    665    607
 1995   1065    817    755    695   1126    878    816    754
 1996   1003    755    693    632    988    740    678    616
 1997   1073    825    763    702    998    750    688    626
 1998   1091    843    781    719   1070    822    760    698
 1999   1136    888    826    764    998    750    688    626
 2000   1041    793    731    669   1090    842    780    718
 2001   1110    862    800    738   1059    811    749    687
 2002   1117    869    807    745   1012    764    702    640
 2003   1073    825    763    701   1077    829    767    705
 2004    991    743    681    619    888    640    581    526
 2005   1083    835    773    711      0      0      0      0
     ****************************  ****************************
 MEAN 1059.2  811.4  749.6  688.2  988.9  746.0  686.0  626.7
 STDV   53.2   53.0   52.7   52.3  149.4  119.6  112.1  104.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    622    420    374    330    468    297    262    229
 1952    793    571    521    472    411    273    243    214
 1953    790    572    524    479    655    458    415    372
 1954    828    596    542    491    431    256    220    187
 1955    819    592    539    489    500    329    291    257
 1956    743    532    485    441    632    423    378    337
 1957    648    429    380    335    363    200    167    136
 1958    761    535    483    435    506    341    302    265
 1959    698    482    433    386    330    183    152    125
 1960    779    552    501    452    482    312    277    245
 1961    650    440    391    345    496    317    278    242
 1962    685    475    427    384    532    343    300    261
 1963    792    560    505    451    773    540    485    432
 1964    713    495    445    395    432    265    232    200
 1965    651    434    387    343    538    357    318    281
 1966    683    469    424    381    521    361    323    288
 1967    689    481    434    391    442    284    249    220
 1968    727    497    444    396    537    357    316    278
 1969    781    552    499    450    397    241    209    182
 1970    751    526    474    427    421    257    221    187
 1971    821    595    545    496    606    410    364    321
 1972    773    551    498    448    380    225    194    169
 1973    739    508    452    398    601    398    353    312
 1974    656    455    410    370    509    317    276    238
 1975    651    439    391    345    566    388    347    309
 1976    765    543    495    448    369    223    195    170
 1977    808    572    516    463    411    238    201    169
 1978    888    658    604    551    455    287    251    216
 1979    832    606    555    506    515    337    299    263
 1980    809    586    533    482    422    279    251    224
 1981    695    495    451    410    407    240    208    178
 1982    760    541    491    441    479    301    265    231
 1983    832    613    562    512    459    283    248    217
 1984    747    536    486    439    494    305    263    224
 1985    741    532    484    437    440    257    220    187
 1986    846    612    555    499    459    273    234    198
 1987    752    518    467    418    379    227    196    165
 1988    808    574    521    471    361    211    180    151
 1989    692    480    432    386    524    350    310    272
 1990    856    632    579    528    498    323    286    253
 1991    779    572    523    475    476    314    279    247
 1992    710    499    451    403    472    301    266    235
 1993    597    387    343    302    426    257    221    188
 1994    787    564    511    462    515    323    278    238
 1995    713    505    457    410    450    286    251    217
 1996    683    464    418    374    500    324    285    249
 1997    818    585    531    482    511    344    309    275
 1998    932    695    638    582    513    328    289    251
 1999    704    491    445    403    530    367    332    297
 2000    828    605    553    506    581    371    328    287
 2001    719    499    447    397    457    276    239    206
 2002    839    611    558    506    346    212    185    161
 2003    718    505    455    408    531    353    315    278
 2004    858    623    567    516    501    313    274    241
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  741.1  524.7  475.2  428.1  472.9  302.5  266.0  232.3
 STDV  124.3   96.8   90.2   83.8  104.1   78.5   72.3   66.2
