# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0923] BRITT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0923 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2004    128     49     38     30    320    197    171    146
 2005     84     48     42     37    380    224    191    162
     ****************************  ****************************
 MEAN   89.2   41.5   33.5   26.8  308.7  183.9  158.7  136.2
 STDV   62.0   37.4   32.4   27.8   85.6   65.0   60.3   55.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    639    435    389    347    732    504    451    401
 1952    564    366    322    282    956    718    659    603
 1953    592    390    349    313    935    698    639    581
 1954    518    343    304    267    934    700    644    589
 1955    726    502    456    416    809    577    522    470
 1956    646    442    396    354    973    735    677    620
 1957    543    352    311    274    836    599    541    485
 1958    689    489    443    399    724    495    444    397
 1959    681    464    416    369    923    684    628    573
 1960    620    411    363    319    810    575    519    468
 1961    562    373    334    297    870    635    581    530
 1962    749    523    472    423    833    599    544    490
 1963    599    396    355    314    930    692    633    576
 1964    756    530    479    431    870    639    584    529
 1965    714    491    439    393    863    623    564    507
 1966    522    355    322    294    870    632    574    518
 1967    503    330    293    257    840    601    544    488
 1968    504    323    287    253    877    643    587    532
 1969    653    447    401    356    676    456    407    360
 1970    713    501    453    407    911    674    618    563
 1971    567    372    332    295   1001    761    701    642
 1972    687    473    424    378    852    619    566    515
 1973    556    354    311    273    956    716    656    596
 1974    526    328    286    248    806    567    510    455
 1975    724    492    443    399    874    636    578    523
 1976    615    408    364    323    918    679    620    563
 1977    919    676    619    563    967    727    668    611
 1978    667    467    424    381    857    627    575    527
 1979    600    412    372    336    872    638    581    527
 1980    687    479    434    392    916    679    623    569
 1981    610    403    358    319    929    689    629    571
 1982    664    438    387    341    814    580    527    474
 1983    515    318    277    242    900    661    603    546
 1984    538    334    290    249    918    679    620    561
 1985    740    517    467    421    769    538    486    437
 1986    634    419    371    325    935    695    636    577
 1987    792    566    516    469    965    728    669    612
 1988    794    563    513    465    960    723    665    608
 1989    597    397    354    314    815    587    534    483
 1990    506    308    265    229    882    649    592    535
 1991    704    491    440    392    968    728    668    608
 1992    636    439    395    352    801    566    513    460
 1993    549    342    298    255    773    543    487    433
 1994    615    420    377    340    881    643    585    527
 1995    468    280    244    210    866    633    576    521
 1996    432    245    205    170    822    587    530    475
 1997    394    233    200    169    889    649    589    530
 1998    745    510    455    405    753    523    470    417
 1999    599    372    325    283    816    579    523    470
 2000    658    437    388    344    771    534    480    426
 2001    557    334    289    249    801    567    513    460
 2002    474    311    277    244    893    653    594    537
 2003    489    288    250    216    777    537    479    425
 2004    551    348    304    263    770    533    477    425
 2005    498    294    252    214    933    693    633    573
     ****************************  ****************************
 MEAN  614.5  409.7  365.3  324.2  865.3  629.5  573.0  518.2
 STDV  102.8   88.7   84.4   79.9   73.3   70.6   68.6   66.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    946    698    637    577    853    608    551    495
 1952   1019    772    711    650    906    659    599    543
 1953   1011    764    703    645    989    741    679    619
 1954   1064    816    754    692    940    692    630    570
 1955   1124    876    814    752   1048    800    739    679
 1956    914    666    604    542    973    731    672    615
 1957   1110    862    800    738    945    699    638    578
 1958    910    663    602    542    978    734    674    617
 1959    983    735    673    615   1065    817    755    694
 1960    979    731    670    612    997    749    687    626
 1961    959    711    649    587    964    716    654    593
 1962    915    668    607    547    919    671    610    552
 1963    979    731    669    607    886    639    579    524
 1964   1064    816    754    692    855    616    558    502
 1965    971    723    662    602    875    632    573    515
 1966   1055    807    745    684    869    623    564    507
 1967    922    682    625    570    858    619    564    511
 1968    967    719    658    598    940    694    634    576
 1969   1022    774    712    651    964    716    654    592
 1970   1005    759    699    639    933    685    624    565
 1971    906    661    602    545    913    671    613    559
 1972    947    699    640    581    933    686    627    568
 1973   1009    761    699    637   1005    757    695    634
 1974   1080    832    770    709    854    608    549    490
 1975   1036    789    729    670   1003    755    693    631
 1976   1046    798    737    677    967    721    661    603
 1977   1079    831    769    707    868    625    567    511
 1978    970    723    662    603    972    726    667    611
 1979    948    700    639    580    929    683    623    566
 1980   1012    764    704    645    938    690    628    568
 1981   1004    756    694    634    950    704    643    586
 1982   1075    827    765    703    975    730    671    612
 1983   1084    836    774    712   1048    800    738    678
 1984    954    708    647    587    987    741    682    624
 1985    931    683    622    562    812    571    515    460
 1986   1040    792    730    668    806    568    510    455
 1987   1075    827    765    703    887    640    581    526
 1988   1001    753    691    630    993    752    693    634
 1989   1023    775    713    651    946    699    638    578
 1990    955    707    645    584    947    699    637    577
 1991    979    731    669    608    947    699    638    578
 1992    803    555    493    434    781    539    484    430
 1993    952    704    642    580    931    683    621    562
 1994    858    610    548    488    806    565    509    454
 1995    967    719    658    598   1032    784    722    660
 1996    896    648    586    526    853    605    543    481
 1997    952    704    643    583    851    603    541    479
 1998    995    747    685    623    961    713    651    589
 1999   1062    814    752    690    875    627    566    506
 2000    908    660    599    540    858    610    548    486
 2001   1003    755    693    632    919    671    609    550
 2002   1046    798    736    674    882    636    576    516
 2003    948    700    638    576    953    705    643    582
 2004    908    660    598    537    762    525    472    421
 2005   1019    771    709    647      0      0      0      0
     ****************************  ****************************
 MEAN  988.9  741.3  679.9  619.4  907.3  666.0  607.1  549.8
 STDV   65.6   65.3   65.1   64.4  142.1  113.1  105.9   98.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    544    364    324    287    373    233    203    175
 1952    733    527    480    434    326    207    180    155
 1953    701    508    466    425    591    410    368    329
 1954    703    478    426    381    364    206    172    142
 1955    733    524    475    430    451    296    260    227
 1956    673    474    430    388    587    389    344    309
 1957    601    397    352    311    334    180    148    122
 1958    724    509    462    418    511    341    304    269
 1959    662    459    415    373    262    137    111     90
 1960    678    465    418    373    432    282    248    216
 1961    639    436    390    348    462    293    257    224
 1962    568    376    334    292    462    286    250    215
 1963    706    488    437    389    657    442    395    352
 1964    638    432    385    340    385    230    201    173
 1965    492    302    262    227    421    264    228    192
 1966    623    424    381    340    431    275    241    207
 1967    626    422    379    337    366    229    202    176
 1968    656    440    392    348    451    291    256    222
 1969    660    447    401    358    314    180    154    132
 1970    676    461    414    371    385    227    193    164
 1971    726    513    466    420    521    327    286    248
 1972    651    433    386    341    313    183    161    140
 1973    651    431    382    336    547    350    306    268
 1974    596    399    357    317    454    273    234    201
 1975    592    393    348    306    531    365    327    290
 1976    692    502    458    416    318    199    176    157
 1977    732    504    452    404    348    189    158    130
 1978    820    594    543    494    363    217    184    155
 1979    754    539    492    448    397    246    211    181
 1980    752    530    479    432    336    197    171    147
 1981    705    479    431    389    351    193    160    132
 1982    714    503    451    401    483    286    244    207
 1983    765    559    511    465    373    230    197    169
 1984    640    440    394    352    411    240    202    168
 1985    657    458    411    369    359    198    164    133
 1986    720    493    440    390    383    216    184    155
 1987    715    483    435    388    285    151    125    100
 1988    697    481    431    383    283    155    129    106
 1989    640    442    397    354    447    288    256    225
 1990    756    538    489    441    370    223    190    161
 1991    659    460    416    372    350    216    188    165
 1992    630    429    382    337    381    228    201    176
 1993    505    311    271    233    350    210    182    156
 1994    692    469    420    377    409    239    205    171
 1995    553    368    328    290    329    190    164    141
 1996    565    369    327    289    372    221    191    164
 1997    658    446    401    357    406    266    236    209
 1998    776    548    495    446    353    197    167    139
 1999    592    402    363    325    340    204    180    156
 2000    632    434    392    354    409    245    212    181
 2001    560    350    305    264    310    175    149    124
 2002    685    472    423    378    224    123    105     88
 2003    599    404    361    319    377    245    217    191
 2004    756    531    481    431    342    191    164    137
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  652.2  448.0  402.6  359.8  388.9  237.7  206.2  177.5
 STDV  113.5   86.8   80.6   74.7   99.9   73.7   67.3   61.6
