# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6305 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 STDV   57.1   33.1   28.1   23.6   78.8   58.9   54.4   49.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    632    416    366    319    681    451    398    348
 1952    524    330    290    251    895    658    599    543
 1953    568    364    324    289    877    639    581    525
 1954    482    310    273    238    907    672    616    562
 1955    676    449    401    357    769    536    480    428
 1956    614    413    370    331    928    691    633    576
 1957    534    336    296    259    823    583    523    467
 1958    631    434    387    343    689    461    412    366
 1959    662    450    401    355    867    627    570    516
 1960    581    371    322    278    759    525    471    421
 1961    507    318    281    245    827    596    544    494
 1962    708    481    428    378    788    550    494    440
 1963    555    355    315    277    913    674    616    560
 1964    717    491    441    394    845    613    559    506
 1965    675    456    408    362    814    576    519    466
 1966    493    329    294    261    834    597    540    486
 1967    475    307    270    236    810    574    518    463
 1968    483    289    251    216    877    638    580    524
 1969    634    422    376    332    674    445    392    342
 1970    686    468    418    369    902    662    604    546
 1971    524    339    302    267    968    728    669    610
 1972    665    450    404    358    832    601    549    498
 1973    540    332    287    248    934    694    634    574
 1974    509    314    272    234    803    567    511    458
 1975    700    468    421    376    860    620    566    512
 1976    534    330    285    244    880    640    581    522
 1977    849    610    555    501    872    633    575    519
 1978    629    422    378    336    854    620    562    505
 1979    555    363    323    286    811    573    516    460
 1980    647    440    397    356    853    613    556    502
 1981    548    345    301    258    857    617    557    498
 1982    680    448    394    343    699    466    415    368
 1983    468    279    241    207    851    615    559    505
 1984    517    324    285    247    893    653    593    535
 1985    719    487    435    388    755    525    471    421
 1986    638    420    371    325    887    648    591    534
 1987    788    561    511    462    959    720    661    604
 1988    793    562    514    468    986    749    691    634
 1989    628    423    378    338    846    614    561    508
 1990    542    334    290    251    887    651    594    537
 1991    726    511    461    412   1007    767    707    647
 1992    669    460    415    373    826    594    538    484
 1993    568    357    310    268    784    554    498    442
 1994    665    458    412    369    915    675    617    560
 1995    538    330    290    253    896    658    600    544
 1996    476    284    245    206    846    607    550    494
 1997    385    223    191    160    876    636    576    519
 1998    742    500    445    397    748    522    470    420
 1999    588    371    327    284    810    573    518    463
 2000    629    411    363    317    765    528    474    420
 2001    593    365    316    275    803    572    516    462
 2002    493    326    287    252    900    660    601    544
 2003    535    328    290    255    810    570    512    457
 2004    552    352    311    272    758    525    474    425
 2005    481    285    245    211    924    684    624    565
     ****************************  ****************************
 MEAN  599.1  392.7  348.4  307.0  844.3  608.0  551.6  496.9
 STDV   96.4   81.2   76.7   72.2   74.0   71.4   69.5   66.9

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    914    666    604    545    833    585    524    468
 1952    971    724    663    603    851    606    550    496
 1953    959    711    650    591    932    684    623    564
 1954   1010    762    700    638    889    641    580    521
 1955   1111    863    801    739   1028    780    719    659
 1956    887    639    577    516    928    684    626    569
 1957   1074    826    764    702    918    670    609    550
 1958    865    617    556    498    921    679    621    565
 1959    952    705    644    584   1038    790    728    666
 1960    929    681    620    561    956    708    646    585
 1961    913    665    603    542    938    690    628    567
 1962    889    642    582    523    891    643    582    523
 1963    972    724    662    600    878    634    575    518
 1964   1044    796    734    672    857    619    562    506
 1965    948    700    638    576    874    630    571    512
 1966   1014    766    704    643    850    604    546    491
 1967    871    631    575    521    833    587    531    477
 1968    973    725    664    603    933    685    623    564
 1969   1022    774    712    651    988    740    678    616
 1970   1014    766    705    645    946    698    636    575
 1971    891    643    584    526    896    649    588    530
 1972    930    682    621    561    942    695    635    576
 1973   1015    767    705    643    990    742    680    618
 1974   1092    844    782    720    871    625    565    507
 1975   1013    766    705    646    961    713    651    589
 1976   1036    788    726    665    941    693    632    573
 1977   1044    796    734    672    842    596    536    477
 1978    952    704    642    580    941    694    634    576
 1979    965    717    655    593    900    655    595    539
 1980   1034    786    724    662    951    703    641    579
 1981    999    751    689    629    911    663    603    544
 1982   1030    782    720    658    914    667    609    552
 1983   1084    836    774    712   1080    832    770    708
 1984    952    704    643    582    999    751    690    631
 1985    978    730    668    607    836    589    530    472
 1986   1043    795    733    671    817    578    520    464
 1987   1086    838    776    715    913    666    607    549
 1988   1058    810    748    687   1044    799    739    680
 1989   1057    809    747    685    979    731    669    608
 1990    977    729    667    605    975    727    665    603
 1991    997    749    687    625    977    729    667    606
 1992    836    588    527    467    815    571    514    460
 1993    966    718    656    594    937    689    627    566
 1994    925    677    615    553    843    596    536    479
 1995    988    741    681    621   1087    839    777    715
 1996    893    645    583    522    875    627    565    503
 1997    932    684    623    564    836    588    526    465
 1998    983    735    673    611    948    700    638    576
 1999   1044    796    734    672    884    636    574    513
 2000    958    710    648    587    949    701    639    577
 2001   1016    768    706    645    953    705    643    581
 2002   1067    819    757    695    901    654    593    532
 2003    983    735    673    611    994    746    684    622
 2004    907    662    602    542    746    508    456    405
 2005   1001    753    691    630      0      0      0      0
     ****************************  ****************************
 MEAN  983.0  735.3  673.8  612.9  904.2  662.1  602.8  544.9
 STDV   64.1   63.8   63.3   62.5  141.9  113.2  106.0   98.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    542    345    301    261    355    212    182    154
 1952    666    468    425    383    292    182    158    134
 1953    663    464    420    381    538    363    324    286
 1954    677    453    400    351    348    194    160    131
 1955    707    497    453    412    412    256    224    193
 1956    598    404    362    322    525    329    293    259
 1957    557    359    317    279    317    162    131    103
 1958    652    445    402    361    471    304    267    233
 1959    650    443    399    357    251    121     98     78
 1960    654    445    398    353    374    226    196    169
 1961    611    411    364    321    425    260    224    193
 1962    549    359    317    277    435    260    223    189
 1963    698    479    429    381    650    432    384    339
 1964    615    414    368    325    347    203    174    149
 1965    505    306    264    226    405    250    214    180
 1966    620    421    380    342    388    244    212    181
 1967    619    409    365    322    361    215    186    161
 1968    643    421    375    329    423    259    225    193
 1969    687    464    417    373    295    161    138    118
 1970    647    431    382    338    367    203    170    140
 1971    707    494    446    399    502    309    268    228
 1972    669    450    400    354    287    156    134    114
 1973    645    424    375    330    519    328    287    249
 1974    569    376    334    294    405    237    203    172
 1975    535    337    295    254    448    286    251    218
 1976    645    449    405    366    272    159    139    124
 1977    678    445    393    347    307    162    134    107
 1978    789    564    511    460    342    189    154    124
 1979    685    471    424    380    350    192    161    133
 1980    691    467    416    368    270    148    124    101
 1981    624    410    363    320    320    166    136    110
 1982    631    422    371    324    374    208    174    144
 1983    695    482    433    387    339    183    151    123
 1984    614    409    361    315    415    238    201    164
 1985    657    460    414    371    339    180    149    120
 1986    668    439    384    333    364    201    167    136
 1987    696    460    410    367    302    164    136    114
 1988    749    525    476    430    305    168    142    118
 1989    647    446    400    356    470    307    273    240
 1990    781    560    510    462    401    248    214    183
 1991    671    472    426    381    379    235    208    182
 1992    647    445    397    350    396    239    211    186
 1993    523    323    281    243    379    232    201    174
 1994    738    516    463    413    444    265    227    191
 1995    621    425    381    342    356    211    183    157
 1996    582    378    336    296    371    218    188    163
 1997    657    436    388    346    380    246    217    191
 1998    768    541    489    439    360    194    160    132
 1999    595    392    352    313    332    202    176    153
 2000    658    459    414    374    434    271    237    206
 2001    586    380    336    295    325    187    159    132
 2002    714    497    448    403    248    137    115     98
 2003    643    445    399    355    399    256    226    197
 2004    759    533    483    435    331    185    156    131
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  638.1  432.2  386.4  343.6  371.7  220.8  189.9  161.8
 STDV  107.9   81.2   75.1   69.4   92.0   66.7   61.0   55.3
