# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1319 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2003    184    102     87     72    466    309    276    245
 2004    214    108     87     69    453    289    253    220
 2005    164     81     67     56    493    325    287    249
     ****************************  ****************************
 MEAN  140.6   69.4   56.7   45.9  381.5  233.7  203.3  175.1
 STDV   67.0   41.8   36.7   31.8   80.3   64.5   59.9   55.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    719    500    448    399    792    556    498    442
 1952    610    394    351    309    981    742    683    626
 1953    632    416    369    328    959    719    659    601
 1954    521    337    298    261    961    725    667    612
 1955    722    498    451    406    811    575    521    469
 1956    689    475    428    383    980    744    688    632
 1957    616    401    356    315    884    647    590    533
 1958    698    492    445    402    764    526    472    421
 1959    738    516    465    415    918    679    621    564
 1960    609    398    350    305    813    576    520    467
 1961    568    372    329    290    868    633    580    529
 1962    821    583    528    475    874    634    577    522
 1963    636    422    375    330    954    716    658    602
 1964    838    600    545    493    902    668    611    554
 1965    766    544    493    443    856    617    558    504
 1966    538    350    314    282    872    637    580    527
 1967    528    343    302    267    914    675    618    562
 1968    560    359    318    279    918    679    620    566
 1969    685    469    420    375    755    527    476    427
 1970    771    546    496    447    907    669    612    556
 1971    574    389    350    312   1025    785    725    665
 1972    696    476    426    380    849    619    564    511
 1973    577    362    314    270    958    718    658    598
 1974    581    373    325    280    809    572    517    465
 1975    761    536    487    441    931    691    633    576
 1976    619    413    366    322    918    679    620    565
 1977    891    655    598    541    928    690    631    574
 1978    658    443    396    351    920    680    621    569
 1979    656    450    404    362    913    675    616    559
 1980    708    485    437    393    881    642    584    528
 1981    607    401    357    313    924    684    624    564
 1982    764    528    471    416    764    527    473    424
 1983    554    350    307    267    946    711    654    599
 1984    576    379    337    297    955    716    657    598
 1985    763    533    482    433    821    582    527    476
 1986    692    465    412    362    944    706    648    590
 1987    815    591    543    495    989    750    691    634
 1988    783    559    509    466    974    736    679    623
 1989    641    438    393    351    872    635    577    522
 1990    578    367    323    282    926    689    631    573
 1991    816    589    537    486   1009    769    709    649
 1992    691    486    441    398    881    645    588    533
 1993    678    457    408    360    845    611    554    498
 1994    669    459    415    372    942    704    647    591
 1995    597    372    325    283    946    706    646    587
 1996    553    345    302    262    903    664    606    548
 1997    511    320    280    243    918    678    619    560
 1998    825    580    526    473    851    617    562    508
 1999    716    481    430    382    904    666    609    552
 2000    744    519    465    413    861    623    566    511
 2001    708    476    425    377    865    629    573    519
 2002    606    411    369    329    973    733    674    616
 2003    607    391    347    308    849    610    553    498
 2004    736    511    460    410    869    631    572    517
 2005    610    400    355    313   1010    770    710    650
     ****************************  ****************************
 MEAN  669.6  454.6  407.3  362.7  901.0  663.4  605.9  550.3
 STDV   93.0   81.3   77.4   73.2   64.0   62.8   61.4   59.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    994    746    684    624    953    705    643    583
 1952   1068    820    758    698    941    694    635    577
 1953   1047    799    737    676    984    736    676    617
 1954   1078    830    768    706    962    714    652    591
 1955   1152    904    842    780   1058    810    748    687
 1956    994    746    684    622    996    751    691    633
 1957   1111    863    801    739   1004    756    695    635
 1958    935    687    625    564    973    728    668    609
 1959    985    737    676    615   1079    831    769    707
 1960    985    737    675    616   1029    781    719    657
 1961    992    744    682    620   1003    755    693    631
 1962    955    707    648    589    969    721    659    599
 1963   1024    776    714    652    942    694    634    575
 1964   1083    835    773    711    912    672    613    557
 1965    991    743    681    619    929    682    622    562
 1966   1076    828    766    704    909    662    602    543
 1967    948    701    642    587    845    601    544    488
 1968   1010    762    700    639    982    734    672    612
 1969   1038    790    728    666   1007    759    697    635
 1970   1038    790    728    669    999    751    690    630
 1971    942    696    636    578    943    696    636    578
 1972   1003    757    697    637   1002    754    693    633
 1973   1056    808    746    684   1051    803    741    679
 1974   1088    840    778    716    921    674    613    555
 1975   1042    794    733    674   1038    790    729    668
 1976   1053    805    743    683    963    715    656    600
 1977   1103    855    793    731    909    662    601    541
 1978   1024    776    714    652    979    732    671    611
 1979   1020    772    710    649    981    733    672    611
 1980   1108    860    798    736   1056    808    746    684
 1981   1012    764    703    642    951    703    641    581
 1982   1052    804    742    680    941    694    634    575
 1983   1123    875    813    751   1133    885    823    761
 1984    974    727    666    605   1012    764    705    646
 1985   1023    775    713    652    909    662    601    541
 1986   1102    854    792    730    862    620    560    501
 1987   1113    865    803    741    970    722    662    604
 1988   1082    834    773    712   1088    843    783    724
 1989   1070    822    760    698    993    746    685    625
 1990   1031    783    721    659   1010    762    700    639
 1991   1062    814    752    691   1015    767    705    643
 1992    929    681    619    557    846    600    543    489
 1993   1030    782    720    658   1011    763    701    639
 1994    996    748    686    624    916    669    608    549
 1995   1052    804    743    683   1150    902    840    778
 1996    975    727    665    604    982    734    672    610
 1997   1046    798    736    676    947    699    637    575
 1998   1061    813    751    689   1047    799    737    675
 1999   1122    874    812    750    962    714    652    591
 2000   1009    761    699    637   1030    782    720    658
 2001   1091    843    781    719   1029    781    719    657
 2002   1108    860    798    736    991    743    681    620
 2003   1043    795    733    671   1052    804    742    680
 2004    990    742    680    620    862    618    562    507
 2005   1069    821    759    697      0      0      0      0
     ****************************  ****************************
 MEAN 1038.3  790.4  728.7  667.6  964.1  721.5  661.7  602.8
 STDV   52.9   52.7   52.4   51.8  147.1  117.6  110.3  102.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    632    420    371    329    443    275    240    209
 1952    725    512    467    424    340    213    186    160
 1953    716    509    462    418    583    405    366    328
 1954    780    552    498    446    423    261    226    191
 1955    755    542    495    450    457    291    255    222
 1956    683    475    430    387    604    405    363    325
 1957    668    452    405    360    392    235    199    167
 1958    732    507    459    414    511    338    299    262
 1959    713    502    454    409    307    156    126    100
 1960    774    547    497    447    443    279    244    211
 1961    710    495    446    399    482    301    261    223
 1962    650    443    397    354    515    324    285    247
 1963    757    529    477    428    725    497    446    398
 1964    709    496    446    399    418    259    226    194
 1965    667    445    395    351    448    269    232    196
 1966    651    435    387    346    431    271    236    202
 1967    645    437    391    349    398    241    211    182
 1968    681    458    410    365    475    303    265    230
 1969    720    495    444    394    374    213    181    155
 1970    742    521    471    424    461    279    241    205
 1971    801    581    531    482    632    426    380    336
 1972    775    555    503    451    349    195    167    142
 1973    738    506    454    405    589    394    350    307
 1974    622    420    375    334    469    285    247    210
 1975    623    420    374    330    543    370    333    296
 1976    714    501    455    411    341    202    176    155
 1977    757    521    466    414    375    216    185    156
 1978    847    619    566    514    385    217    183    150
 1979    767    545    497    451    461    287    250    216
 1980    768    544    490    439    370    223    194    167
 1981    706    483    430    380    398    228    194    163
 1982    706    487    437    388    494    302    262    226
 1983    742    524    472    422    427    244    207    174
 1984    714    504    456    409    497    311    268    227
 1985    747    536    488    441    421    245    207    174
 1986    780    549    492    440    441    258    222    189
 1987    720    488    439    393    354    208    177    148
 1988    790    568    518    470    344    199    168    140
 1989    673    465    420    375    505    336    300    266
 1990    817    591    541    492    460    290    253    217
 1991    739    533    485    439    438    272    237    206
 1992    672    468    421    375    428    259    229    202
 1993    590    375    329    287    431    265    230    195
 1994    768    536    484    432    516    321    279    241
 1995    673    459    411    366    433    265    233    203
 1996    689    467    420    375    463    288    249    212
 1997    762    531    476    424    488    320    284    249
 1998    863    629    573    518    464    276    235    198
 1999    709    498    452    409    487    319    282    249
 2000    764    544    495    446    561    363    324    286
 2001    677    464    414    365    423    250    214    181
 2002    820    591    539    489    341    194    166    139
 2003    721    505    455    407    470    300    265    233
 2004    830    602    550    500    457    273    235    199
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  712.6  497.8  449.3  403.0  445.2  276.7  241.3  208.3
 STDV  114.1   86.6   80.3   73.9  100.1   74.8   69.0   63.2
