# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3584 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1977   1065    817    755    693    871    625    565    505
 1978    983    735    673    612    964    717    656    596
 1979    964    716    654    592    942    695    634    574
 1980   1057    809    747    685   1001    753    691    629
 1981   1012    764    702    640    922    674    614    555
 1982   1026    778    716    654    870    630    573    518
 1983   1085    837    775    713   1060    812    750    688
 1984    964    717    656    595    993    745    686    628
 1985    968    720    658    598    821    576    517    459
 1986   1026    778    716    654    815    573    517    462
 1987   1058    810    748    686    881    635    577    521
 1988   1026    778    717    656   1000    759    700    641
 1989   1030    782    720    658    937    689    628    569
 1990    960    712    650    588    946    698    636    575
 1991    984    736    675    614    945    697    636    577
 1992    818    571    511    452    757    522    470    421
 1993    949    701    639    577    930    682    620    560
 1994    909    661    599    538    832    586    527    472
 1995    971    723    662    602   1050    802    740    678
 1996    917    669    607    546    881    633    571    509
 1997    962    714    654    594    862    614    552    493
 1998    991    743    681    619    966    718    656    594
 1999   1069    821    759    697    893    645    583    523
 2000    984    736    674    613    936    688    626    565
 2001   1024    776    714    653    957    709    648    590
 2002   1056    808    746    684    907    659    600    541
 2003    971    723    661    599    992    744    682    620
 2004    912    664    604    546    785    557    505    455
 2005   1014    766    704    642      0      0      0      0
     ****************************  ****************************
 MEAN  987.0  739.4  678.2  617.7  906.1  665.5  607.1  550.3
 STDV   60.8   60.4   59.8   58.9  140.7  111.2  103.8   96.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    569    368    324    282    371    226    195    166
 1952    702    508    463    420    329    209    184    161
 1953    678    489    448    411    564    394    355    318
 1954    729    508    456    406    381    225    191    159
 1955    710    506    460    421    427    270    236    203
 1956    632    438    398    361    547    368    331    295
 1957    585    381    341    302    326    181    150    122
 1958    689    481    436    394    487    320    282    246
 1959    655    450    405    364    280    142    115     93
 1960    683    472    425    379    396    250    218    189
 1961    636    434    387    343    457    290    252    217
 1962    571    380    337    297    459    283    245    210
 1963    708    495    448    401    665    461    416    373
 1964    668    461    414    368    385    231    199    170
 1965    568    365    321    279    425    263    225    191
 1966    608    419    378    339    428    273    237    203
 1967    587    399    357    315    373    230    202    175
 1968    640    433    386    342    452    282    246    211
 1969    650    446    403    360    314    171    144    125
 1970    673    461    412    368    383    226    192    160
 1971    727    519    471    426    516    329    286    249
 1972    680    465    417    373    321    184    161    140
 1973    644    427    381    335    532    344    303    264
 1974    582    402    362    323    437    266    231    199
 1975    607    407    365    324    539    363    323    284
 1976    679    479    435    396    293    173    148    129
 1977    713    479    426    376    325    175    147    119
 1978    835    605    551    499    378    211    177    146
 1979    735    517    468    422    395    230    196    166
 1980    762    536    484    436    326    191    165    140
 1981    695    473    423    375    354    197    165    135
 1982    683    470    419    370    440    262    227    195
 1983    674    468    420    379    366    205    174    145
 1984    620    421    374    333    416    251    213    178
 1985    639    442    397    353    329    187    156    125
 1986    706    478    424    373    366    206    171    142
 1987    676    447    400    357    278    154    128    105
 1988    715    501    453    409    292    161    133    109
 1989    625    430    387    347    429    284    253    222
 1990    739    527    478    433    353    218    189    160
 1991    629    439    395    353    327    196    173    154
 1992    588    406    364    322    388    243    214    186
 1993    489    293    254    217    350    209    180    152
 1994    693    473    422    375    429    255    218    183
 1995    567    384    342    304    355    211    184    158
 1996    584    388    346    305    394    239    209    181
 1997    669    459    413    369    418    275    243    215
 1998    787    562    511    463    386    219    186    157
 1999    600    412    374    338    373    236    207    180
 2000    691    492    449    408    486    308    270    236
 2001    588    382    340    302    336    201    174    147
 2002    713    497    452    409    264    148    124    105
 2003    626    433    393    354    429    290    259    229
 2004    768    549    501    454    378    218    186    158
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  648.5  446.5  401.6  359.3  389.9  238.8  207.1  177.8
 STDV  110.1   83.0   76.7   71.0   95.5   71.7   66.1   60.4
