# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6151 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1964    813    581    528    477    867    640    587    534
 1965    809    588    535    483    881    643    584    527
 1966    611    426    386    349    894    660    605    552
 1967    575    387    347    308    855    617    560    506
 1968    548    364    323    285    933    695    639    585
 1969    701    484    436    389    775    555    505    457
 1970    816    596    545    494    919    683    627    571
 1971    599    391    345    304   1019    779    719    660
 1972    670    451    404    361    903    666    609    554
 1973    616    410    363    321    948    708    650    593
 1974    677    459    414    371    841    613    560    509
 1975    784    558    507    459    915    677    620    564
 1976    618    421    376    335    879    645    590    537
 1977    875    631    572    516    930    693    635    579
 1978    637    440    395    351    910    680    627    577
 1979    644    452    409    369    877    645    590    537
 1980    707    505    463    424    910    672    614    559
 1981    622    420    377    337    948    708    649    592
 1982    713    483    429    378    792    564    512    463
 1983    548    359    319    284    895    671    616    562
 1984    584    382    337    296    953    716    658    601
 1985    736    495    442    394    843    607    551    497
 1986    699    463    411    362    990    750    690    630
 1987    803    561    506    454    977    738    679    621
 1988    840    597    539    486   1010    772    713    654
 1989    649    445    399    355    844    606    548    491
 1990    535    329    286    245    933    699    641    583
 1991    759    541    489    439    973    733    673    613
 1992    647    436    391    350    849    610    551    492
 1993    617    390    343    298    857    619    560    502
 1994    698    488    444    403    950    710    650    591
 1995    489    295    258    224    860    623    568    515
 1996    547    341    297    257    911    675    618    563
 1997    500    328    294    261    924    684    626    569
 1998    780    545    490    437    811    581    526    473
 1999    631    413    367    322    858    621    563    507
 2000    746    514    461    413    857    618    559    502
 2001    657    425    377    334    851    615    557    500
 2002    556    374    334    295    988    748    688    629
 2003    547    333    294    259    795    555    498    443
 2004    687    471    421    374    793    557    501    450
 2005    633    422    378    337    979    739    679    619
     ****************************  ****************************
 MEAN  669.5  457.1  410.1  365.9  899.0  663.4  606.5  551.0
 STDV   94.4   81.2   76.8   72.2   69.4   67.0   65.5   63.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    992    746    685    625    977    730    669    608
 1952   1040    792    731    670    951    704    643    583
 1953   1053    805    744    684   1019    771    709    650
 1954   1127    879    817    755   1038    790    728    666
 1955   1148    900    838    776   1051    804    743    684
 1956   1015    767    705    643   1028    782    724    666
 1957   1141    893    831    769   1031    783    722    662
 1958    966    718    656    594    991    748    690    633
 1959    978    731    671    615   1107    859    797    735
 1960    991    745    684    624   1023    775    713    652
 1961   1019    771    709    649    984    736    674    613
 1962   1017    770    709    650    986    741    682    624
 1963   1088    840    778    717    980    733    675    617
 1964   1087    839    777    716    867    629    573    519
 1965   1024    776    714    653    937    690    630    571
 1966   1102    854    792    730    871    631    577    526
 1967    941    701    644    589    909    679    624    571
 1968   1030    785    725    667    989    744    685    628
 1969   1066    818    756    694    993    745    683    621
 1970   1016    771    711    654   1011    763    704    646
 1971    941    701    641    582    962    721    663    607
 1972   1007    764    704    645    958    712    653    595
 1973   1021    773    711    649   1037    789    727    666
 1974   1092    846    786    726    891    651    595    543
 1975   1032    787    727    669   1075    827    766    705
 1976   1036    790    730    673    963    722    664    606
 1977   1069    821    759    698    926    680    621    563
 1978   1002    754    692    633    959    720    665    610
 1979    982    734    672    612    941    693    633    574
 1980   1091    843    781    719   1045    797    735    674
 1981   1036    788    726    664    918    675    618    562
 1982   1056    808    746    686    944    699    640    583
 1983   1101    853    791    729   1111    863    801    739
 1984   1009    762    701    641   1060    812    751    691
 1985   1043    795    733    671    927    679    617    557
 1986   1104    856    794    732    889    646    586    526
 1987   1105    857    795    733    932    684    622    561
 1988   1058    810    748    686   1078    834    774    715
 1989   1065    817    755    693    996    748    687    626
 1990   1000    752    690    628    989    741    679    617
 1991   1031    783    721    659    985    737    675    613
 1992    902    654    592    530    811    563    504    450
 1993   1027    779    717    655   1019    771    709    648
 1994    966    718    656    596    896    651    596    544
 1995   1030    782    721    661   1071    823    761    699
 1996    953    706    645    585    927    679    617    556
 1997   1028    781    720    659   1014    766    704    642
 1998   1073    825    763    701   1032    784    722    660
 1999   1098    850    788    726    926    678    616    555
 2000   1017    769    707    645   1058    810    748    686
 2001   1090    842    780    718    998    750    688    626
 2002   1104    856    794    732    971    723    661    599
 2003   1038    790    728    666   1048    800    738    676
 2004    928    680    618    557    827    581    525    475
 2005   1082    834    772    711      0      0      0      0
     ****************************  ****************************
 MEAN 1037.4  790.2  728.7  668.1  962.3  720.8  661.9  604.1
 STDV   54.6   54.0   53.6   53.0  147.9  118.4  111.0  103.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    626    419    373    328    433    274    241    211
 1952    762    552    503    456    390    264    236    208
 1953    764    570    527    485    598    421    381    344
 1954    822    602    551    500    440    269    236    205
 1955    808    596    547    499    519    353    316    281
 1956    726    528    484    442    639    441    400    362
 1957    637    425    383    343    395    227    192    161
 1958    788    565    515    466    540    368    327    287
 1959    702    497    451    407    351    203    172    144
 1960    764    552    502    454    485    327    293    260
 1961    668    461    413    368    506    334    296    261
 1962    660    455    410    367    551    371    330    291
 1963    777    552    498    446    719    504    457    414
 1964    716    504    456    410    457    301    267    234
 1965    623    415    368    324    528    357    319    282
 1966    646    445    399    355    497    335    297    263
 1967    651    445    401    360    440    270    233    200
 1968    707    500    452    406    509    334    296    258
 1969    741    518    468    422    379    233    206    180
 1970    729    518    467    419    405    255    221    188
 1971    774    566    520    477    575    389    347    308
 1972    766    546    494    446    369    223    193    165
 1973    709    478    426    378    568    388    348    309
 1974    614    421    380    344    507    329    289    252
 1975    628    428    383    340    570    401    362    323
 1976    740    533    487    443    335    212    188    168
 1977    747    531    481    434    402    239    205    175
 1978    817    595    545    495    435    284    251    220
 1979    750    545    500    457    460    303    269    237
 1980    770    558    512    467    404    275    249    225
 1981    733    520    476    432    399    238    204    174
 1982    711    502    454    407    477    309    275    242
 1983    805    598    548    500    432    261    227    196
 1984    745    535    485    436    465    282    241    202
 1985    687    479    431    384    442    254    216    183
 1986    827    592    535    479    435    250    210    177
 1987    736    501    449    401    345    205    174    146
 1988    780    553    501    452    352    207    178    151
 1989    689    480    434    389    465    303    270    240
 1990    824    601    549    498    433    282    249    218
 1991    741    546    499    453    425    270    244    220
 1992    659    454    410    367    435    275    242    216
 1993    566    360    315    274    385    233    202    173
 1994    720    516    470    428    494    321    282    246
 1995    637    443    400    361    415    270    236    205
 1996    609    417    376    338    452    295    259    227
 1997    807    576    526    479    490    331    296    266
 1998    877    640    584    530    488    310    272    237
 1999    645    445    403    363    442    295    265    236
 2000    746    542    494    449    553    352    312    275
 2001    668    456    405    355    422    259    224    192
 2002    730    509    460    412    298    176    152    131
 2003    636    442    400    363    485    327    292    258
 2004    849    620    569    521    476    301    263    227
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  710.2  502.7  455.8  411.1  452.9  292.5  258.2  226.4
 STDV  119.8   93.2   87.0   80.8  100.0   75.8   70.3   64.9
