# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2864] FAYETTE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2864 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 STDV   67.6   66.8   65.9   64.6  141.5  112.1  104.6   97.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    551    351    308    270    368    222    193    166
 1952    646    457    415    374    300    189    164    141
 1953    632    445    403    364    528    368    331    296
 1954    685    472    421    374    368    216    183    152
 1955    681    486    444    404    395    241    209    180
 1956    589    400    361    324    514    341    304    268
 1957    560    370    328    288    315    175    144    113
 1958    642    438    395    354    480    310    270    234
 1959    675    468    421    376    267    133    105     80
 1960    688    483    435    389    373    232    200    173
 1961    642    440    395    350    418    253    218    186
 1962    562    377    337    298    453    280    241    205
 1963    691    475    427    381    635    434    388    345
 1964    636    435    388    344    365    223    192    166
 1965    567    356    311    269    389    228    193    160
 1966    601    412    374    337    406    258    226    194
 1967    606    421    379    339    349    211    185    161
 1968    641    433    387    342    435    270    234    202
 1969    655    449    405    362    304    164    142    122
 1970    639    430    382    336    403    235    200    167
 1971    725    518    473    430    544    354    309    265
 1972    667    458    410    365    288    156    132    109
 1973    647    436    389    344    511    333    293    256
 1974    544    365    325    287    391    227    191    159
 1975    575    386    343    300    515    351    315    280
 1976    639    454    414    375    301    181    159    139
 1977    699    476    426    377    339    188    158    130
 1978    809    584    530    480    361    203    168    138
 1979    709    513    470    427    388    235    204    173
 1980    718    500    453    408    298    175    150    126
 1981    645    434    389    347    360    204    173    143
 1982    645    446    399    353    411    254    219    186
 1983    682    479    431    390    368    211    178    148
 1984    680    481    436    394    458    279    237    199
 1985    701    496    449    404    395    223    185    151
 1986    707    481    428    378    385    220    186    154
 1987    671    457    412    369    304    166    137    112
 1988    738    531    483    435    287    159    133    111
 1989    621    429    386    344    440    285    252    220
 1990    755    545    497    450    383    231    196    164
 1991    585    402    359    321    319    190    165    143
 1992    539    362    321    283    335    203    178    155
 1993    433    261    225    192    322    189    160    135
 1994    664    447    401    359    405    238    203    170
 1995    535    357    318    281    330    200    173    149
 1996    565    378    337    297    350    207    178    152
 1997    615    409    365    324    379    237    209    184
 1998    710    498    452    409    351    199    167    136
 1999    557    386    348    311    339    206    177    152
 2000    636    446    405    367    442    289    255    221
 2001    560    362    323    286    307    179    151    125
 2002    666    470    427    387    262    147    124    104
 2003    589    415    376    337    381    248    219    193
 2004    705    499    454    412    348    197    167    141
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  627.7  432.0  388.5  347.2  375.7  228.1  196.8  167.9
 STDV  109.1   82.4   76.4   70.6   91.5   67.9   62.1   56.5
