# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 30 9/20-->9/26      2.37   0.37   49(54)   20(22)   15(16)    6( 7)    1( 1)    0       91
 31 9/27-->10/3      4.05   0.36   49(59)   15(18)   14(17)    4( 5)    1( 1)    0       83
 32 10/4-->10/10     2.27   0.37   52(58)   17(19)   12(13)    8( 9)    1( 1)    0       90
 33 10/11-->10/17    3.44   0.52   28(47)   10(17)   10(17)   11(18)    1( 2)    0       60
 34 10/18-->10/24    1.86   0.31   48(58)   16(19)   16(19)    3( 4)    0( 0)    0       83
 35 10/25-->10/31    1.28   0.32   47(59)   15(19)   13(16)    4( 5)    0( 0)    0       79
 36 11/1-->11/7      2.31   0.30   61(67)   15(16)    9(10)    5( 5)    1( 1)    0       91
 37 11/8-->11/14     2.11   0.26   45(67)   13(19)    5( 7)    3( 4)    1( 1)    0       67
 38 11/15-->11/21    1.38   0.35   46(59)    9(12)   17(22)    6( 8)    0( 0)    0       78
 39 11/22-->11/28    0.91   0.19   50(75)   11(16)    6( 9)    0( 0)    0( 0)    0       67
 40 11/29-->12/5     1.32   0.18   61(78)    9(12)    5( 6)    3( 4)    0( 0)    0       78
 41 12/6-->12/12     0.85   0.18   55(76)   10(14)    7(10)    0( 0)    0( 0)    0       72
 42 12/13-->12/19    0.99   0.16   59(80)   12(16)    3( 4)    0( 0)    0( 0)    0       74
 43 12/20-->12/26    0.91   0.16   57(83)    7(10)    5( 7)    0( 0)    0( 0)    0       69
 44 12/27-->1/2      1.27   0.18   63(77)   13(16)    4( 5)    2( 2)    0( 0)    0       82
 45 1/3-->1/9        1.39   0.16   52(84)    6(10)    2( 3)    2( 3)    0( 0)    0       62
 46 1/10-->1/16      0.71   0.16   49(83)    7(12)    3( 5)    0( 0)    0( 0)    0       59
 47 1/17-->1/23      1.28   0.20   47(76)    9(15)    4( 6)    2( 3)    0( 0)    0       62
 48 1/24-->1/30      0.86   0.15   57(81)    9(13)    4( 6)    0( 0)    0( 0)    0       70
 49 1/31-->2/6       0.99   0.18   51(78)    8(12)    6( 9)    0( 0)    0( 0)    0       65
 50 2/7-->2/13       0.78   0.18   52(79)    8(12)    6( 9)    0( 0)    0( 0)    0       66
 51 2/14-->2/20      1.45   0.19   65(78)   11(13)    6( 7)    1( 1)    0( 0)    0       83
 52 2/21-->2/27      1.39   0.22   55(74)   12(16)    6( 8)    1( 1)    0( 0)    0       74
 53 2/28-->2/29      0.76   0.20   11(85)    0( 0)    2(15)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        12.53   0.36 3002(60)  852(17)  703(14)  361( 7)   68( 1)    0     4986
