# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4389] KEOSAUQUA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4389 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1956    812    594    543    496    997    763    705    649
 1957    694    468    418    372    921    684    626    569
 1958    726    507    462    418    850    610    550    492
 1959    804    573    517    465    976    737    678    620
 1960    671    457    407    358    884    645    587    531
 1961    606    406    363    322    909    674    620    567
 1962    935    693    635    578    935    695    636    579
 1963    697    472    420    373   1009    769    710    652
 1964    881    636    580    526    945    707    649    591
 1965    876    641    587    535    934    694    635    577
 1966    613    412    367    327    905    670    612    555
 1967    579    383    340    301    951    713    655    599
 1968    612    408    363    323    992    752    692    633
 1969    720    498    447    399    841    611    558    506
 1970    824    593    540    489    931    691    631    572
 1971    624    428    382    341   1058    818    758    698
 1972    718    492    441    394    891    659    605    552
 1973    611    397    348    305    965    725    665    606
 1974    673    461    413    367    813    577    523    472
 1975    748    524    475    427    943    704    646    590
 1976    623    428    384    341    902    666    608    552
 1977    877    643    586    529    933    697    639    581
 1978    681    466    420    375    928    691    635    580
 1979    714    513    467    421    925    687    630    575
 1980    738    528    482    439    894    660    606    553
 1981    599    408    364    322    944    704    644    586
 1982    810    572    518    465    791    562    511    463
 1983    605    403    362    323    921    689    634    581
 1984    582    405    366    329    989    752    694    636
 1985    741    517    471    430    803    575    524    479
 1986    726    499    447    396   1000    762    704    646
 1987    829    618    570    523    932    697    641    587
 1988    827    600    551    505    988    750    693    638
 1989    685    482    436    395    910    672    615    558
 1990    632    414    365    324    979    739    679    620
 1991    874    642    586    530   1023    783    723    663
 1992    711    506    461    419    893    656    598    544
 1993    743    512    458    409    923    690    632    575
 1994    706    496    451    408    995    755    696    638
 1995    615    397    349    304    948    708    649    591
 1996    664    445    393    348    936    696    637    579
 1997    583    384    342    302    944    704    646    588
 1998    856    614    555    498    916    678    622    568
 1999    768    533    479    428    956    716    658    600
 2000    847    616    562    511    927    688    630    575
 2001    756    517    465    414    907    670    612    556
 2002    649    443    400    358   1022    782    722    663
 2003    696    469    424    381    879    639    581    526
 2004    828    599    545    492    911    672    613    557
 2005    707    489    439    394   1018    778    718    658
     ****************************  ****************************
 MEAN  719.3  501.8  452.8  406.5  935.5  698.0  640.3  584.0
 STDV   93.1   81.1   77.5   73.4   59.9   58.2   56.8   54.8

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1039    791    729    667   1004    756    694    633
 1952   1089    841    779    717    994    746    684    624
 1953   1082    834    772    711   1009    761    699    639
 1954   1116    868    806    744   1041    793    731    669
 1955   1164    916    854    792   1076    828    766    705
 1956   1048    800    738    676   1052    806    746    686
 1957   1139    891    829    767   1047    799    737    675
 1958    997    749    687    625   1039    792    731    671
 1959   1030    782    721    660   1120    872    810    748
 1960   1035    787    725    663   1080    832    770    708
 1961   1053    805    743    681   1046    798    736    675
 1962   1046    798    736    677   1032    784    722    661
 1963   1094    846    784    722   1005    757    696    636
 1964   1111    863    801    739    976    730    670    613
 1965   1048    800    738    676   1003    755    694    633
 1966   1122    874    812    750    957    709    649    590
 1967    990    743    683    626    929    686    629    574
 1968   1064    816    755    694   1049    801    740    680
 1969   1130    882    820    758   1038    790    728    666
 1970   1060    812    750    690   1038    790    728    666
 1971   1002    756    696    636   1003    755    694    634
 1972   1045    800    740    680   1011    763    701    641
 1973   1079    831    769    707   1062    814    752    690
 1974   1087    839    778    717    945    697    635    576
 1975   1056    808    746    685   1048    800    738    676
 1976   1087    839    778    717    955    709    650    592
 1977   1111    863    801    739    995    747    686    627
 1978   1055    807    745    683    996    748    689    631
 1979   1022    774    712    651   1030    782    722    662
 1980   1146    898    836    774   1093    845    783    721
 1981   1047    799    738    677   1003    755    695    636
 1982   1064    816    754    692    981    733    673    614
 1983   1097    849    787    726   1101    853    791    729
 1984   1010    762    701    641   1006    762    703    645
 1985    993    745    683    623    884    640    583    530
 1986   1099    851    789    727    859    620    565    511
 1987   1038    792    731    670    953    705    645    587
 1988   1101    853    791    730   1115    869    809    750
 1989   1108    860    798    736   1048    801    741    681
 1990   1078    830    768    706   1063    815    753    691
 1991   1098    850    788    726   1054    806    744    683
 1992   1040    792    730    668    882    635    577    521
 1993   1083    835    773    711   1077    829    767    705
 1994   1047    799    737    675   1007    759    698    639
 1995   1085    837    776    716   1162    914    852    790
 1996   1036    788    727    666   1044    796    734    672
 1997   1074    826    764    703   1007    759    697    636
 1998   1115    867    805    743   1105    857    795    733
 1999   1161    913    851    789   1035    787    725    663
 2000   1078    830    768    706   1113    865    803    741
 2001   1130    882    820    758   1074    826    764    702
 2002   1136    888    826    764   1074    826    764    702
 2003   1099    851    789    727   1092    844    782    720
 2004   1034    786    724    662    925    678    619    561
 2005   1098    850    788    726      0      0      0      0
     ****************************  ****************************
 MEAN 1074.5  826.6  764.9  703.5 1006.1  763.3  703.4  644.4
 STDV   42.5   42.3   42.1   41.6  151.3  121.2  113.6  105.8

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    715    496    446    397    530    339    300    265
 1952    780    560    511    465    447    314    281    250
 1953    811    598    551    505    629    449    408    370
 1954    853    628    575    525    531    352    312    277
 1955    836    612    563    515    516    342    307    272
 1956    773    561    512    467    689    488    445    406
 1957    726    508    459    415    433    272    237    204
 1958    782    560    510    461    560    388    348    311
 1959    799    574    524    476    426    251    213    178
 1960    835    609    557    508    530    360    324    290
 1961    760    541    489    443    554    361    317    277
 1962    715    506    458    413    585    386    340    297
 1963    817    585    531    479    810    585    533    482
 1964    796    578    526    475    468    307    272    239
 1965    791    562    507    453    521    334    295    258
 1966    704    485    436    391    488    329    293    257
 1967    705    497    451    407    494    321    285    249
 1968    769    538    485    437    545    366    326    289
 1969    795    570    518    469    464    286    247    212
 1970    804    575    522    470    510    317    274    235
 1971    847    624    572    523    667    457    410    365
 1972    842    617    562    509    439    266    229    195
 1973    801    568    512    460    649    444    398    353
 1974    632    432    387    343    520    331    288    249
 1975    672    463    414    370    571    393    353    315
 1976    736    519    469    420    351    202    176    155
 1977    801    572    520    469    431    267    233    202
 1978    865    638    585    532    440    273    237    205
 1979    798    585    537    493    527    349    311    274
 1980    800    585    535    486    418    278    248    221
 1981    765    544    494    448    469    295    261    230
 1982    750    530    481    433    530    346    307    271
 1983    762    548    503    458    479    308    273    240
 1984    708    506    459    415    508    334    293    254
 1985    786    568    517    469    484    297    257    223
 1986    822    594    542    492    475    308    272    240
 1987    782    550    499    454    404    256    224    192
 1988    859    633    581    531    396    243    208    175
 1989    725    516    469    424    533    355    318    284
 1990    867    637    585    535    518    342    303    265
 1991    814    603    554    507    518    342    303    266
 1992    739    529    482    435    483    307    270    238
 1993    647    428    379    333    452    286    247    209
 1994    789    560    507    459    545    359    317    277
 1995    700    484    434    389    479    304    267    233
 1996    718    497    449    404    528    342    300    261
 1997    831    599    546    494    546    368    330    293
 1998    931    697    639    584    524    329    288    249
 1999    764    558    510    466    558    381    341    305
 2000    842    623    572    523    621    413    370    329
 2001    742    525    473    423    479    292    254    219
 2002    873    646    594    542    401    255    226    199
 2003    730    514    466    418    533    351    313    275
 2004    849    617    562    511    511    320    277    235
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  766.5  550.0  500.4  453.1  503.9  329.8  292.0  256.6
 STDV  121.2   93.3   86.9   80.7  104.7   79.4   73.6   68.0
