# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 42 12/13-->12/19    1.41   0.15   54(83)    7(11)    3( 5)    1( 2)    0( 0)    0       65
 43 12/20-->12/26    0.99   0.13   52(85)    6(10)    3( 5)    0( 0)    0( 0)    0       61
 44 12/27-->1/2      1.10   0.20   32(71)    9(20)    2( 4)    2( 4)    0( 0)    0       45
 45 1/3-->1/9        0.57   0.10   52(88)    6(10)    1( 2)    0( 0)    0( 0)    0       59
 46 1/10-->1/16      2.78   0.15   49(86)    5( 9)    2( 4)    0( 0)    1( 2)    0       57
 47 1/17-->1/23      0.82   0.14   47(81)    8(14)    3( 5)    0( 0)    0( 0)    0       58
 48 1/24-->1/30      1.02   0.12   61(87)    6( 9)    2( 3)    1( 1)    0( 0)    0       70
 49 1/31-->2/6       0.78   0.12   48(86)    7(13)    1( 2)    0( 0)    0( 0)    0       56
 50 2/7-->2/13       1.04   0.13   53(93)    2( 4)    1( 2)    1( 2)    0( 0)    0       57
 51 2/14-->2/20      2.22   0.20   61(81)    4( 5)    8(11)    1( 1)    1( 1)    0       75
 52 2/21-->2/27      0.69   0.16   54(78)   10(14)    5( 7)    0( 0)    0( 0)    0       69
 53 2/28-->2/29      1.05   0.30    5(71)    0( 0)    1(14)    1(14)    0( 0)    0        7
ANNUAL TOTALS        6.65   0.34 3132(62)  784(15)  677(13)  324( 6)   68( 1)    0     4985
