# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6327 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1979   1017    769    708    647    984    736    675    615
 1980   1138    890    828    766   1112    864    802    740
 1981   1071    823    762    701    958    710    650    593
 1982   1058    810    748    686    986    738    678    618
 1983   1118    870    808    746   1117    869    807    745
 1984    968    721    660    601    995    748    689    630
 1985   1040    792    730    668    911    663    602    541
 1986   1102    854    792    730    864    621    562    504
 1987   1098    850    788    726    949    701    640    580
 1988   1083    835    773    711   1076    830    769    710
 1989   1055    807    745    683    974    727    666    606
 1990   1013    765    703    641   1010    762    700    638
 1991   1045    797    735    674    996    748    686    625
 1992    933    685    623    561    819    574    518    463
 1993   1022    774    712    650   1020    772    710    649
 1994    974    726    664    602    915    667    607    550
 1995   1050    802    742    682   1115    867    805    743
 1996    985    737    675    614    982    734    672    610
 1997   1035    787    726    665    925    677    615    555
 1998   1059    811    749    687   1029    781    719    657
 1999   1116    868    806    744    940    692    630    568
 2000    997    749    687    626   1017    769    707    645
 2001   1075    827    765    703    991    743    682    622
 2002   1102    854    792    730    980    732    670    609
 2003   1019    771    709    647   1047    799    737    675
 2004    961    713    651    589    828    581    525    473
 2005   1048    800    738    676      0      0      0      0
     ****************************  ****************************
 MEAN 1051.8  803.9  742.3  681.0  973.9  731.1  671.3  612.3
 STDV   50.4   50.3   50.2   49.9  147.7  118.1  110.7  103.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    669    456    409    363    475    305    272    241
 1952    781    563    515    469    404    273    241    214
 1953    777    565    520    475    627    445    405    365
 1954    813    589    537    486    478    308    273    238
 1955    831    610    560    513    497    329    293    259
 1956    753    540    490    445    671    463    419    378
 1957    658    443    395    350    394    227    193    161
 1958    747    521    469    421    524    352    312    274
 1959    734    517    467    418    357    191    158    127
 1960    777    561    512    463    466    311    277    243
 1961    715    504    455    409    534    350    308    268
 1962    676    473    428    386    559    366    322    281
 1963    798    570    515    463    760    541    492    444
 1964    740    523    471    422    443    293    260    227
 1965    716    491    440    393    505    324    285    248
 1966    679    469    425    383    484    320    281    247
 1967    723    509    459    413    453    291    257    225
 1968    766    532    481    430    529    356    317    278
 1969    781    553    501    451    431    260    225    194
 1970    777    553    500    451    481    291    251    213
 1971    837    617    567    518    666    451    403    356
 1972    809    585    530    476    408    241    205    175
 1973    775    543    486    432    621    417    374    332
 1974    641    441    398    356    520    328    285    244
 1975    654    444    396    351    575    391    355    319
 1976    719    494    446    404    361    205    177    153
 1977    755    525    473    423    384    221    190    160
 1978    833    613    563    514    423    269    233    200
 1979    789    571    523    479    514    343    306    270
 1980    825    601    547    496    431    274    242    210
 1981    728    510    460    415    449    273    239    208
 1982    719    512    463    415    518    332    292    253
 1983    782    566    516    470    454    281    246    213
 1984    737    528    480    434    486    304    263    224
 1985    767    549    500    452    429    250    214    181
 1986    813    579    521    465    433    250    212    177
 1987    717    481    430    382    320    179    149    124
 1988    776    548    498    451    328    186    157    129
 1989    652    448    403    360    494    329    292    256
 1990    794    569    519    469    429    268    233    203
 1991    730    528    482    437    425    263    228    197
 1992    655    449    402    357    416    253    220    191
 1993    560    357    311    267    391    236    204    174
 1994    755    531    479    428    464    285    247    212
 1995    661    455    408    363    419    260    227    196
 1996    660    445    398    354    459    287    249    214
 1997    747    518    469    422    449    295    263    231
 1998    851    621    566    512    440    270    235    202
 1999    644    447    403    365    426    276    246    216
 2000    742    535    489    447    542    349    308    271
 2001    647    435    387    342    385    231    197    167
 2002    783    562    514    468    345    215    188    163
 2003    656    454    409    366    462    310    277    246
 2004    788    562    511    463    419    251    214    182
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  725.7  512.1  463.6  417.4  461.0  294.0  258.4  225.0
 STDV  117.8   90.3   84.0   77.9  106.7   81.7   76.1   70.2
