# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1402 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1990    520    328    288    251    860    629    573    517
 1991    735    516    466    417    981    741    681    621
 1992    655    457    413    371    813    582    527    474
 1993    577    373    327    285    778    551    495    440
 1994    650    452    409    368    888    651    594    540
 1995    534    337    298    263    881    643    587    532
 1996    492    298    259    222    845    608    551    497
 1997    471    303    267    234    887    647    590    536
 1998    788    547    492    444    800    570    517    464
 1999    643    424    376    329    834    602    548    495
 2000    661    445    397    351    766    539    487    438
 2001    660    426    377    335    847    613    558    505
 2002    585    399    358    320    933    693    634    577
 2003    555    358    320    283    824    586    533    480
 2004    653    436    389    343    797    564    511    461
 2005    553    347    304    266    963    723    663    604
     ****************************  ****************************
 MEAN  624.3  417.9  373.1  331.1  858.4  623.3  567.5  513.3
 STDV   92.1   78.5   74.3   69.8   66.5   63.7   61.6   59.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    945    697    635    575    858    610    548    489
 1952   1005    757    695    634    896    648    586    527
 1953    998    750    689    630    965    717    657    599
 1954   1047    799    737    675    942    694    634    574
 1955   1120    872    810    748   1045    797    735    676
 1956    922    674    612    551    961    718    661    604
 1957   1096    848    786    724    975    727    666    606
 1958    917    669    608    547    972    728    668    609
 1959    973    725    663    604   1079    831    769    707
 1960    975    727    666    607    999    751    689    627
 1961    956    708    646    585    976    728    667    607
 1962    930    683    624    565    940    694    634    577
 1963    993    745    683    621    904    662    604    548
 1964   1043    795    733    672    870    635    580    527
 1965    984    736    674    614    904    659    600    541
 1966   1040    792    730    668    883    636    577    521
 1967    908    665    608    553    841    602    547    494
 1968    969    721    660    600    933    685    626    569
 1969   1016    768    706    645    986    738    676    614
 1970    994    746    687    628    956    708    648    589
 1971    901    655    597    539    922    676    616    561
 1972    947    700    640    581    952    706    646    588
 1973   1018    770    708    646   1003    755    693    632
 1974   1077    829    767    705    890    645    586    529
 1975   1023    776    716    657   1011    763    701    640
 1976   1040    792    732    672    931    684    624    567
 1977   1060    812    750    688    878    633    573    516
 1978    968    720    658    597    965    718    658    600
 1979    971    723    661    599    924    677    618    560
 1980   1042    794    732    670    982    734    672    610
 1981   1004    756    695    634    906    659    602    545
 1982   1022    774    712    650    913    667    610    554
 1983   1072    824    762    701   1074    826    764    702
 1984    944    697    636    576   1003    756    696    637
 1985    981    733    671    610    854    610    551    496
 1986   1036    788    726    664    841    601    544    487
 1987   1065    817    755    695    880    639    582    526
 1988   1003    756    696    636    989    750    691    632
 1989   1022    774    712    650    950    704    644    587
 1990    943    695    633    573    934    686    625    565
 1991    990    742    681    620    930    682    622    562
 1992    828    581    521    463    767    532    481    431
 1993    953    705    643    581    928    680    619    561
 1994    884    636    576    517    812    570    512    459
 1995    974    728    668    608   1057    809    747    685
 1996    910    662    601    541    880    632    570    511
 1997    949    704    645    586    855    607    548    490
 1998    988    740    678    616    970    722    660    598
 1999   1055    807    745    683    883    636    575    514
 2000    976    728    666    604    972    724    662    600
 2001   1065    817    755    694   1001    753    691    629
 2002   1097    849    787    725    931    684    623    562
 2003    992    744    682    621   1002    754    692    630
 2004    927    679    618    560    807    573    518    465
 2005   1043    795    733    671      0      0      0      0
     ****************************  ****************************
 MEAN  992.7  745.1  683.8  623.3  917.9  676.6  618.0  560.7
 STDV   59.1   58.8   58.2   57.3  142.3  112.8  105.4   97.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    548    344    300    259    378    221    191    164
 1952    672    462    420    379    288    177    154    131
 1953    716    518    473    431    588    418    379    340
 1954    749    525    472    420    384    224    190    157
 1955    743    533    486    442    441    282    247    214
 1956    650    448    406    366    572    379    340    303
 1957    624    414    369    327    348    191    158    127
 1958    714    492    444    401    498    318    279    243
 1959    684    474    426    382    288    145    117     95
 1960    717    497    450    403    419    265    232    202
 1961    658    456    408    361    464    294    257    221
 1962    578    388    347    307    478    297    257    223
 1963    716    502    454    408    657    448    403    359
 1964    652    450    403    359    358    220    192    167
 1965    563    354    311    268    438    274    237    201
 1966    647    447    406    368    412    264    230    198
 1967    621    424    382    341    372    227    199    171
 1968    650    439    394    352    440    275    238    203
 1969    686    469    423    379    316    182    157    134
 1970    663    451    403    356    379    215    183    155
 1971    747    533    485    439    541    348    306    265
 1972    685    467    417    369    314    176    152    129
 1973    674    451    402    356    545    353    313    274
 1974    587    402    362    324    420    250    214    182
 1975    592    395    352    311    509    346    309    272
 1976    680    485    442    401    297    176    154    138
 1977    723    491    438    389    329    185    156    127
 1978    798    576    525    475    368    209    176    144
 1979    717    504    457    413    390    228    193    163
 1980    739    517    467    417    305    175    150    128
 1981    662    443    396    353    358    201    169    140
 1982    650    445    397    350    415    248    214    180
 1983    700    490    442    397    381    213    179    148
 1984    685    483    433    390    446    267    225    186
 1985    671    473    427    383    366    198    164    131
 1986    725    497    443    392    393    224    190    160
 1987    662    448    404    363    302    169    142    119
 1988    703    504    459    416    285    160    134    112
 1989    623    437    396    355    450    302    269    238
 1990    777    555    505    458    386    239    207    177
 1991    631    438    393    352    367    227    200    176
 1992    615    421    376    332    379    231    205    179
 1993    491    305    266    229    362    223    193    165
 1994    708    487    437    389    427    255    219    183
 1995    607    416    373    333    360    210    180    154
 1996    618    409    365    322    410    252    221    192
 1997    666    450    406    363    432    281    249    218
 1998    799    578    525    475    395    229    194    160
 1999    612    429    389    349    411    267    237    210
 2000    715    506    461    417    498    318    282    247
 2001    653    442    396    351    387    231    199    167
 2002    765    544    494    446    268    142    120    103
 2003    667    465    419    377    425    278    247    218
 2004    798    575    525    475    409    241    209    181
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  661.7  457.2  411.8  368.5  397.2  243.1  211.1  181.3
 STDV  110.9   83.9   77.6   71.8   96.8   72.5   66.8   61.0
