# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7147] ROCK-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 32 10/4-->10/10     2.43   0.35   53(65)    9(11)   15(19)    2( 2)    2( 2)    0       81
 33 10/11-->10/17    2.73   0.36   37(58)   12(19)   12(19)    2( 3)    1( 2)    0       64
 34 10/18-->10/24    1.92   0.25   38(66)   12(21)    6(10)    2( 3)    0( 0)    0       58
 35 10/25-->10/31    2.20   0.32   33(56)   13(22)   10(17)    2( 3)    1( 2)    0       59
 36 11/1-->11/7      1.29   0.27   40(70)    7(12)    8(14)    2( 4)    0( 0)    0       57
 37 11/8-->11/14     2.20   0.34   38(73)    4( 8)    4( 8)    5(10)    1( 2)    0       52
 38 11/15-->11/21    2.55   0.38   27(49)   13(24)   12(22)    2( 4)    1( 2)    0       55
 39 11/22-->11/28    2.35   0.21   53(83)    5( 8)    4( 6)    1( 2)    1( 2)    0       64
 40 11/29-->12/5     1.08   0.19   41(79)    5(10)    5(10)    1( 2)    0( 0)    0       52
 41 12/6-->12/12     0.92   0.14   44(90)    3( 6)    2( 4)    0( 0)    0( 0)    0       49
 42 12/13-->12/19    0.73   0.18   39(80)    6(12)    4( 8)    0( 0)    0( 0)    0       49
 43 12/20-->12/26    1.07   0.13   52(91)    1( 2)    3( 5)    1( 2)    0( 0)    0       57
 44 12/27-->1/2      1.10   0.19   42(76)    8(15)    4( 7)    1( 2)    0( 0)    0       55
 45 1/3-->1/9        0.30   0.10   42(95)    2( 5)    0( 0)    0( 0)    0( 0)    0       44
 46 1/10-->1/16      1.09   0.14   43(86)    4( 8)    2( 4)    1( 2)    0( 0)    0       50
 47 1/17-->1/23      0.51   0.13   41(80)    9(18)    1( 2)    0( 0)    0( 0)    0       51
 48 1/24-->1/30      0.98   0.11   64(93)    3( 4)    2( 3)    0( 0)    0( 0)    0       69
 49 1/31-->2/6       0.51   0.13   36(86)    5(12)    1( 2)    0( 0)    0( 0)    0       42
 50 2/7-->2/13       0.98   0.18   35(85)    2( 5)    4(10)    0( 0)    0( 0)    0       41
 51 2/14-->2/20      1.73   0.22   53(77)    8(12)    5( 7)    3( 4)    0( 0)    0       69
 52 2/21-->2/27      0.59   0.19   37(73)   10(20)    4( 8)    0( 0)    0( 0)    0       51
 53 2/28-->2/29      1.74   0.36    6(75)    0( 0)    1(13)    1(13)    0( 0)    0        8
ANNUAL TOTALS        4.15   0.33 2710(62)  753(17)  584(13)  249( 5)   54( 1)    0     4350
