# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 35 10/25-->10/31    2.85   0.30   62(64)   19(20)    9( 9)    6( 6)    1( 1)    0       97
 36 11/1-->11/7      2.30   0.37   53(56)   17(18)   16(17)    6( 6)    2( 2)    0       94
 37 11/8-->11/14     1.50   0.25   55(68)   13(16)    9(11)    4( 5)    0( 0)    0       81
 38 11/15-->11/21    4.95   0.33   58(65)   15(17)    9(10)    4( 4)    3( 3)    0       89
 39 11/22-->11/28    1.50   0.21   62(77)    8(10)   10(12)    1( 1)    0( 0)    0       81
 40 11/29-->12/5     2.96   0.21   57(75)   11(14)    7( 9)    0( 0)    1( 1)    0       76
 41 12/6-->12/12     1.96   0.19   74(80)   12(13)    3( 3)    3( 3)    0( 0)    0       92
 42 12/13-->12/19    1.10   0.15   61(81)   10(13)    3( 4)    1( 1)    0( 0)    0       75
 43 12/20-->12/26    1.80   0.17   61(80)    9(12)    5( 7)    1( 1)    0( 0)    0       76
 44 12/27-->1/2      0.91   0.16   65(79)   13(16)    4( 5)    0( 0)    0( 0)    0       82
 45 1/3-->1/9        0.82   0.16   52(75)   14(20)    3( 4)    0( 0)    0( 0)    0       69
 46 1/10-->1/16      1.31   0.17   57(81)    9(13)    2( 3)    2( 3)    0( 0)    0       70
 47 1/17-->1/23      0.87   0.14   67(81)   13(16)    3( 4)    0( 0)    0( 0)    0       83
 48 1/24-->1/30      0.79   0.14   70(83)    8(10)    6( 7)    0( 0)    0( 0)    0       84
 49 1/31-->2/6       0.89   0.16   67(81)   11(13)    5( 6)    0( 0)    0( 0)    0       83
 50 2/7-->2/13       1.65   0.18   54(77)   12(17)    3( 4)    1( 1)    0( 0)    0       70
 51 2/14-->2/20      1.43   0.23   58(71)   12(15)   11(13)    1( 1)    0( 0)    0       82
 52 2/21-->2/27      1.95   0.21   69(72)   16(17)    9( 9)    2( 2)    0( 0)    0       96
 53 2/28-->2/29      0.64   0.13   11(79)    2(14)    1( 7)    0( 0)    0( 0)    0       14
ANNUAL TOTALS        8.03   0.35 3397(61)  889(16)  748(13)  386( 7)   85( 1)    0     5505
