# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7161] ROCKWELL-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 43 12/20-->12/26    0.75   0.16   51(78)   11(17)    3( 5)    0( 0)    0( 0)    0       65
 44 12/27-->1/2      1.28   0.17   42(76)   11(20)    1( 2)    1( 2)    0( 0)    0       55
 45 1/3-->1/9        0.88   0.14   49(84)    6(10)    3( 5)    0( 0)    0( 0)    0       58
 46 1/10-->1/16      1.00   0.17   46(79)    9(16)    3( 5)    0( 0)    0( 0)    0       58
 47 1/17-->1/23      0.83   0.15   52(79)   11(17)    3( 5)    0( 0)    0( 0)    0       66
 48 1/24-->1/30      0.88   0.12   64(88)    6( 8)    3( 4)    0( 0)    0( 0)    0       73
 49 1/31-->2/6       0.62   0.14   56(86)    6( 9)    3( 5)    0( 0)    0( 0)    0       65
 50 2/7-->2/13       0.73   0.15   46(84)    6(11)    3( 5)    0( 0)    0( 0)    0       55
 51 2/14-->2/20      1.56   0.21   59(78)    8(11)    6( 8)    3( 4)    0( 0)    0       76
 52 2/21-->2/27      0.82   0.17   54(79)   10(15)    4( 6)    0( 0)    0( 0)    0       68
 53 2/28-->2/29      0.95   0.32    5(63)    1(13)    2(25)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        6.06   0.35 2968(60)  852(17)  712(14)  300( 6)   70( 1)    0     4902
