# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 32 10/4-->10/10     1.58   0.31   56(62)   16(18)   13(14)    5( 6)    0( 0)    0       90
 33 10/11-->10/17    2.81   0.35   51(59)   13(15)   16(19)    5( 6)    1( 1)    0       86
 34 10/18-->10/24    2.52   0.30   59(60)   21(21)   13(13)    4( 4)    1( 1)    0       98
 35 10/25-->10/31    2.35   0.31   57(63)   14(15)   15(16)    4( 4)    1( 1)    0       91
 36 11/1-->11/7      2.00   0.33   57(62)   16(17)    9(10)   10(11)    0( 0)    0       92
 37 11/8-->11/14     1.62   0.23   49(72)   12(18)    4( 6)    3( 4)    0( 0)    0       68
 38 11/15-->11/21    1.55   0.31   50(60)   14(17)   17(20)    3( 4)    0( 0)    0       84
 39 11/22-->11/28    1.09   0.21   55(72)   14(18)    5( 7)    2( 3)    0( 0)    0       76
 40 11/29-->12/5     1.47   0.20   53(78)    6( 9)    8(12)    1( 1)    0( 0)    0       68
 41 12/6-->12/12     0.90   0.17   55(80)    8(12)    6( 9)    0( 0)    0( 0)    0       69
 42 12/13-->12/19    1.30   0.17   51(84)    6(10)    3( 5)    1( 2)    0( 0)    0       61
 43 12/20-->12/26    0.91   0.15   52(81)    5( 8)    7(11)    0( 0)    0( 0)    0       64
 44 12/27-->1/2      1.18   0.18   51(78)    8(12)    4( 6)    2( 3)    0( 0)    0       65
 45 1/3-->1/9        0.80   0.15   43(78)    8(15)    4( 7)    0( 0)    0( 0)    0       55
 46 1/10-->1/16      0.81   0.14   48(83)    7(12)    3( 5)    0( 0)    0( 0)    0       58
 47 1/17-->1/23      1.14   0.16   53(76)   14(20)    2( 3)    1( 1)    0( 0)    0       70
 48 1/24-->1/30      0.83   0.13   59(89)    3( 5)    4( 6)    0( 0)    0( 0)    0       66
 49 1/31-->2/6       1.58   0.15   52(85)    6(10)    2( 3)    1( 2)    0( 0)    0       61
 50 2/7-->2/13       0.87   0.15   54(83)    7(11)    4( 6)    0( 0)    0( 0)    0       65
 51 2/14-->2/20      1.70   0.19   66(80)   11(13)    3( 4)    2( 2)    0( 0)    0       82
 52 2/21-->2/27      2.00   0.17   64(81)   11(14)    3( 4)    1( 1)    0( 0)    0       79
 53 2/28-->2/29      0.52   0.23    4(50)    3(38)    1(13)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        5.95   0.35 3114(60)  876(17)  694(13)  359( 7)   78( 1)    0     5121
