# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6103] NORTHWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6103 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1959    657    449    404    360    888    649    591    538
 1960    607    399    351    307    793    557    503    451
 1961    526    337    300    263    862    626    570    519
 1962    728    501    447    395    850    612    555    501
 1963    592    389    346    305    933    693    636    581
 1964    741    514    465    418    866    635    580    526
 1965    677    455    404    358    852    612    555    501
 1966    507    337    303    271    859    624    567    513
 1967    485    309    272    236    836    599    542    487
 1968    469    294    258    225    847    612    556    502
 1969    625    424    381    339    643    425    375    329
 1970    656    452    405    360    883    646    590    534
 1971    523    344    307    274    975    735    675    617
 1972    669    456    408    362    822    596    545    495
 1973    528    330    290    254    918    678    618    558
 1974    514    323    285    250    802    566    513    462
 1975    702    475    428    384    865    627    570    517
 1976    595    394    349    308    901    663    605    549
 1977    871    633    577    523    908    670    611    553
 1978    654    450    406    365    881    646    588    533
 1979    578    388    348    310    851    615    558    503
 1980    692    482    436    394    882    646    590    536
 1981    572    368    326    287    876    636    576    517
 1982    670    447    394    345    721    487    437    389
 1983    472    299    263    229    861    627    571    516
 1984    564    361    319    280    902    662    602    543
 1985    769    533    478    429    774    542    487    434
 1986    652    434    384    336    935    697    639    582
 1987    798    572    520    472    966    729    671    614
 1988    777    553    505    459    975    739    681    625
 1989    565    373    332    295    788    560    507    456
 1990    466    274    237    204    844    613    559    505
 1991    652    446    401    358    945    705    645    585
 1992    587    393    351    312    759    531    479    429
 1993    487    286    246    209    730    501    447    393
 1994    601    405    363    326    875    636    577    521
 1995    470    281    243    210    860    628    572    517
 1996    429    242    205    169    792    555    499    446
 1997    365    211    181    154    867    627    569    515
 1998    705    475    422    379    719    492    439    387
 1999    564    347    302    260    780    546    492    439
 2000    604    395    349    308    738    503    449    395
 2001    559    333    287    249    783    549    495    443
 2002    466    304    269    237    861    623    565    509
 2003    486    291    255    222    752    512    457    403
 2004    527    330    289    251    723    488    434    384
 2005    474    278    239    205    914    674    614    554
     ****************************  ****************************
 MEAN  592.9  391.2  348.0  308.1  842.4  607.3  551.3  497.3
 STDV  103.7   87.8   82.8   77.8   77.5   74.6   72.3   69.9

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    930    682    621    561    842    595    536    479
 1952    958    710    649    594    773    539    489    439
 1953    965    718    659    600    927    679    619    560
 1954   1022    774    712    650    920    672    611    551
 1955   1110    862    800    738   1048    801    740    679
 1956    895    647    585    524    927    685    626    570
 1957   1095    847    785    723    942    694    633    573
 1958    913    665    604    544    964    720    661    605
 1959    966    718    656    598   1058    810    748    686
 1960    963    715    654    595    985    737    675    613
 1961    949    701    639    577    976    728    667    607
 1962    924    676    615    556    929    682    621    562
 1963    999    751    689    627    902    658    600    545
 1964   1057    809    747    686    877    639    583    529
 1965    968    720    658    597    883    639    579    521
 1966   1047    799    737    675    861    614    556    501
 1967    911    666    607    552    826    590    536    483
 1968    947    700    639    579    917    671    611    554
 1969    996    748    687    626    974    726    664    603
 1970    994    748    688    629    949    702    642    582
 1971    906    660    602    545    916    671    612    556
 1972    940    693    633    574    928    682    623    565
 1973   1018    770    708    646    997    749    687    626
 1974   1075    827    765    703    873    628    569    511
 1975   1028    780    720    661   1004    756    694    633
 1976   1043    795    733    672    950    703    642    585
 1977   1066    818    756    694    868    622    562    504
 1978    977    729    667    606    965    717    657    598
 1979    989    741    679    617    921    676    617    560
 1980   1039    791    729    668    968    720    658    596
 1981   1014    766    704    644    926    678    616    558
 1982   1028    780    718    656    908    662    605    549
 1983   1066    818    756    694   1047    799    737    675
 1984    965    718    657    596   1016    768    708    649
 1985    999    751    689    628    864    618    559    500
 1986   1059    811    749    688    848    607    548    491
 1987   1081    833    772    711    851    618    562    507
 1988   1043    795    734    673   1018    775    715    656
 1989   1006    758    696    634    910    662    601    542
 1990    923    675    613    551    916    668    606    545
 1991    943    695    633    572    905    657    595    536
 1992    764    518    458    401    745    507    452    402
 1993    903    655    593    531    886    638    576    518
 1994    860    612    550    488    802    557    499    444
 1995    961    714    653    593   1025    777    715    654
 1996    882    634    572    512    843    595    533    471
 1997    921    675    615    558    792    544    484    425
 1998    920    672    610    549    899    651    589    527
 1999   1016    768    706    644    842    595    534    473
 2000    918    670    608    547    877    629    567    505
 2001    954    706    644    583    901    653    592    532
 2002   1030    782    720    658    853    606    546    488
 2003    919    671    609    548    939    691    629    568
 2004    869    621    561    503    719    486    434    384
 2005    977    729    667    606      0      0      0      0
     ****************************  ****************************
 MEAN  976.6  728.9  667.5  607.0  894.6  653.6  594.9  537.7
 STDV   67.8   67.6   67.2   66.4  143.3  114.8  107.5  100.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    550    357    313    273    377    223    195    168
 1952    600    424    384    345    289    187    163    140
 1953    649    461    421    383    537    366    327    291
 1954    684    460    408    358    337    188    155    126
 1955    721    508    460    416    421    267    234    202
 1956    592    401    360    324    517    339    305    273
 1957    594    387    344    307    323    172    141    114
 1958    697    481    434    391    481    312    274    240
 1959    656    452    409    368    243    124    101     80
 1960    676    464    416    372    397    253    221    191
 1961    631    433    387    343    438    270    235    204
 1962    567    370    328    288    451    274    238    203
 1963    717    496    445    398    647    435    389    347
 1964    636    435    391    348    365    220    192    166
 1965    491    295    255    220    440    276    240    205
 1966    630    429    389    352    406    255    222    191
 1967    617    420    377    338    346    216    190    165
 1968    633    425    380    338    421    264    230    198
 1969    671    466    422    380    294    165    142    125
 1970    644    435    390    350    361    210    179    152
 1971    708    500    452    407    497    311    272    235
 1972    646    430    381    337    288    163    141    121
 1973    653    434    388    343    516    332    293    256
 1974    580    393    351    313    421    256    221    187
 1975    584    390    348    306    497    336    299    263
 1976    667    480    438    398    287    174    151    134
 1977    701    468    415    368    302    166    137    109
 1978    785    561    508    459    358    201    167    138
 1979    701    494    448    405    352    199    168    139
 1980    721    497    447    401    282    157    134    111
 1981    624    414    369    329    298    159    132    107
 1982    640    430    380    333    373    218    186    156
 1983    679    476    430    386    365    201    171    143
 1984    644    444    398    354    437    258    217    180
 1985    654    456    410    366    356    193    160    128
 1986    690    460    407    357    365    204    169    140
 1987    633    437    396    357    270    153    128    106
 1988    727    511    464    418    275    148    122     99
 1989    597    409    366    324    397    257    227    200
 1990    709    497    451    407    325    193    164    136
 1991    582    393    351    312    286    173    153    134
 1992    547    363    320    279    323    193    170    150
 1993    437    248    212    179    302    174    148    125
 1994    682    459    411    366    382    216    184    153
 1995    543    357    318    284    306    173    148    126
 1996    563    364    322    282    352    207    180    155
 1997    606    399    356    315    372    237    211    186
 1998    723    505    456    409    329    176    145    117
 1999    563    375    337    301    318    196    170    145
 2000    621    429    388    349    430    270    235    202
 2001    537    335    293    256    307    176    150    125
 2002    663    453    408    366    224    122    104     88
 2003    594    400    359    319    372    239    211    184
 2004    716    492    443    395    340    188    159    135
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  625.0  424.6  380.6  339.5  363.5  218.8  189.1  161.7
 STDV  108.0   81.4   75.2   69.3   95.8   69.8   63.8   58.1
