# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 40 11/29-->12/5     1.91   0.22   47(73)   10(16)    4( 6)    3( 5)    0( 0)    0       64
 41 12/6-->12/12     1.00   0.18   55(79)    8(11)    7(10)    0( 0)    0( 0)    0       70
 42 12/13-->12/19    0.93   0.14   51(82)   10(16)    1( 2)    0( 0)    0( 0)    0       62
 43 12/20-->12/26    0.73   0.14   43(81)    9(17)    1( 2)    0( 0)    0( 0)    0       53
 44 12/27-->1/2      2.16   0.21   49(75)    9(14)    5( 8)    1( 2)    1( 2)    0       65
 45 1/3-->1/9        0.66   0.14   49(83)    7(12)    3( 5)    0( 0)    0( 0)    0       59
 46 1/10-->1/16      0.79   0.13   51(88)    4( 7)    3( 5)    0( 0)    0( 0)    0       58
 47 1/17-->1/23      1.20   0.17   52(76)   13(19)    2( 3)    1( 1)    0( 0)    0       68
 48 1/24-->1/30      0.77   0.13   56(88)    5( 8)    3( 5)    0( 0)    0( 0)    0       64
 49 1/31-->2/6       1.55   0.20   46(71)   14(22)    4( 6)    1( 2)    0( 0)    0       65
 50 2/7-->2/13       0.93   0.18   46(78)    8(14)    5( 8)    0( 0)    0( 0)    0       59
 51 2/14-->2/20      2.30   0.20   59(74)   17(21)    3( 4)    0( 0)    1( 1)    0       80
 52 2/21-->2/27      0.94   0.17   62(78)   11(14)    6( 8)    0( 0)    0( 0)    0       79
 53 2/28-->2/29      0.56   0.11   14(93)    0( 0)    1( 7)    0( 0)    0( 0)    0       15
ANNUAL TOTALS        7.37   0.36 2904(59)  856(17)  663(13)  342( 7)   80( 1)    0     4845
