# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2110 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1959    688    486    439    394    274    135    108     85
 1960    686    483    436    391    397    246    213    184
 1961    649    450    403    356    445    281    243    209
 1962    581    392    351    311    472    285    247    211
 1963    702    490    442    394    645    446    401    357
 1964    675    471    424    378    359    218    188    162
 1965    566    357    313    272    416    246    208    173
 1966    639    439    398    360    421    263    227    193
 1967    625    440    398    358    369    228    200    174
 1968    654    450    405    362    453    283    245    211
 1969    665    462    416    374    320    182    158    136
 1970    669    458    409    363    417    247    211    177
 1971    709    497    450    405    527    332    287    247
 1972    645    429    380    333    275    144    122    101
 1973    630    409    361    315    501    308    267    228
 1974    533    341    300    262    377    202    169    139
 1975    523    328    285    243    461    293    257    223
 1976    619    428    386    347    261    149    130    115
 1977    668    441    388    340    299    150    122     95
 1978    787    561    507    456    339    182    148    116
 1979    700    485    436    389    339    181    150    124
 1980    676    455    403    353    259    131    106     86
 1981    644    429    382    338    323    169    139    109
 1982    631    419    371    324    382    208    172    142
 1983    695    482    433    386    380    212    178    147
 1984    660    456    406    359    433    250    211    174
 1985    667    462    417    374    354    182    148    117
 1986    711    484    431    382    375    209    177    146
 1987    684    470    423    381    328    186    155    127
 1988    727    521    472    426    302    175    148    123
 1989    629    441    398    358    458    305    273    241
 1990    761    551    503    455    399    250    217    184
 1991    642    450    405    362    366    224    197    173
 1992    629    434    390    347    371    228    202    177
 1993    514    327    287    249    365    227    198    170
 1994    745    519    468    419    464    282    242    206
 1995    626    433    391    352    378    230    198    170
 1996    649    444    399    356    410    253    220    188
 1997    685    464    415    370    445    288    256    229
 1998    827    601    548    497    457    279    239    202
 1999    648    456    413    373    428    277    246    219
 2000    710    507    461    417    502    329    292    255
 2001    630    427    381    337    370    215    185    156
 2002    749    535    487    442    280    151    126    106
 2003    671    472    427    383    418    267    237    209
 2004    776    558    509    461    417    254    221    191
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  649.7  448.7  403.3  360.0  389.3  235.3  203.1  173.5
 STDV  108.3   82.5   76.4   70.8   94.8   71.7   66.1   60.6
