# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0364] ATLANTIC-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 22 7/26-->8/1       2.67   0.45   48(51)   19(20)   17(18)    8( 8)    3( 3)    0       95
 23 8/2-->8/8        4.90   0.43   66(55)   26(21)   14(12)   11( 9)    4( 3)    0      121
 24 8/9-->8/15       2.74   0.39   57(55)   20(19)   15(15)    9( 9)    2( 2)    0      103
 25 8/16-->8/22      4.28   0.40   63(58)   15(14)   19(18)    9( 8)    2( 2)    0      108
 26 8/23-->8/29      2.94   0.49   51(49)   22(21)   15(14)   11(11)    5( 5)    0      104
 27 8/30-->9/5       2.57   0.53   51(48)   19(18)   20(19)   11(10)    5( 5)    0      106
 28 9/6-->9/12       6.52   0.66   45(51)   16(18)   12(13)   11(12)    5( 6)    0       89
 29 9/13-->9/19      2.42   0.40   59(54)   23(21)   15(14)   10( 9)    2( 2)    0      109
 30 9/20-->9/26      2.34   0.39   62(60)   14(14)   16(16)    8( 8)    3( 3)    0      103
 31 9/27-->10/3      1.50   0.31   44(57)   13(17)   16(21)    4( 5)    0( 0)    0       77
 32 10/4-->10/10     2.39   0.39   54(61)   10(11)   16(18)    7( 8)    2( 2)    0       89
 33 10/11-->10/17    2.17   0.44   32(48)   12(18)   14(21)    6( 9)    2( 3)    0       66
 34 10/18-->10/24    2.67   0.30   59(64)   17(18)   11(12)    4( 4)    1( 1)    0       92
 35 10/25-->10/31    1.65   0.33   50(60)   15(18)   11(13)    7( 8)    0( 0)    0       83
 36 11/1-->11/7      2.02   0.35   49(61)   11(14)   13(16)    6( 8)    1( 1)    0       80
 37 11/8-->11/14     13.18   0.46   42(70)    5( 8)    9(15)    3( 5)    1( 2)    0       60
 38 11/15-->11/21    1.71   0.37   43(63)    9(13)    9(13)    7(10)    0( 0)    0       68
 39 11/22-->11/28    0.94   0.20   45(68)   16(24)    5( 8)    0( 0)    0( 0)    0       66
 40 11/29-->12/5     1.86   0.22   44(76)    5( 9)    8(14)    1( 2)    0( 0)    0       58
 41 12/6-->12/12     0.99   0.23   46(68)   14(21)    8(12)    0( 0)    0( 0)    0       68
 42 12/13-->12/19    2.33   0.22   52(75)    9(13)    6( 9)    1( 1)    1( 1)    0       69
 43 12/20-->12/26    1.30   0.18   44(71)   15(24)    2( 3)    1( 2)    0( 0)    0       62
 44 12/27-->1/2      1.45   0.21   53(79)    8(12)    4( 6)    2( 3)    0( 0)    0       67
 45 1/3-->1/9        0.74   0.17   45(80)    7(13)    4( 7)    0( 0)    0( 0)    0       56
 46 1/10-->1/16      0.85   0.15   48(86)    4( 7)    4( 7)    0( 0)    0( 0)    0       56
 47 1/17-->1/23      1.00   0.17   44(79)    9(16)    3( 5)    0( 0)    0( 0)    0       56
 48 1/24-->1/30      0.85   0.16   53(82)    7(11)    5( 8)    0( 0)    0( 0)    0       65
 49 1/31-->2/6       1.44   0.23   41(72)    7(12)    8(14)    1( 2)    0( 0)    0       57
 50 2/7-->2/13       0.85   0.18   43(80)    6(11)    5( 9)    0( 0)    0( 0)    0       54
 51 2/14-->2/20      0.84   0.19   49(69)   16(23)    6( 8)    0( 0)    0( 0)    0       71
 52 2/21-->2/27      1.52   0.22   50(74)    9(13)    7(10)    2( 3)    0( 0)    0       68
 53 2/28-->2/29      0.60   0.17   13(81)    1( 6)    2(13)    0( 0)    0( 0)    0       16
ANNUAL TOTALS        13.18   0.36 2952(60)  817(16)  685(14)  341( 7)   74( 1)    0     4869
