# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia9132 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1962    648    449    406    365    531    347    305    265
 1963    758    529    475    426    751    532    480    432
 1964    711    496    446    397    417    263    228    199
 1965    642    429    382    336    505    327    289    252
 1966    645    442    399    359    488    326    289    252
 1967    654    453    408    367    422    261    226    197
 1968    680    468    420    374    529    353    313    275
 1969    721    501    454    409    372    220    189    162
 1970    705    493    444    397    416    248    212    179
 1971    756    556    507    461    585    395    351    309
 1972    763    543    491    440    368    215    185    162
 1973    706    479    428    378    576    381    338    296
 1974    552    375    338    302    423    254    219    187
 1975    566    378    336    298    474    324    289    254
 1976    628    437    397    361    282    167    147    131
 1977    736    505    451    399    384    220    186    154
 1978    836    613    561    509    393    243    210    179
 1979    770    560    515    473    510    343    305    269
 1980    697    481    431    385    384    255    227    200
 1981    744    526    477    431    419    253    219    189
 1982    751    536    486    436    485    304    268    234
 1983    777    557    505    457    440    258    221    188
 1984    746    536    487    439    488    299    258    218
 1985    758    544    495    448    442    260    224    192
 1986    842    610    553    497    467    274    232    195
 1987    730    503    454    409    368    221    190    161
 1988    800    575    523    474    362    210    177    146
 1989    661    464    419    375    528    351    312    274
 1990    836    616    565    515    494    318    281    247
 1991    771    564    516    470    471    314    278    246
 1992    695    488    440    392    465    294    259    229
 1993    597    385    340    298    423    258    222    189
 1994    769    549    498    449    498    307    264    225
 1995    679    474    428    383    430    270    235    203
 1996    657    444    397    353    502    324    284    246
 1997    734    514    466    419    455    303    272    241
 1998    855    625    570    516    453    283    248    215
 1999    641    446    404    367    424    285    255    227
 2000    750    543    498    455    532    339    300    264
 2001    652    441    389    342    395    238    204    175
 2002    766    549    501    456    307    183    159    138
 2003    644    449    404    360    472    319    286    254
 2004    791    568    517    469    425    255    218    186
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  708.2  499.5  452.2  407.2  453.9  290.0  254.6  221.9
 STDV  119.9   92.7   86.2   79.9  103.3   78.2   72.3   66.3
