# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8568] VINTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 34 10/18-->10/24    2.37   0.38   40(47)   30(35)    9(11)    4( 5)    2( 2)    0       85
 35 10/25-->10/31    3.20   0.33   50(62)   17(21)    8(10)    5( 6)    1( 1)    0       81
 36 11/1-->11/7      3.56   0.44   52(60)   11(13)   12(14)   10(11)    2( 2)    0       87
 37 11/8-->11/14     1.74   0.24   50(68)   15(21)    3( 4)    5( 7)    0( 0)    0       73
 38 11/15-->11/21    2.00   0.35   45(58)   13(17)   13(17)    7( 9)    0( 0)    0       78
 39 11/22-->11/28    1.72   0.26   55(66)   20(24)    5( 6)    3( 4)    0( 0)    0       83
 40 11/29-->12/5     1.39   0.24   47(69)   13(19)    7(10)    1( 1)    0( 0)    0       68
 41 12/6-->12/12     1.07   0.23   48(67)   17(24)    6( 8)    1( 1)    0( 0)    0       72
 42 12/13-->12/19    1.50   0.22   45(71)   14(22)    3( 5)    1( 2)    0( 0)    0       63
 43 12/20-->12/26    1.50   0.21   51(77)    9(14)    5( 8)    1( 2)    0( 0)    0       66
 44 12/27-->1/2      1.04   0.24   41(66)   12(19)    8(13)    1( 2)    0( 0)    0       62
 45 1/3-->1/9        1.00   0.20   43(73)   10(17)    6(10)    0( 0)    0( 0)    0       59
 46 1/10-->1/16      1.71   0.20   51(78)    8(12)    3( 5)    3( 5)    0( 0)    0       65
 47 1/17-->1/23      0.82   0.17   56(80)    9(13)    5( 7)    0( 0)    0( 0)    0       70
 48 1/24-->1/30      1.01   0.15   57(83)    8(12)    3( 4)    1( 1)    0( 0)    0       69
 49 1/31-->2/6       0.55   0.14   54(83)    9(14)    2( 3)    0( 0)    0( 0)    0       65
 50 2/7-->2/13       1.20   0.19   51(82)    7(11)    3( 5)    1( 2)    0( 0)    0       62
 51 2/14-->2/20      0.72   0.19   46(73)   11(17)    6(10)    0( 0)    0( 0)    0       63
 52 2/21-->2/27      1.20   0.24   51(68)   10(13)   12(16)    2( 3)    0( 0)    0       75
 53 2/28-->2/29      0.07   0.05    5(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        5
ANNUAL TOTALS        7.23   0.37 2789(57)  956(19)  712(14)  357( 7)   61( 1)    0     4875
