# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1402
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1999  1.74  0.44  0.82  6.53  7.76  5.69 18.48  5.70  1.61  0.89  0.81  0.88 51.35
 2000  0.77  1.20  1.50  2.00  4.45 10.09  5.00  4.55  1.77  2.61  2.83  2.03 38.80
 2001  1.32  1.36  1.35  2.89  7.63  2.34  2.77  2.62  5.95  1.61  0.72  0.68 31.24
 2002  0.37  1.70  0.70  4.45  2.94  3.92  5.31  7.26  2.99  2.98  0.21  0.42 33.25
 2003  0.38  0.53  1.79  2.33  5.24  4.84  3.28  0.74  1.98  0.75  2.47  0.70 25.03
 2004  0.61  1.49  5.39  2.22 10.19  2.89  7.72  1.88  2.98  1.94  1.67  0.59 39.57
 2005  1.49  1.57  0.97  2.47  4.72  9.08  3.85 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.86  0.92  2.07  3.37  4.31  4.89  4.49  4.15  3.40  2.29  1.72  1.04 32.85
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
