# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3487] GRUNDY-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 16 6/14-->6/20      2.15   0.44   74(53)   22(16)   23(16)   19(14)    2( 1)    0      140
 17 6/21-->6/27      2.78   0.51   62(50)   21(17)   19(15)   15(12)    6( 5)    0      123
 18 6/28-->7/4       2.94   0.42   57(54)   15(14)   19(18)   14(13)    1( 1)    0      106
 19 7/5-->7/11       6.25   0.61   54(45)   23(19)   19(16)   19(16)    6( 5)    0      121
 20 7/12-->7/18      3.00   0.58   50(47)   14(13)   20(19)   18(17)    4( 4)    0      106
 21 7/19-->7/25      2.22   0.31   78(63)   20(16)   16(13)    7( 6)    2( 2)    0      123
 22 7/26-->8/1       3.25   0.45   55(49)   26(23)   17(15)   11(10)    3( 3)    0      112
 23 8/2-->8/8        4.00   0.48   52(50)   20(19)   17(16)   12(12)    3( 3)    0      104
 24 8/9-->8/15       2.56   0.40   56(54)   17(16)   20(19)    9( 9)    2( 2)    0      104
 25 8/16-->8/22      5.00   0.44   61(52)   24(20)   18(15)   13(11)    2( 2)    0      118
 26 8/23-->8/29      3.08   0.44   62(53)   22(19)   15(13)   14(12)    3( 3)    0      116
 27 8/30-->9/5       2.13   0.37   60(60)   21(21)   12(12)    6( 6)    1( 1)    0      100
 28 9/6-->9/12       3.66   0.41   55(63)    9(10)   15(17)    6( 7)    3( 3)    0       88
 29 9/13-->9/19      3.37   0.34   83(65)   16(13)   16(13)   10( 8)    2( 2)    0      127
 30 9/20-->9/26      1.72   0.35   63(55)   24(21)   17(15)   11(10)    0( 0)    0      115
 31 9/27-->10/3      2.17   0.33   52(58)   20(22)   13(14)    4( 4)    1( 1)    0       90
 32 10/4-->10/10     3.65   0.36   56(58)   17(18)   15(16)    7( 7)    1( 1)    0       96
 33 10/11-->10/17    2.19   0.35   52(61)   16(19)    9(11)    7( 8)    1( 1)    0       85
 34 10/18-->10/24    1.97   0.35   48(56)   17(20)   14(16)    6( 7)    0( 0)    0       85
 35 10/25-->10/31    2.00   0.26   69(70)   15(15)   11(11)    4( 4)    0( 0)    0       99
 36 11/1-->11/7      3.00   0.33   57(59)   21(22)   10(10)    5( 5)    3( 3)    0       96
 37 11/8-->11/14     1.92   0.25   56(72)   11(14)    7( 9)    4( 5)    0( 0)    0       78
 38 11/15-->11/21    2.02   0.33   48(63)   11(14)   10(13)    6( 8)    1( 1)    0       76
 39 11/22-->11/28    1.20   0.20   62(70)   16(18)    9(10)    1( 1)    0( 0)    0       88
 40 11/29-->12/5     0.99   0.19   62(78)    9(11)    9(11)    0( 0)    0( 0)    0       80
 41 12/6-->12/12     0.87   0.20   53(77)    8(12)    8(12)    0( 0)    0( 0)    0       69
 42 12/13-->12/19    1.10   0.13   65(87)    8(11)    1( 1)    1( 1)    0( 0)    0       75
 43 12/20-->12/26    1.07   0.17   61(80)    9(12)    5( 7)    1( 1)    0( 0)    0       76
 44 12/27-->1/2      1.33   0.21   45(70)   11(17)    7(11)    1( 2)    0( 0)    0       64
 45 1/3-->1/9        0.93   0.14   61(84)    8(11)    4( 5)    0( 0)    0( 0)    0       73
 46 1/10-->1/16      0.93   0.17   51(81)    8(13)    4( 6)    0( 0)    0( 0)    0       63
 47 1/17-->1/23      0.48   0.13   64(83)   13(17)    0( 0)    0( 0)    0( 0)    0       77
 48 1/24-->1/30      1.34   0.12   71(89)    7( 9)    1( 1)    1( 1)    0( 0)    0       80
 49 1/31-->2/6       1.19   0.15   59(82)    9(13)    3( 4)    1( 1)    0( 0)    0       72
 50 2/7-->2/13       0.81   0.15   59(86)    6( 9)    4( 6)    0( 0)    0( 0)    0       69
 51 2/14-->2/20      1.41   0.23   47(69)   10(15)    9(13)    2( 3)    0( 0)    0       68
 52 2/21-->2/27      1.17   0.20   58(72)   15(19)    6( 7)    2( 2)    0( 0)    0       81
 53 2/28-->2/29      0.50   0.14    5(83)    1(17)    0( 0)    0( 0)    0( 0)    0        6
ANNUAL TOTALS        6.25   0.34 3268(61)  952(17)  688(12)  361( 6)   67( 1)    0     5336
