# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 33 10/11-->10/17    2.80   0.40   34(52)   12(18)   15(23)    3( 5)    1( 2)    0       65
 34 10/18-->10/24    2.20   0.50   35(49)   16(22)    9(13)   10(14)    2( 3)    0       72
 35 10/25-->10/31    3.20   0.37   48(62)   12(15)   11(14)    6( 8)    1( 1)    0       78
 36 11/1-->11/7      2.22   0.47   35(47)   16(22)   11(15)   11(15)    1( 1)    0       74
 37 11/8-->11/14     1.94   0.37   30(52)   14(24)    8(14)    6(10)    0( 0)    0       58
 38 11/15-->11/21    6.20   0.49   34(50)   16(24)   12(18)    4( 6)    2( 3)    0       68
 39 11/22-->11/28    1.74   0.25   43(65)   16(24)    6( 9)    1( 2)    0( 0)    0       66
 40 11/29-->12/5     2.10   0.28   38(72)    7(13)    6(11)    1( 2)    1( 2)    0       53
 41 12/6-->12/12     1.50   0.27   42(62)   20(29)    3( 4)    3( 4)    0( 0)    0       68
 42 12/13-->12/19    1.10   0.21   44(76)    9(16)    3( 5)    2( 3)    0( 0)    0       58
 43 12/20-->12/26    1.45   0.28   31(65)   11(23)    5(10)    1( 2)    0( 0)    0       48
 44 12/27-->1/2      1.90   0.25   37(73)    9(18)    2( 4)    3( 6)    0( 0)    0       51
 45 1/3-->1/9        0.97   0.19   38(75)   11(22)    2( 4)    0( 0)    0( 0)    0       51
 46 1/10-->1/16      2.15   0.21   38(76)    9(18)    2( 4)    0( 0)    1( 2)    0       50
 47 1/17-->1/23      1.22   0.17   51(76)   14(21)    1( 1)    1( 1)    0( 0)    0       67
 48 1/24-->1/30      1.42   0.19   52(84)    3( 5)    6(10)    1( 2)    0( 0)    0       62
 49 1/31-->2/6       1.25   0.24   33(66)   11(22)    5(10)    1( 2)    0( 0)    0       50
 50 2/7-->2/13       1.32   0.18   50(83)    5( 8)    4( 7)    1( 2)    0( 0)    0       60
 51 2/14-->2/20      1.35   0.27   44(60)   18(25)    9(12)    2( 3)    0( 0)    0       73
 52 2/21-->2/27      1.39   0.27   42(61)   17(25)    8(12)    2( 3)    0( 0)    0       69
 53 2/28-->2/29      0.51   0.16    6(75)    1(13)    1(13)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        8.80   0.43 2355(52)  924(20)  758(16)  379( 8)   87( 1)    0     4503
