 
 THIS IS FOR STATION NUMBER 2689 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.10   0.42  46(60) 15(19) 12(15)  3( 3)  0( 0)    7       76
  2 3/8-->3/14       2.36   0.47  61(68) 17(19)  6( 6)  4( 4)  1( 1)    9       89
  3 3/15-->3/21      2.00   0.44  47(61) 19(24)  7( 9)  3( 3)  1( 1)    7       77
  4 3/22-->3/28      2.79   0.64  46(56) 21(25)  7( 8)  5( 6)  3( 3)    7       82
  5 3/29-->4/4       1.30   0.59  57(58) 20(20) 16(16)  5( 5)  0( 0)    7       98
  6 4/5-->4/11       1.41   0.49  44(56) 19(24) 11(14)  4( 5)  0( 0)    7       78
  7 4/12-->4/18      2.20   0.65  55(56) 17(17) 19(19)  5( 5)  1( 1)    7       97
  8 4/19-->4/25      2.33   0.75  45(48) 22(23) 17(18)  7( 7)  2( 2)    7       93
  9 4/26-->5/2       2.04   0.83  59(51) 22(19) 26(22)  6( 5)  1( 0)    8      114
 10 5/3-->5/9        1.50   0.78  55(48) 29(25) 22(19)  7( 6)  0( 0)    6      113
 11 5/10-->5/16      1.30   0.79  58(51) 25(22) 20(17)  9( 8)  0( 0)    1      112
 12 5/17-->5/23      3.20   0.87  56(53) 22(21) 15(14)  8( 7)  3( 2)    1      104
 13 5/24-->5/30      2.73   0.96  71(58) 16(13) 23(18) 10( 8)  2( 1)    0      122
 14 5/31-->6/6       2.00   0.89  53(50) 16(15) 24(22) 11(10)  2( 1)    0      106
 15 6/7-->6/13       2.56   1.04  49(44) 22(20) 23(21) 12(11)  3( 2)    0      109
 16 6/14-->6/20      3.85   1.25  69(51) 18(13) 26(19) 18(13)  2( 1)    1      133
 17 6/21-->6/27      4.28   1.18  45(41) 23(21) 22(20) 14(12)  4( 3)    0      108
 18 6/28-->7/4       2.65   0.95  49(48) 24(23) 15(14) 11(10)  3( 2)    5      102
 19 7/5-->7/11       3.21   1.05  44(44) 21(21) 18(18) 12(12)  4( 4)    7       99
 20 7/12-->7/18      3.70   0.90  53(52) 16(15) 18(17) 11(10)  3( 2)    7      101
 21 7/19-->7/25      1.77   0.76  54(54) 19(19) 17(17) 10(10)  0( 0)    9      100
 22 7/26-->8/1       4.68   0.92  53(56) 19(20)  9( 9) 10(10)  3( 3)    6       94
 23 8/2-->8/8        2.92   0.87  38(44) 22(25) 11(12) 11(12)  4( 4)    0       86
 24 8/9-->8/15       3.12   0.86  35(42) 20(24) 17(20)  6( 7)  5( 6)    0       83
 25 8/16-->8/22      4.83   0.92  51(52) 20(20) 17(17)  6( 6)  4( 4)    0       98
 26 8/23-->8/29      2.28   0.86  40(44) 19(21) 15(16) 14(15)  2( 2)    2       90
 27 8/30-->9/5       4.10   0.81  47(56) 13(15) 12(14)  5( 6)  6( 7)   10       83
 28 9/6-->9/12       4.10   0.71  56(62) 12(13) 11(12)  8( 8)  2( 2)   15       89
 29 9/13-->9/19      2.17   0.67  55(59) 12(13) 17(18)  6( 6)  2( 2)   14       92
 30 9/20-->9/26      3.35   0.75  58(56) 23(22) 12(11)  8( 7)  1( 0)   14      102
 31 9/27-->10/3      1.64   0.47  47(61) 10(13) 15(19)  4( 5)  0( 0)   11       76
 32 10/4-->10/10     2.00   0.65  43(52) 15(18) 14(17)  9(10)  1( 1)   13       82
 33 10/11-->10/17    2.03   0.46  35(54) 10(15) 14(21)  4( 6)  1( 1)    9       64
 34 10/18-->10/24    1.39   0.41  34(52) 18(27) 11(16)  2( 3)  0( 0)    7       65
 35 10/25-->10/31    1.98   0.35  37(67)  8(14)  5( 9)  5( 9)  0( 0)    7       55
 36 11/1-->11/7      1.75   0.33  44(70)  8(12)  5( 8)  5( 8)  0( 0)   14       62
 37 11/8-->11/14     1.84   0.34  44(68) 13(20)  4( 6)  3( 4)  0( 0)   15       64
 38 11/15-->11/21    2.17   0.43  33(52) 12(19) 15(23)  2( 3)  1( 1)   15       63
 39 11/22-->11/28    0.80   0.23  50(74) 12(17)  5( 7)  0( 0)  0( 0)   14       67
 40 11/29-->12/5     2.08   0.24  41(75)  6(11)  6(11)  0( 0)  1( 1)   19       54
 41 12/6-->12/12     1.32   0.19  45(81)  5( 9)  4( 7)  1( 1)  0( 0)   21       55
 42 12/13-->12/19    1.34   0.23  34(66) 11(21)  5( 9)  1( 1)  0( 0)   22       51
 43 12/20-->12/26    1.10   0.20  43(81)  4( 7)  5( 9)  1( 1)  0( 0)   22       53
 44 12/27-->1/2      1.90   0.25  36(73)  8(16)  2( 4)  3( 6)  0( 0)   22       49
 45 1/3-->1/9        1.20   0.14  44(88)  4( 8)  1( 2)  1( 2)  0( 0)   14       50
 46 1/10-->1/16      0.97   0.18  39(78)  6(12)  5(10)  0( 0)  0( 0)   14       50
 47 1/17-->1/23      1.38   0.20  42(75)  9(16)  4( 7)  1( 1)  0( 0)   14       56
 48 1/24-->1/30      0.65   0.15  53(88)  3( 5)  4( 6)  0( 0)  0( 0)   14       60
 49 1/31-->2/6       0.64   0.15  30(75)  5(12)  5(12)  0( 0)  0( 0)    8       40
 50 2/7-->2/13       0.87   0.15  33(78)  6(14)  3( 7)  0( 0)  0( 0)    9       42
 51 2/14-->2/20      2.08   0.29  35(62) 13(23)  5( 8)  2( 3)  1( 1)    9       56
 52 2/21-->2/27      1.25   0.25  39(72)  9(16)  3( 5)  3( 5)  0( 0)    9       54
 53 2/28-->2/29      1.55   0.05   8(88)  0( 0)  0( 0)  1(11)  0( 0)    1        9
 ANNUAL TOTALS       4.83   2438(57)778(18)625(14)297( 7) 69( 1)  467     4207
 1983    502    347    313    282      0      0      0      0
 1984    555    383    348    317      0      0      0      0
 1985    633    437    392    351    333    189    159    130
 1986    711    480    426    374    147     81     69     58
 1987    699    466    415    369     41     30     28     26
 1988    752    528    480    432     49     27     22     18
 1989    664    461    416    372     84     53     46     39
 1990    788    567    515    465    240    154    134    117
 1991    687    484    437    392     73     44     38     33
 1992    664    467    420    374    214    126    111     99
 1993    538    332    288    248    165    114    103     92
 1994    740    514    460    411    370    215    182    151
 1995    457    307    274    245      0      0      0      0
 1996    609    407    362    321    413    260    228    201
 1997    690    470    421    378    379    261    235    211
 1998    787    562    510    461    385    229    198    168
 1999    622    427    388    350     14     10      9      8
     ****************************  *************************** 
 MEAN  652.5  447.1  401.7  359.2  235.6  149.8  132.0  115.3
 STDV   84.5   69.0   65.2   61.1  167.7  110.3   98.5   87.5
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1999 FOR STATION NUMBER 2689
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -24  53 -19  69 -26  80  10  92  25  88  38  99  49  99  50  92  41  89  26  71  17  63  -5
  2  55 -15  53 -27  65 -10  81   5  90  25  88  38  93  50  96  50  93  41  91  22  75   7  68 -10
  3  49 -17  47 -23  66  -2  76  12  88  22  96  39 101  46  98  48  91  36  92  25  80   6  63 -15
  4  50 -18  52 -18  64 -11  74  11  91  26  99  39 101  44  94  49  93  36  91  28  76  -3  63  -9
  5  49 -22  57 -24  64 -16  87  16  85  30  98  42  99  42  93  46  94  39  94  26  68   4  57  -3
  6  43 -22  54 -17  69 -12  89   8  87  28  92  40  96  50  96  51  98  38  94  27  68   6  55 -15
  7  53 -22  63 -15  73  -8  84  16  89  29  96  46 100  46  96  49  98  40  89  23  73  -5  59 -15
  8  56 -18  55 -20  75  -9  83   9  89  30 102  41  96  50  95  51  94  40  85  25  68   0  56 -16
  9  54 -22  59 -22  61 -12  88  12  91  26  98  42  99  51  94  49  97  42  82  24  79  13  54 -17
 10  51 -29  59 -16  71  -2  86  18  91  25  99  44 100  50  98  48  92  40  83  24  71   8  59 -15
 11  48 -19  63 -26  65  -7  86  23  88  31  95  42 100  49  93  44  93  35  86  18  73  -7  55 -16
 12  52 -24  58 -18  71 -10  82  17  87  32  96  44 100  49  97  46  92  33  89  25  69  -2  55 -13
 13  55 -15  57 -12  68  -5  80  21  91  26  99  41 101  50 100  42  93  34  88  25  67  -4  51 -23
 14  51 -25  61  -8  62 -13  89  21  91  35  98  44  98  50  96  45  93  38  86  26  76  -8  52 -16
 15  57 -25  50 -14  66   0  81  20  88  30  95  42  95  50 101  46  97  34  88  25  71   3  55 -15
 16  47 -23  59 -25  77  -4  88  20  90  34  98  45  95  50 100  46  95  33  83  22  70   1  59 -14
 17  46 -18  60 -20  70   0  86  20  92  35  94  45  97  48 102  50  95  35  85  20  70  -6  54 -15
 18  47 -24  61  -8  68   1  91  19  92  36  97  47  99  51  99  46  90  38  79  15  67   2  55 -20
 19  47 -28  55 -16  71   0  87  24  92  39  97  45  97  55  95  45  97  31  83  11  70   7  51 -22
 20  47 -25  59  -9  72   0  90  25  94  33  98  44  96  49  97  45  91  29  84  15  59   6  50 -23
 21  50 -28  59 -13  68  -5  93  21  92  36 101  45  98  51  98  47  85  29  83  21  65  -5  49 -23
 22  51 -15  59  -6  76   6  91  25  90  29  99  46  98  50  95  50  87  24  81  20  63  -3  45 -24
 23  55 -24  57  -9  73  -1  85  25  91  30  92  49 100  48  94  45  81  27  81  18  61   0  41 -23
 24  61 -18  62 -12  82  -4  86  24  88  36  99  47  93  53  91  45  85  33  81  23  62  -5  45 -24
 25  51 -13  56  -8  77   2  88  28  99  38  97  43  94  52  92  41  90  34  81  21  71  -5  48 -16
 26  47 -14  61 -13  76   0  87  29  91  36  98  41  99  50 100  42  92  24  84  20  60 -11  51 -21
 27  46 -16  54 -12  77   5  88  30  89  38  98  43  94  49 101  46  93  33  81  16  65  -4  53 -22
 28  42 -19  55 -22  81   1  92  28  91  35  98  50 100  52  99  42  89  28  80  15  70 -11  51 -19
 29  48 -25 *** ***  84  -3  86  23  92  36  99  48  99  47  98  45  89  26  74  16  60  -6  46 -11
 30  53 -18 *** ***  85  -2  89  23  92  42  99  49 102  45  93  47  91  28  75  15  64  -8  52 -18
 31  54 -22 *** ***  84   8 *** ***  91  40 *** *** 105  48  93  42 *** ***  78  15 *** ***  47 -19
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1999 FOR STATION NUMBER 2689
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.33  0.50  1.00  1.20  2.04  1.30  1.90  1.25  0.48  0.83  1.17  0.78
  2  1.90  0.64  1.10  1.30  1.41  1.10  1.12  1.54  0.85  0.75  0.84  0.42
  3  0.42  0.24  0.76  1.00  1.00  1.55  1.19  1.81  0.55  1.26  0.18  0.83
  4  1.20  0.52  0.71  0.80  0.60  2.00  2.25  0.83  2.11  1.56  1.19  0.50
  5  0.54  0.37  0.74  1.30  1.30  1.50  1.52  2.92  3.50  0.65  1.75  0.20
  6  0.45  0.50  1.06  1.41  1.20  0.90  1.63  2.00  1.65  0.70  0.62  0.60
  7  0.11  0.14  0.55  0.46  1.12  2.40  3.21  2.10  1.35  2.00  0.16  0.80
  8  0.30  0.40  2.36  0.87  1.15  2.56  1.27  1.55  4.10  1.24  0.45  0.30
  9  0.06  0.45  0.97  0.79  1.50  1.10  2.92  0.78  1.30  1.10  1.67  0.28
 10  0.20  0.87  0.38  0.84  1.30  1.20  2.42  2.20  1.40  0.83  1.84  1.32
 11  0.97  0.60  1.20  0.47  1.03  1.02  2.30  1.22  0.60  0.55  0.44  0.35
 12  0.70  0.80  1.15  0.70  1.10  2.10  1.25  0.90  2.61  1.25  0.46  0.51
 13  0.13  0.25  0.45  2.20  0.78  1.50  0.95  2.57  1.59  2.03  0.58  0.38
 14  0.95  0.35  1.05  1.34  0.98  2.60  2.40  2.22  0.83  0.18  0.22  0.78
 15  0.85  0.42  0.80  1.38  1.20  0.92  1.32  3.12  0.75  1.13  1.60  0.56
 16  0.36  0.28  0.32  1.08  1.30  1.75  0.92  2.07  2.00  0.90  1.00  0.96
 17  0.35  0.16  0.40  0.50  2.05  1.89  3.70  0.70  0.62  1.00  0.67  0.55
 18  1.38  2.08  2.00  1.21  0.80  3.85  1.25  2.20  2.17  0.75  0.72  1.34
 19  0.52  0.50  1.90  0.88  1.40  1.19  1.12  1.97  1.75  0.90  0.53  0.46
 20  0.48  1.24  0.49  2.31  1.25  1.40  1.18  0.76  3.35  0.96  2.17  0.57
 21  0.60  0.85  0.84  2.33  3.20  1.42  1.50  4.83  1.30  1.31  0.56  0.30
