 
 THIS IS FOR STATION NUMBER 1354 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        2.02   0.54  51(63) 12(15) 11(13)  5( 6)  1( 1)    7       80
  2 3/8-->3/14       1.53   0.50  48(57) 17(20) 15(18)  3( 3)  0( 0)   10       83
  3 3/15-->3/21      1.74   0.43  32(48) 20(30) 12(18)  2( 3)  0( 0)    8       66
  4 3/22-->3/28      1.47   0.56  48(58) 15(18) 11(13)  8( 9)  0( 0)    7       82
  5 3/29-->4/4       2.08   0.74  48(48) 24(24) 17(17)  8( 8)  1( 1)   12       98
  6 4/5-->4/11       3.96   0.58  41(53) 15(19) 14(18)  5( 6)  1( 1)   14       76
  7 4/12-->4/18      1.46   0.85  41(38) 31(29) 27(25)  7( 6)  0( 0)   16      106
  8 4/19-->4/25      2.97   1.06  49(43) 31(27) 19(16) 10( 8)  3( 2)   14      112
  9 4/26-->5/2       2.48   0.84  38(42) 21(23) 20(22)  9(10)  2( 2)   12       90
 10 5/3-->5/9        2.00   0.97  50(45) 23(21) 21(19) 14(12)  1( 0)    8      109
 11 5/10-->5/16      1.82   0.90  43(41) 27(26) 22(21) 11(10)  0( 0)    7      103
 12 5/17-->5/23      1.87   0.73  46(46) 26(26) 21(21)  6( 6)  0( 0)    4       99
 13 5/24-->5/30      3.06   1.14  59(47) 26(21) 21(17) 14(11)  3( 2)    0      123
 14 5/31-->6/6       2.83   0.91  46(50) 19(20) 10(10) 12(13)  4( 4)    1       91
 15 6/7-->6/13       2.03   1.15  46(42) 21(19) 20(18) 21(19)  1( 0)    2      109
 16 6/14-->6/20      2.57   0.88  50(50) 21(21) 14(14) 13(13)  1( 1)    1       99
 17 6/21-->6/27      3.33   0.97  42(50) 10(12) 17(20)  9(10)  5( 6)    5       83
 18 6/28-->7/4       4.37   1.06  35(38) 22(24) 20(22)  9(10)  4( 4)    3       90
 19 7/5-->7/11       4.26   0.88  38(46)  8( 9) 24(29) 10(12)  2( 2)    0       82
 20 7/12-->7/18      2.80   0.97  34(40) 17(20) 20(23)  9(10)  5( 5)    2       85
 21 7/19-->7/25      3.10   1.10  40(41) 27(27) 17(17)  5( 5)  8( 8)    1       97
 22 7/26-->8/1       3.90   0.94  33(41) 13(16) 18(22) 12(15)  3( 3)    1       79
 23 8/2-->8/8        4.49   1.06  39(45) 17(19) 11(12) 14(16)  5( 5)    7       86
 24 8/9-->8/15       2.25   0.91  34(39) 20(22) 20(22) 11(12)  2( 2)    4       87
 25 8/16-->8/22      2.46   0.89  37(44) 19(22) 17(20)  7( 8)  4( 4)    0       84
 26 8/23-->8/29      4.00   0.71  23(38)  9(15) 12(20) 13(22)  2( 3)    1       59
 27 8/30-->9/5       4.19   0.70  25(37) 17(25) 16(24)  6( 9)  2( 3)    5       66
 28 9/6-->9/12       2.97   0.85  26(36) 12(16) 21(29)  9(12)  3( 4)    7       71
 29 9/13-->9/19      3.00   1.01  33(39) 13(15) 21(25) 12(14)  4( 4)    8       83
 30 9/20-->9/26      2.77   0.90  25(32) 22(28) 14(17) 15(19)  2( 2)    8       78
 31 9/27-->10/3      2.74   0.69  24(36) 14(21) 19(28)  8(12)  1( 1)    7       66
 32 10/4-->10/10     4.25   0.88  30(41) 18(24) 13(17)  7( 9)  5( 6)    8       73
 33 10/11-->10/17    2.52   0.60  21(36) 18(31)  9(15)  7(12)  2( 3)    8       57
 34 10/18-->10/24    2.43   0.56  35(50) 14(20) 16(22)  3( 4)  2( 2)    7       70
 35 10/25-->10/31    1.32   0.46  34(53) 14(21) 11(17)  5( 7)  0( 0)    7       64
 36 11/1-->11/7      2.28   0.61  41(56)  9(12) 12(16)  8(11)  2( 2)   11       72
 37 11/8-->11/14     1.98   0.39  31(51) 18(30)  9(15)  2( 3)  0( 0)    9       60
 38 11/15-->11/21    1.94   0.48  27(48) 14(25)  8(14)  7(12)  0( 0)    7       56
 39 11/22-->11/28    1.65   0.31  37(64)  9(15) 10(17)  1( 1)  0( 0)   12       57
 40 11/29-->12/5     1.05   0.28  31(60)  8(15) 11(21)  1( 1)  0( 0)   17       51
 41 12/6-->12/12     2.32   0.38  43(64) 14(20)  6( 8)  3( 4)  1( 1)   10       67
 42 12/13-->12/19    1.86   0.21  33(73)  6(13)  4( 8)  2( 4)  0( 0)    8       45
 43 12/20-->12/26    1.04   0.24  31(65)  9(19)  4( 8)  3( 6)  0( 0)   12       47
 44 12/27-->1/2      1.06   0.27  35(66) 10(18)  7(13)  1( 1)  0( 0)   16       53
 45 1/3-->1/9        1.09   0.21  29(63) 12(26)  3( 6)  2( 4)  0( 0)   11       46
 46 1/10-->1/16      1.35   0.20  34(70)  7(14)  6(12)  1( 2)  0( 0)    8       48
 47 1/17-->1/23      1.54   0.27  46(69) 17(25)  2( 3)  1( 1)  0( 0)   11       66
 48 1/24-->1/30      0.82   0.21  49(77)  8(12)  6( 9)  0( 0)  0( 0)   14       63
 49 1/31-->2/6       0.79   0.18  44(80)  8(14)  3( 5)  0( 0)  0( 0)   23       55
 50 2/7-->2/13       0.67   0.18  37(67) 17(30)  1( 1)  0( 0)  0( 0)   21       55
 51 2/14-->2/20      0.92   0.31  38(61) 14(22) 10(16)  0( 0)  0( 0)   21       62
 52 2/21-->2/27      1.54   0.27  40(70) 12(21)  4( 7)  1( 1)  0( 0)   26       57
 53 2/28-->2/29      0.54   0.03   3(60)  0( 0)  2(40)  0( 0)  0( 0)    5        5
 ANNUAL TOTALS       4.49   1973(49)845(21)699(17)352( 8) 82( 2)  454     3951
 1953   1117    869    807    745   1075    827    765    703
 1954   1140    892    830    768   1046    798    736    674
 1955   1174    926    864    802   1079    831    769    707
 1956   1034    786    724    662   1030    784    724    665
 1957   1132    884    822    760   1026    778    716    654
 1958    993    745    683    621   1018    771    710    649
 1959   1018    770    708    647   1098    850    788    726
 1960   1013    765    703    641   1058    810    748    686
 1961   1038    790    728    666   1044    796    734    673
 1962   1041    793    732    672    989    741    680    620
 1963   1099    851    789    727   1015    767    705    643
 1964   1083    835    773    712    947    703    644    587
 1965   1048    800    738    676    957    709    649    590
 1966   1096    848    786    724    891    644    585    529
 1967    981    736    677    619    903    662    604    548
 1968   1054    806    744    682   1024    776    714    653
 1969   1110    862    800    738   1054    806    744    682
 1970   1088    840    778    716   1035    787    725    663
 1971   1004    757    697    637   1016    768    707    646
 1972   1059    811    750    690   1011    763    701    640
 1973   1107    859    797    735   1100    852    790    728
 1974   1119    871    809    747    946    698    637    577
 1975   1066    819    759    699   1060    812    750    688
 1976   1087    839    777    716    997    749    687    626
 1977   1147    899    837    775   1008    760    698    637
 1978   1079    831    769    707   1011    763    702    642
 1979   1018    770    708    646    999    751    690    630
 1980   1132    884    822    760   1084    836    774    712
 1981   1066    818    756    694    977    729    667    607
 1982   1066    818    756    694    971    723    662    603
 1983   1156    908    846    784   1169    921    859    797
 1984   1032    784    722    660   1065    817    756    697
 1985   1052    804    742    680    927    679    617    555
 1986   1130    882    820    758    920    676    616    556
 1987   1122    874    812    750   1003    755    693    631
 1988   1105    857    795    733   1100    852    792    732
 1989   1076    828    766    704   1017    769    707    646
 1990   1039    791    729    667   1043    795    733    671
 1991   1081    833    771    709   1055    807    745    683
 1992   1001    753    691    629    869    622    562    503
 1993   1063    815    753    691   1068    820    758    696
 1994   1024    776    714    652    993    745    684    624
 1995   1085    837    775    714   1148    900    838    776
 1996   1022    774    712    650   1004    756    694    632
 1997   1066    818    756    694   1005    757    695    634
 1998   1095    847    785    723   1084    836    774    712
 1999   1126    878    816    754    985    737    675    613
     ****************************  *************************** 
 MEAN 1073.4  825.4  763.6  702.0 1018.5  771.0  709.6  648.8
 STDV   46.2   46.1   45.9   45.6   61.8   61.2   60.6   59.7
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    666    447    397    350    478    301    266    234
 1952    796    572    521    472     81     55     49     43
 1953    815    598    548    502    601    423    383    343
 1954    869    637    582    531    495    315    278    242
 1955    847    622    569    519    399    259    227    198
 1956    766    550    501    456    684    472    424    380
 1957    698    474    423    378    365    221    189    158
 1958    781    550    498    447    553    371    330    290
 1959    753    533    483    434    352    201    170    142
 1960    813    584    533    483    382    257    231    207
 1961    723    510    461    415    372    249    220    193
 1962    692    486    441    399    500    332    293    256
 1963    807    571    515    461    809    576    521    468
 1964    767    546    494    444    126     82     72     62
 1965    722    504    452    405    502    319    282    248
 1966    672    451    404    361    356    238    212    187
 1967    702    491    444    401    196    126    111     99
 1968    734    499    444    395    481    313    275    240
 1969    806    572    517    467    309    207    185    165
 1970    762    538    486    437    486    293    252    213
 1971    879    644    591    539    656    447    398    351
 1972    808    582    527    473    309    194    168    147
 1973    800    562    506    450    639    415    370    327
 1974    641    441    396    355     87     52     45     38
 1975    663    453    404    358    345    237    212    188
 1976    750    518    466    418    284    188    169    152
 1977    824    584    525    470    443    254    216    183
 1978    877    649    596    543    413    257    221    186
 1979    760    543    495    451     66     42     37     33
 1980    801    576    523    472    384    247    219    192
 1981    764    538    485    434    346    211    183    159
 1982    725    504    454    405    355    224    197    173
 1983    817    596    545    496    442    260    227    197
 1984    721    510    461    415    407    255    223    191
 1985    763    545    495    446    466    276    237    199
 1986    872    636    578    521    467    281    239    200
 1987    743    504    452    404    120     77     68     59
 1988    829    595    540    488    315    186    156    128
 1989    666    453    404    358    293    188    168    149
 1990    843    611    556    503    331    206    179    155
 1991    786    576    526    477    289    184    161    140
 1992    692    474    426    378    278    172    149    130
 1993    597    382    335    291    423    251    216    182
 1994    755    530    478    428    507    309    266    227
 1995    697    479    429    384    465    289    252    218
 1996    684    455    406    361    501    319    278    239
 1997    773    535    479    429    412    278    247    218
 1998    883    646    588    532    474    285    247    211
 1999    697    485    437    391    337    216    189    164
     ****************************  *************************** 
 MEAN  761.4  537.8  486.3  437.6  395.8  253.5  222.8  194.2
 STDV   68.5   62.7   60.3   57.6  153.7  105.4   94.9   84.8
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1999 FOR STATION NUMBER 1354
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  51 -12  59 -17  75 -16  81  22  88  32  89  41  98  51 103  49 100  43  88  31  77  20  65   3
  2  59 -15  64 -22  75   1  86  19  89  31  85  44  96  50 101  53  96  45  93  29  76  12  67   1
  3  57 -15  67 -24  79 -12  80  12  87  29  92  46  98  49 105  50  97  40  87  30  77   7  64   0
  4  59 -15  55 -17  69 -11  80  17  88  27  92  43  97  45 104  49  95  38  90  33  76   5  65   1
  5  57 -19  56 -18  69 -14  79  20  90  32  95  40  98  46  99  49  98  39  93  27  65  15  71  -1
  6  56 -12  56 -15  71  -9  85  13  96  32  90  45 101  49  97  51  96  41  92  22  74  13  68  -4
  7  58 -14  61  -9  74  -3  81  21  89  30  92  50  98  49 100  51  95  38  85  22  75   2  60  -9
  8  58 -15  61 -12  75  -3  78  20  89  31  98  49  96  55 103  50  96  40  84  29  78  -6  63   0
  9  50 -16  59 -22  73   1  82  18  89  31  93  46  99  52  95  51  95  45  84  26  79  14  58  -7
 10  53 -24  60 -10  76   3  84  20  90  30  93  40 101  52 101  51  95  42  89  25  77  12  60  -4
 11  53 -16  67 -16  78   3  84  23  88  33  93  45 101  55  95  48  93  40  87  25  76   7  66  -9
 12  58 -25  69 -13  78  -7  83  18  92  36  94  46 103  54  97  45  93  41  89  29  70   9  62 -11
 13  59 -11  62  -8  73  -7  77  22  89  34  96  45 102  48  95  42  93  36  84  21  73   2  61 -12
 14  66 -16  70  -1  75   6  82  17  90  37  97  48 100  46  98  52  90  40  85  25  78   4  60  -9
 15  59 -20  67  -5  74   8  83  20  87  33  95  49  98  55 104  46  93  37  87  27  72   5  58 -16
 16  61 -21  62 -17  76   3  84  21  87  34  95  45  99  55 106  47  91  37  85  25  75   2  60 -14
 17  61 -13  65 -16  76   9  83  25  90  39  92  41 102  50 107  52  95  36  84  24  73   1  55  -8
 18  61 -15  66 -10  71   5  85  18  91  41 100  47 101  53 106  49  92  39  85  20  73  10  61 -13
 19  60 -21  65 -10  75   6  84  22  91  40  98  48 102  55 103  51  90  32  85  18  75  11  57 -19
 20  59 -21  65   0  74   9  88  26  89  35 100  48 102  53 102  45  90  33  85  18  67  14  57 -14
 21  64 -16  68  -7  75   6  89  27  90  39 100  44 102  54 102  46  89  32  85  24  68  14  58 -19
 22  64  -7  68 -11  83  10  89  27  91  34  95  50 105  55  97  51  90  31  81  22  70  11  59 -21
 23  57 -19  58  -6  80   3  81  24  91  36  92  51 101  54  96  46  82  30  83  21  69   8  61 -23
 24  59 -10  65  -2  81   4  89  21  90  37 101  48  96  56  96  48  91  31  83  23  66  10  59 -20
 25  63  -9  72  -5  79   5  89  32  91  37 104  48  98  58  99  45  86  33  81  25  66   5  57 -16
 26  48  -9  65 -12  85   2  89  34  92  36  99  48  99  50 102  49  90  33  83  24  72   3  54 -11
 27  57 -21  71  -8  80  19  89  32  90  38  97  47 101  54 100  46  89  36  79  21  72   9  56 -11
 28  53 -13  72 -15  80  12  88  31  89  40  99  50 106  54 102  42  98  30  80  20  69  -8  67 -12
 29  59 -18 *** ***  88   8  88  26  90  38  97  50  99  53 107  47  91  29  75  17  68  -7  65  -8
 30  58 -18 *** ***  82  11  88  31  91  42  99  54 103  48  97  48  90  32  78  21  70 -11  63 -12
 31  70 -20 *** ***  82  18 *** ***  88  42 *** *** 104  47  97  44 *** ***  80  21 *** ***  62 -12
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1999 FOR STATION NUMBER 1354
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.61  0.51  0.74  1.53  2.48  2.70  1.15  1.83  2.12  0.57  2.28  0.77
  2  1.06  0.51  0.86  2.08  1.06  2.83  1.35  2.53  0.70  0.90  1.48  0.61
  3  0.60  0.46  1.23  1.53  1.84  2.82  2.44  1.60  0.98  2.74  1.06  0.65
  4  1.09  0.38  1.62  0.98  1.10  1.48  4.37  2.55  1.29  2.74  0.69  0.65
  5  0.74  0.21  2.02  0.81  1.39  1.60  2.26  2.62  1.49  4.25  1.61  0.73
  6  1.05  0.79  0.95  0.95  1.93  1.18  0.94  2.23  1.65  0.81  0.60  1.19
  7  0.11  0.29  0.81  0.95  1.21  1.46  1.53  1.00  1.11  1.00  0.49  1.19
  8  0.31  0.25  1.04  1.52  2.00  1.40  4.26  4.49  0.90  1.40  0.28  2.32
  9  0.33  0.30  0.87  1.00  1.40  1.54  1.88  2.25  2.97  2.53  0.70  0.31
 10  0.29  0.67  0.42  0.55  1.82  1.26  1.33  2.20  1.10  2.17  1.98  0.31
 11  0.23  0.41  0.84  3.96  0.96  1.53  1.50  1.23  1.27  1.65  0.80  1.75
 12  1.35  0.40  0.63  1.00  0.90  2.03  1.41  1.20  1.78  0.65  1.14  0.85
 13  0.55  0.37  1.53  1.46  1.37  1.10  2.73  1.13  3.00  2.39  0.91  0.05
 14  0.67  0.73  0.65  1.23  1.38  1.81  2.06  1.36  2.19  2.52  0.76  1.22
 15  0.51  0.65  0.94  1.13  1.32  1.04  1.95  1.96  2.41  1.63  1.15  1.86
 16  0.88  0.47  0.73  0.95  1.56  1.32  2.80  1.95  1.12  1.45  1.94  0.20
 17  0.37  0.41  0.92  1.34  1.87  1.33  0.91  2.46  1.12  0.82  1.80  0.31
 18  1.54  0.72  0.67  0.69  1.15  1.03  1.30  1.32  1.30  0.95  0.76  0.23
 19  0.41  0.55  1.74  2.01  1.02  1.97  3.09  0.96  1.24  2.43  0.38  0.72
 20  0.42  0.92  1.00  2.80  0.91  2.57  3.10  2.45  1.30  2.12  0.83  1.03
 21  0.51  1.54  0.75  1.86  1.02  2.94  2.20  1.95  2.77  0.77  1.45  0.30
