 
 THIS IS FOR STATION NUMBER 6103 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        0.98   0.40  43(61) 10(14) 17(24)  0( 0)  0( 0)    7       70
  2 3/8-->3/14       1.31   0.49  49(63) 10(12) 15(19)  3( 3)  0( 0)    7       77
  3 3/15-->3/21      1.32   0.38  53(68)  9(11) 12(15)  3( 3)  0( 0)    9       77
  4 3/22-->3/28      2.06   0.56  46(58) 15(19) 10(12)  6( 7)  1( 1)    7       78
  5 3/29-->4/4       1.43   0.56  49(53) 23(25) 15(16)  4( 4)  0( 0)    4       91
  6 4/5-->4/11       2.00   0.50  59(64) 19(20)  8( 8)  4( 4)  1( 1)    0       91
  7 4/12-->4/18      1.47   0.76  49(49) 20(20) 23(23)  7( 7)  0( 0)    1       99
  8 4/19-->4/25      2.80   0.88  52(48) 26(24) 21(19)  6( 5)  2( 1)    0      107
  9 4/26-->5/2       2.74   0.91  52(47) 25(22) 21(19) 10( 9)  1( 0)    0      109
 10 5/3-->5/9        1.60   0.74  54(52) 19(18) 22(21)  8( 7)  0( 0)    0      103
 11 5/10-->5/16      1.94   0.91  63(52) 26(21) 23(19)  9( 7)  0( 0)    0      121
 12 5/17-->5/23      1.92   0.79  48(47) 26(25) 17(16) 10( 9)  0( 0)    0      101
 13 5/24-->5/30      3.00   1.29  69(52) 19(14) 23(17) 16(12)  5( 3)    0      132
 14 5/31-->6/6       2.96   0.73  47(52) 19(21) 16(17)  6( 6)  2( 2)    2       90
 15 6/7-->6/13       2.47   1.00  67(53) 26(20) 20(15) 11( 8)  2( 1)    1      126
 16 6/14-->6/20      5.06   1.33  54(45) 26(21) 20(16) 13(10)  7( 5)    1      120
 17 6/21-->6/27      3.70   1.17  41(38) 23(21) 25(23) 14(13)  3( 2)    0      106
 18 6/28-->7/4       2.21   0.83  44(48) 19(20) 14(15) 12(13)  2( 2)    4       91
 19 7/5-->7/11       3.28   1.05  34(40) 17(20) 16(18) 12(14)  6( 7)    8       85
 20 7/12-->7/18      2.98   0.95  44(47) 17(18) 17(18) 11(11)  3( 3)    8       92
 21 7/19-->7/25      3.14   1.11  52(50) 17(16) 16(15) 11(10)  7( 6)    7      103
 22 7/26-->8/1       3.56   0.92  51(52) 23(23) 12(12)  7( 7)  5( 5)    7       98
 23 8/2-->8/8        2.79   1.09  61(54) 15(13) 19(17) 11( 9)  5( 4)    8      111
 24 8/9-->8/15       3.05   0.71  44(57) 11(14) 10(12)  8(10)  4( 5)    7       77
 25 8/16-->8/22      6.65   0.97  40(45) 17(19) 21(24)  5( 5)  4( 4)    8       87
 26 8/23-->8/29      3.02   1.12  44(43) 19(18) 22(21) 11(10)  5( 4)   14      101
 27 8/30-->9/5       4.47   0.75  56(58) 14(14) 17(17)  8( 8)  1( 1)    4       96
 28 9/6-->9/12       2.79   0.66  49(56) 17(19) 13(15)  5( 5)  2( 2)    0       86
 29 9/13-->9/19      3.70   0.89  57(61) 10(10) 13(13)  9( 9)  4( 4)    0       93
 30 9/20-->9/26      2.07   0.82  58(53) 22(20) 20(18)  7( 6)  1( 0)    6      108
 31 9/27-->10/3      2.58   0.64  43(53) 12(14) 20(24)  4( 4)  2( 2)    5       81
 32 10/4-->10/10     1.63   0.57  51(58) 15(17) 17(19)  4( 4)  0( 0)    0       87
 33 10/11-->10/17    2.13   0.47  36(59)  9(14) 10(16)  5( 8)  1( 1)    0       61
 34 10/18-->10/24    2.30   0.44  40(58) 14(20) 10(14)  3( 4)  1( 1)    0       68
 35 10/25-->10/31    1.66   0.42  41(62) 10(15) 11(16)  4( 6)  0( 0)    0       66
 36 11/1-->11/7      1.95   0.34  39(63) 11(18)  8(13)  3( 4)  0( 0)    0       61
 37 11/8-->11/14     1.92   0.30  40(71)  7(12)  7(12)  2( 3)  0( 0)    0       56
 38 11/15-->11/21    1.76   0.49  34(52) 13(20) 10(15)  8(12)  0( 0)    1       65
 39 11/22-->11/28    1.38   0.35  44(63) 16(23)  8(11)  1( 1)  0( 0)    0       69
 40 11/29-->12/5     1.62   0.28  46(77)  3( 5)  7(11)  3( 5)  0( 0)    6       59
 41 12/6-->12/12     1.00   0.23  48(77)  7(11)  6( 9)  1( 1)  0( 0)    7       62
 42 12/13-->12/19    0.98   0.22  38(69) 13(23)  4( 7)  0( 0)  0( 0)    8       55
 43 12/20-->12/26    0.77   0.20  50(81)  7(11)  4( 6)  0( 0)  0( 0)    8       61
 44 12/27-->1/2      1.27   0.24  45(75)  8(13)  5( 8)  2( 3)  0( 0)    5       60
 45 1/3-->1/9        1.80   0.19  50(84)  5( 8)  3( 5)  1( 1)  0( 0)    2       59
 46 1/10-->1/16      0.94   0.18  48(84)  5( 8)  4( 7)  0( 0)  0( 0)    0       57
 47 1/17-->1/23      0.92   0.25  46(74)  7(11)  9(14)  0( 0)  0( 0)    3       62
 48 1/24-->1/30      0.94   0.23  50(76) 11(16)  4( 6)  0( 0)  0( 0)    1       65
 49 1/31-->2/6       0.80   0.15  40(83)  6(12)  2( 4)  0( 0)  0( 0)   12       48
 50 2/7-->2/13       0.92   0.13  36(81)  4( 9)  4( 9)  0( 0)  0( 0)   14       44
 51 2/14-->2/20      1.00   0.22  31(68)  6(13)  7(15)  1( 2)  0( 0)   14       45
 52 2/21-->2/27      0.91   0.19  40(74)  9(16)  5( 9)  0( 0)  0( 0)   15       54
 53 2/28-->2/29      0.16   0.01   8(**)  0( 0)  0( 0)  0( 0)  0( 0)    3        8
 ANNUAL TOTALS       6.65   2473(57)757(17)683(15)289( 6) 77( 1)  224     4279
 1954   1021    773    711    649    919    672    611    551
 1955   1110    862    800    738   1047    800    739    679
 1956    894    646    584    523    927    684    626    570
 1957   1094    846    784    722    942    694    632    572
 1958    913    665    604    544    964    720    660    604
 1959    966    718    656    597   1057    809    747    685
 1960    963    715    653    594    984    736    674    613
 1961    949    701    639    577    976    728    666    607
 1962    924    676    615    556    929    681    621    562
 1963    998    750    688    626    902    657    600    544
 1964   1056    808    746    685    876    639    583    529
 1965    968    720    658    596    883    638    578    520
 1966   1047    799    737    675    860    614    556    500
 1967    911    666    607    552    825    590    536    483
 1968    947    699    638    578    917    670    610    554
 1969    995    748    687    626    974    726    664    602
 1970    994    748    687    628    948    701    641    582
 1971    906    660    601    544    915    670    612    555
 1972    939    692    632    574    928    682    623    565
 1973   1018    770    708    646    996    748    686    625
 1974   1074    826    764    703    872    628    569    511
 1975   1027    780    719    661   1004    756    694    633
 1976   1042    794    732    672    950    702    642    584
 1977   1066    818    756    694    867    622    562    504
 1978    976    728    666    605    965    717    657    598
 1979    989    741    679    617    921    675    616    559
 1980   1039    791    729    668    967    719    657    595
 1981   1014    766    704    643    925    677    616    558
 1982   1027    779    717    655    907    662    604    549
 1983   1066    818    756    694   1046    798    736    675
 1984    965    718    657    596   1016    768    707    648
 1985    999    751    689    628    863    617    558    499
 1986   1059    811    749    688    848    607    548    490
 1987   1081    833    772    711    850    618    562    506
 1988   1042    794    733    673   1018    774    715    656
 1989   1006    758    696    634    909    661    601    541
 1990    922    674    612    551    915    667    606    545
 1991    942    694    633    572    904    656    595    536
 1992    763    517    457    400    744    506    452    401
 1993    902    654    592    530    886    638    576    518
 1994    859    611    549    488    802    556    498    443
 1995    960    713    653    593   1024    776    714    653
 1996    881    633    572    511    842    594    532    471
 1997    921    674    614    558    791    544    484    424
 1998    920    672    610    548    899    651    589    527
 1999   1015    767    705    643    841    594    533    472
     ****************************  *************************** 
 MEAN  980.3  732.6  671.2  610.8  916.3  670.8  611.0  552.8
 STDV   68.6   68.3   68.0   67.2   72.1   70.2   68.8   67.1
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    514    335    294    257      0      0      0      0
 1952    599    423    383    344     22     11      9      8
 1953    649    461    421    383    115     82     74     67
 1954    684    460    407    357    217    120     98     78
 1955    721    508    459    416    261    169    150    132
 1956    591    400    360    324    133     95     87     79
 1957    593    387    344    307    241    139    118     99
 1958    697    481    433    391      0      0      0      0
 1959    656    451    408    368    102     49     39     29
 1960    675    463    416    372    303    209    187    166
 1961    630    433    386    343    321    210    187    167
 1962    566    369    328    288    398    247    215    184
 1963    716    496    445    398    624    424    381    342
 1964    635    435    391    348    100     60     52     44
 1965    491    295    255    219    352    221    192    164
 1966    630    429    389    352    317    199    174    149
 1967    584    395    354    317      0      0      0      0
 1968    632    424    380    337     53     34     30     27
 1969    671    465    422    380    215    143    128    115
 1970    644    434    390    349    156    105     95     86
 1971    708    500    452    407    493    311    272    235
 1972    645    430    381    336    218    132    116    101
 1973    653    434    387    342    516    331    292    255
 1974    419    284    254    226      0      0      0      0
 1975    584    389    347    306    464    317    283    250
 1976    667    479    437    398    119     81     72     65
 1977    700    467    415    367    128     72     59     46
 1978    784    560    507    458    271    155    130    109
 1979    701    493    448    404    127     72     60     48
 1980    721    496    446    401    164    102     91     80
 1981    623    414    369    329      7      3      2      1
 1982    640    430    380    332    271    161    138    118
 1983    678    475    430    385    364    201    170    143
 1984    596    417    375    337      0      0      0      0
 1985    654    455    409    366    355    193    160    127
 1986    690    460    407    357    365    203    168    139
 1987    633    436    396    357     34     26     24     22
 1988    727    510    463    418     48     28     23     19
 1989    483    331    296    262      0      0      0      0
 1990    708    496    450    407    136     87     77     68
 1991    582    393    350    311     66     39     34     30
 1992    547    362    319    278    206    121    107     95
 1993    437    248    211    179     13      9      8      7
 1994    682    458    410    365    325    182    155    129
 1995    542    357    318    284    211    127    111     97
 1996    563    363    322    282     47     31     29     27
 1997    606    398    355    315    333    223    201    180
 1998    723    505    455    409    209    105     84     65
 1999    563    375    336    300     16      8      7      6
     ****************************  *************************** 
 MEAN  629.5  428.0  383.7  342.4  192.8  119.4  104.1   90.0
 STDV   77.4   63.5   59.9   56.4  158.7  101.6   89.7   78.8
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1999 FOR STATION NUMBER 6103
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  45 -24  50 -24  54 -27  73  11  87  26  91  38  98  46  99  50  94  40  90  28  72  15  62   0
  2  47 -21  51 -33  60  -9  81  15  91  26  90  38  96  49  98  51  92  39  91  22  75   6  66 -10
  3  46 -17  46 -33  65  -4  75   8  86  21  90  38  94  45  96  48  91  35  86  24  74  10  60 -14
  4  45 -18  52 -29  63  -9  75   7  89  28  95  38 100  48  94  48  94  38  92  25  73  -1  57 -11
  5  48 -23  52 -25  58 -19  72   7  87  29  93  38  98  45  98  43  93  38  93  18  68  -1  55 -11
  6  42 -27  49 -16  64 -13  83   6  86  25  93  39  96  49  96  45  93  38  92  27  71   6  59 -16
  7  42 -25  57 -18  72 -12  88  15  87  26  96  45  99  46  96  45  97  37  89  24  67  -5  48 -20
  8  50 -21  49 -24  64  -9  81   9  86  28 102  40 100  47  94  49  95  37  85  24  69  -4  45 -13
  9  48 -27  51 -23  62 -11  82   9  91  26  96  42  98  48  92  47  95  39  81  23  79   2  49 -18
 10  41 -28  55 -22  67  -5  85  16  92  26  94  40  98  47  92  45  92  39  82  24  71   9  55 -16
 11  46 -23  56 -21  60  -6  84  19  87  24  93  44  96  50  92  46  88  34  83  15  67  -5  53 -12
 12  47 -25  58 -21  63 -12  82  17  86  27  93  44  95  49  92  43  88  36  87  23  64   0  57 -15
 13  51 -18  57 -13  70  -9  78  16  88  27 100  38  98  47  97  41  90  31  90  26  66  -4  48 -20
 14  49 -23  55 -19  63  -9  84  22  89  28 100  45 101  50  95  41  90  34  87  27  74  -6  54 -17
 15  46 -29  52 -12  65  -9  81  19  89  29  96  38  94  48 100  45  94  35  88  26  69   3  53 -17
 16  54 -27  60 -22  71  -9  87  20  91  31  92  44  93  48 101  47  93  34  83  24  70   3  53 -16
 17  45 -22  65 -17  67  -3  86  19  93  34  91  41  95  52 101  47  93  35  83  15  65  -7  48 -19
 18  46 -32  62 -16  62  -2  92  18  91  35 100  47  97  53  98  44  92  37  81  20  65   1  53 -23
 19  46 -29  56 -20  68  -4  90  21  91  35  97  45  97  52  97  40  93  32  81  15  71   1  47 -27
 20  46 -26  59 -13  62  -7  88  25  91  32  98  42  98  44  95  42  89  30  82  16  64   6  50 -23
 21  46 -30  53 -15  63  -7  93  23  91  32 101  37  97  46  99  47  85  31  79  18  63  -6  49 -24
 22  46 -18  51  -9  66   3  92  24  91  29 100  41  96  46  95  45  82  26  78  19  69   0  44 -25
 23  52 -24  57 -11  69  -1  86  26  89  32  94  44  97  51  93  40  80  28  82  19  58   0  44 -25
 24  57 -20  57 -16  75  -9  84  24  87  35  98  45  93  50  91  43  85  28  80  18  55  -5  42 -27
 25  53 -16  55 -18  72   2  85  27  94  38  96  43  93  52  90  39  88  31  79  20  68  -7  41 -16
 26  42 -21  56 -16  73  -3  85  30  91  33  98  47  96  49  96  40  89  27  81  18  56 -14  47 -22
 27  39 -20  54 -13  75   0  88  28  92  37  96  45  94  48  95  44  87  33  80  17  61 -12  50 -20
 28  42 -22  51 -23  80   7  91  27  93  34  97  48  99  51  97  41  86  28  72  14  67  -8  53 -20
 29  40 -29 *** ***  83  -2  89  23  91  33  99  47  98  48  94  43  85  27  69  12  59  -6  45 -20
 30  48 -26 *** ***  81   0  86  25  90  39  96  48  99  45  93  45  89  29  74  15  64 -11  47 -20
 31  46 -22 *** ***  82   5 *** ***  91  37 *** *** 102  47  93  39 *** ***  77  16 *** ***  52 -23
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1999 FOR STATION NUMBER 6103
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.52  0.23  0.94  1.41  1.15  1.45  1.44  1.08  1.00  0.52  1.95  0.62
  2  0.36  0.80  0.71  1.43  0.78  0.85  1.70  1.86  1.58  1.00  1.75  0.33
  3  0.38  0.15  0.98  0.86  0.72  2.52  0.92  2.79  1.43  0.85  0.80  0.50
  4  1.80  0.44  0.73  0.89  1.19  1.12  0.70  2.00  1.82  1.63  0.35  1.07
  5  0.54  0.56  0.70  1.08  1.15  1.23  3.28  1.02  1.52  0.53  1.23  1.02
  6  0.32  0.31  0.69  1.21  1.00  2.96  3.08  1.80  0.79  0.71  0.27  0.31
  7  0.60  0.03  0.70  1.12  1.60  1.89  1.34  2.18  1.37  0.85  0.46  0.70
  8  0.20  0.40  0.88  0.42  1.03  2.26  2.77  2.32  2.79  1.39  0.34  0.53
  9  0.25  0.40  1.31  1.48  0.72  2.47  2.41  2.25  1.44  1.31  1.92  0.30
 10  0.21  0.58  0.22  2.00  1.94  1.17  1.12  1.66  1.00  0.87  1.73  0.15
 11  0.94  0.92  1.18  0.46  1.53  0.82  2.15  1.01  1.39  2.13  0.69  1.00
 12  0.36  0.53  0.94  0.93  1.89  1.40  1.32  0.65  2.70  0.47  0.92  0.81
 13  0.37  0.07  0.88  0.91  1.73  1.58  1.37  2.14  3.70  1.66  0.92  0.41
 14  0.55  0.03  1.10  1.24  1.71  1.04  1.77  2.00  1.37  0.71  0.22  0.98
 15  0.50  0.73  1.32  0.88  0.73  5.06  2.98  3.05  1.37  1.63  1.00  0.70
 16  0.75  0.37  0.64  1.47  1.12  2.31  0.32  2.32  0.62  1.06  1.23  0.40
 17  0.85  0.54  1.12  0.84  1.92  2.03  1.58  0.97  0.95  0.73  1.27  0.35
 18  0.71  0.88  0.82  1.24  1.73  2.58  2.12  0.65  2.23  0.64  0.64  0.28
 19  0.52  1.00  1.02  1.15  1.20  3.17  3.14  6.65  3.45  0.41  1.76  0.46
 20  0.11  0.64  0.65  2.80  0.95  2.25  2.35  1.19  0.95  1.21  1.07  0.71
 21  0.60  0.50  0.55  1.27  1.60  1.67  2.35  1.84  2.07  0.82  1.21  0.39
