 
 THIS IS FOR STATION NUMBER 1731 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        3.43   0.59  70(64) 22(20) 12(11)  3( 2)  1( 0)    0      108
  2 3/8-->3/14       1.63   0.58  54(56) 19(20) 15(15)  7( 7)  0( 0)    0       95
  3 3/15-->3/21      1.35   0.48  61(64) 19(20) 12(12)  2( 2)  0( 0)    0       94
  4 3/22-->3/28      1.76   0.57  83(69) 16(13) 16(13)  4( 3)  0( 0)    0      119
  5 3/29-->4/4       2.65   0.72  72(62) 21(18) 16(13)  6( 5)  1( 0)    1      116
  6 4/5-->4/11       1.58   0.68  68(60) 21(18) 16(14)  7( 6)  0( 0)    0      112
  7 4/12-->4/18      3.22   0.92  71(56) 22(17) 22(17)  9( 7)  2( 1)    0      126
  8 4/19-->4/25      3.75   1.11  76(55) 25(18) 23(16) 10( 7)  3( 2)    0      137
  9 4/26-->5/2       1.60   0.90  68(52) 29(22) 23(17) 10( 7)  0( 0)    0      130
 10 5/3-->5/9        2.38   0.95  85(62) 20(14) 18(13) 12( 8)  2( 1)    0      137
 11 5/10-->5/16      3.90   1.05  80(60) 17(12) 23(17) 10( 7)  3( 2)    0      133
 12 5/17-->5/23      3.30   0.95  72(56) 31(24) 14(10)  8( 6)  3( 2)    0      128
 13 5/24-->5/30      3.29   1.14  79(54) 29(20) 16(11) 19(13)  1( 0)    5      144
 14 5/31-->6/6       4.65   0.82  74(60) 19(15) 22(18)  6( 4)  1( 0)    2      122
 15 6/7-->6/13       3.00   1.26  76(55) 18(13) 23(16) 16(11)  4( 2)    0      137
 16 6/14-->6/20      2.68   1.01  54(51) 14(13) 17(16) 16(15)  3( 2)    0      104
 17 6/21-->6/27      2.42   0.86  60(54) 23(20) 16(14) 10( 9)  2( 1)    0      111
 18 6/28-->7/4       2.36   1.01  56(50) 18(16) 16(14) 19(17)  1( 0)    0      110
 19 7/5-->7/11       3.22   1.20  48(42) 27(24) 15(13) 19(16)  3( 2)    0      112
 20 7/12-->7/18      2.76   0.96  56(53) 16(15) 20(19) 11(10)  2( 1)    0      105
 21 7/19-->7/25      3.36   0.92  60(53) 20(17) 22(19)  8( 7)  3( 2)    0      113
 22 7/26-->8/1       2.05   0.82  54(52) 17(16) 19(18) 11(10)  1( 0)    0      102
 23 8/2-->8/8        4.90   1.08  64(52) 23(19) 21(17) 10( 8)  3( 2)    0      121
 24 8/9-->8/15       2.73   0.84  59(57) 19(18)  9( 8) 10( 9)  5( 4)    1      102
 25 8/16-->8/22      2.54   0.92  43(46) 17(18) 19(20) 12(12)  2( 2)    0       93
 26 8/23-->8/29      4.51   0.85  49(56) 13(15) 12(13)  6( 6)  6( 6)    0       86
 27 8/30-->9/5       5.64   0.98  52(54) 14(14) 16(16) 10(10)  3( 3)    0       95
 28 9/6-->9/12       2.25   0.72  55(58) 15(15) 16(17)  6( 6)  2( 2)    0       94
 29 9/13-->9/19      5.56   1.16  62(53) 20(17) 17(14) 13(11)  4( 3)    0      116
 30 9/20-->9/26      2.51   0.98  49(48) 16(15) 22(21) 12(11)  3( 2)    0      102
 31 9/27-->10/3      3.75   0.66  49(59) 10(12) 16(19)  6( 7)  2( 2)    0       83
 32 10/4-->10/10     3.25   0.87  54(55) 21(21)  9( 9)  8( 8)  5( 5)    0       97
 33 10/11-->10/17    2.32   0.67  50(58) 12(13) 14(16)  6( 6)  4( 4)    0       86
 34 10/18-->10/24    1.80   0.75  46(48) 19(20) 18(19) 11(11)  0( 0)    0       94
 35 10/25-->10/31    2.48   0.61  46(51) 22(24) 18(20)  3( 3)  1( 1)    0       90
 36 11/1-->11/7      1.76   0.55  72(68) 12(11) 14(13)  7( 6)  0( 0)    7      105
 37 11/8-->11/14     2.17   0.52  60(63) 13(13) 17(18)  3( 3)  1( 1)    7       94
 38 11/15-->11/21    2.20   0.65  50(54) 19(20) 17(18)  3( 3)  2( 2)    7       91
 39 11/22-->11/28    1.81   0.50  76(70) 16(14) 14(12)  2( 1)  0( 0)    7      108
 40 11/29-->12/5     1.67   0.49  77(73) 13(12)  9( 8)  6( 5)  0( 0)    2      105
 41 12/6-->12/12     1.45   0.45  66(70) 11(11) 12(12)  4( 4)  0( 0)    0       93
 42 12/13-->12/19    2.50   0.31  60(77) 10(12)  4( 5)  2( 2)  1( 1)    0       77
 43 12/20-->12/26    1.84   0.37  69(74) 12(12) 10(10)  2( 2)  0( 0)    1       93
 44 12/27-->1/2      1.03   0.37  70(71) 14(14) 13(13)  1( 1)  0( 0)    0       98
 45 1/3-->1/9        1.66   0.28  65(80)  8( 9)  6( 7)  2( 2)  0( 0)    0       81
 46 1/10-->1/16      2.15   0.27  81(89)  5( 5)  3( 3)  1( 1)  1( 1)    0       91
 47 1/17-->1/23      1.10   0.35  86(78) 16(14)  5( 4)  2( 1)  0( 0)    0      109
 48 1/24-->1/30      0.92   0.24  80(83) 11(11)  5( 5)  0( 0)  0( 0)    1       96
 49 1/31-->2/6       0.76   0.21  79(86)  9( 9)  3( 3)  0( 0)  0( 0)    0       91
 50 2/7-->2/13       1.00   0.20  70(85)  9(10)  2( 2)  1( 1)  0( 0)    0       82
 51 2/14-->2/20      1.69   0.37  71(74) 15(15)  8( 8)  1( 1)  0( 0)    0       95
 52 2/21-->2/27      2.35   0.44  60(64) 25(26)  6( 6)  1( 1)  1( 1)    0       93
 53 2/28-->2/29      0.56   0.03   7(77)  1(11)  1(11)  0( 0)  0( 0)    0        9
 ANNUAL TOTALS       5.64   3354(61)903(16)752(13)374( 6) 82( 1)   41     5465
 1954   1084    836    774    712    965    717    655    594
 1955   1139    891    829    767   1037    789    729    671
 1956   1006    758    696    634   1055    807    745    683
 1957   1105    857    795    733   1010    762    701    642
 1958    966    718    656    594    994    750    689    630
 1959   1010    762    701    640   1102    854    792    730
 1960   1023    775    713    651   1056    808    746    684
 1961   1026    778    716    654   1034    786    724    662
 1962   1018    770    708    649   1032    784    722    661
 1963   1060    812    750    688    976    728    667    608
 1964   1088    840    778    716    954    710    650    594
 1965   1013    765    703    641    967    719    658    598
 1966   1091    843    781    720    930    683    623    565
 1967    965    718    660    605    877    637    581    526
 1968   1036    789    728    667    992    744    684    627
 1969   1086    838    776    714    988    740    678    616
 1970   1026    778    718    659    989    741    679    618
 1971    969    724    666    608    941    695    635    581
 1972   1036    792    732    672   1000    754    695    637
 1973   1027    779    717    655   1026    778    716    654
 1974   1084    836    774    712    941    693    631    573
 1975   1050    802    741    681   1055    807    746    685
 1976   1071    823    761    700    950    703    643    585
 1977   1105    857    795    733    955    708    647    586
 1978   1053    805    743    681   1014    766    705    645
 1979   1039    791    730    669   1013    765    705    645
 1980   1119    871    809    747   1098    850    788    726
 1981   1051    803    742    681    999    751    689    629
 1982   1085    837    775    713    981    733    672    612
 1983   1137    889    827    765   1139    891    829    767
 1984   1009    762    701    640   1037    790    730    671
 1985   1051    803    741    679    949    701    640    579
 1986   1127    879    817    755    887    645    585    526
 1987   1131    883    821    759   1009    761    700    640
 1988   1100    852    791    730   1081    835    775    715
 1989   1074    826    764    702   1001    754    694    634
 1990   1029    781    719    657   1009    761    699    637
 1991   1050    802    740    679   1015    767    705    643
 1992    961    713    651    589    834    589    533    480
 1993   1037    789    727    665   1027    779    717    655
 1994    994    746    684    622    935    687    627    569
 1995   1058    810    749    689   1136    888    826    764
 1996    981    733    672    611    988    740    678    616
 1997   1034    786    725    666    947    699    638    577
 1998   1063    815    753    691   1053    805    743    681
 1999   1124    876    814    752    956    708    646    584
     ****************************  *************************** 
 MEAN 1050.7  802.9  741.4  680.2  995.5  748.4  687.5  627.8
 STDV   47.4   47.2   46.9   46.3   61.7   60.9   60.1   58.6
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    642    431    383    341    477    308    272    240
 1952    698    499    453    411     76     47     41     35
 1953    766    554    508    463    143    104     95     86
 1954    790    564    512    463    329    218    194    170
 1955    746    543    499    455    288    186    164    143
 1956    763    553    504    457    644    445    404    365
 1957    667    458    413    372    284    187    167    147
 1958    750    532    483    436      0      0      0      0
 1959    790    565    513    465    341    195    163    134
 1960    818    592    539    488    366    255    231    208
 1961    764    547    497    450    545    356    313    275
 1962    718    512    464    417    509    342    301    267
 1963    810    579    526    477    814    589    536    486
 1964    781    567    516    466    139     90     79     68
 1965    727    501    447    398    405    268    238    209
 1966    685    468    423    380    378    248    220    193
 1967    688    485    441    400    214    142    126    112
 1968    740    515    467    420    434    294    263    234
 1969    744    524    475    429    281    194    175    157
 1970    771    547    495    446    290    194    172    150
 1971    825    606    558    510    223    160    146    132
 1972    828    608    556    506    279    189    170    153
 1973    790    556    502    451    634    438    393    353
 1974    634    441    398    357      8      4      3      2
 1975    645    442    396    350    539    373    336    301
 1976    722    501    451    407    283    189    170    152
 1977    798    563    508    455    413    236    199    168
 1978    880    649    595    543    419    247    211    177
 1979    790    568    517    471    189    123    110     97
 1980    811    587    535    485    182    119    106     95
 1981    748    525    473    424    307    193    167    145
 1982    761    539    487    439    389    255    226    200
 1983    796    573    520    468    475    285    245    210
 1984    707    503    455    408      0      0      0      0
 1985    787    566    515    467    461    273    234    197
 1986    846    614    556    500    472    283    244    207
 1987    763    530    478    432     39     30     28     26
 1988    814    585    532    483    152     96     83     71
 1989    656    450    404    358     51     32     28     25
 1990    806    581    530    481    330    205    179    155
 1991    593    446    411    377      0      0      0      0
 1992    686    478    431    385    247    151    133    117
 1993    603    389    341    296    173    117    103     90
 1994    764    536    484    433    498    311    269    230
 1995    655    445    397    351    449    274    238    206
 1996    692    475    426    382    493    311    269    231
 1997    772    540    486    434    424    295    265    236
 1998    885    650    592    538    467    276    237    200
 1999    690    487    442    399    283    184    164    145
     ****************************  *************************** 
 MEAN  747.3  530.1  480.5  433.4  323.4  210.7  186.2  163.5
 STDV   68.2   58.4   55.6   52.8  184.5  123.9  110.9   98.9
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1999 FOR STATION NUMBER 1731
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  52 -19  56 -15  73 -17  82  22  90  30  95  39 102  48 105  50 101  39  90  28  78  20  64   6
  2  58 -20  59 -26  72   0  87  20  89  31  90  39  96  47 102  53 101  40  95  24  75  12  68   0
  3  58 -15  63 -30  77   1  82  15  89  30  96  41  96  47 103  49  99  40  92  27  78  10  67  -5
  4  60 -15  56 -23  70 -10  79  14  91  30  95  45  98  47 100  48  97  35  88  28  77   5  72  -5
  5  56 -21  56 -20  66 -15  79  24  89  33  98  42 100  43  95  48  98  40  90  29  69  12  65   5
  6  57 -16  54 -16  71 -16  83   8  85  30  92  46 100  45  95  48  98  41  96  29  72  15  65  -6
  7  55 -20  59 -10  75  -3  80  15  88  30  96  46  98  47  99  47  99  38  84  20  75   2  58 -14
  8  55 -16  61 -12  76  -5  79  19  91  33  97  45  98  53 103  47  99  39  84  21  78  -2  64  -4
  9  50 -17  55 -25  76  -2  81  15  92  32  95  42  96  49  95  45 100  42  85  27  78  11  56 -16
 10  55 -24  62 -13  75   1  84  17  88  30  95  41  99  49 100  47  94  39  90  24  70  14  60 -10
 11  53 -16  66 -14  76   6  82  24  90  33  97  38  96  50  98  47  93  36  90  21  76   8  62 -18
 12  59 -25  67 -16  78   1  87  21  94  32  97  42  99  52 101  45  94  31  88  26  70  10  64 -14
 13  62 -10  61  -9  74   6  76  22  90  32  99  44 100  52  95  43  94  35  90  25  76   3  62 -12
 14  60 -25  68   1  74   2  81  21  91  35 100  45 100  47 102  47  91  36  87  27  76   0  62 -12
 15  59 -22  64  -8  74   7  85  25  88  32  97  47 103  49 104  48  97  38  90  23  72   2  58 -19
 16  56 -21  61 -15  72   1  88  25  89  34  97  40  98  50 105  48  93  37  86  22  75   9  58 -20
 17  55 -20  65 -17  76  10  86  23  89  33  98  41 101  50 105  48  95  40  88  23  74  -2  52  -8
 18  58 -21  64 -10  70   9  87  23  91  39  95  44  99  53 103  46  96  37  88  19  75   8  57 -19
 19  60 -21  63 -11  76   8  85  23  92  37  97  42  99  55 101  50  92  32  87  15  70  12  59 -21
 20  52 -22  64 -12  72   5  91  26  91  35 101  48 102  51 103  46  92  28  87  22  66  13  58 -11
 21  65 -22  61  -9  78   0  88  27  91  37 101  42 102  47  98  49  89  35  85  15  66   3  59 -21
 22  62 -16  67  -8  79  11  91  23  92  35  97  47 105  49  98  50  92  29  86  20  65   6  58 -20
 23  58 -20  58 -10  78   5  86  25  90  32  96  48  98  52  96  45  84  31  87  23  68   5  59 -24
 24  62 -12  68 -10  82   2  86  17  90  38 100  47 100  53  98  44  90  33  83  20  65   7  57 -20
 25  62 -11  63 -11  74   1  90  30  93  36 102  44  99  53  96  41  88  37  82  23  64   4  55 -15
 26  50 -12  64 -11  83   2  89  33  94  37  95  46 101  49  98  44  90  30  85  19  68  -6  54 -20
 27  56 -22  70  -3  78   9  88  30  92  35  96  47 102  49 101  47  91  35  77  19  69   5  57 -16
 28  49 -25  61  -8  82  11  90  32  92  37  97  47 104  53 100  39  98  32  75  20  63  -4  67 -10
 29  55 -21 *** ***  88  10  90  22  90  33  98  50 103  47  97  44  97  27  78  10  68  -8  66  -6
 30  57 -15 *** ***  82  11  88  31  92  40 100  51 103  45  99  46  92  29  78  18  67  -2  59  -9
 31  68 -23 *** ***  82  11 *** ***  94  42 *** *** 106  45 101  41 *** ***  83  20 *** ***  62 -18
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1999 FOR STATION NUMBER 1731
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  1.03  0.37  0.52  1.55  1.20  1.28  1.02  1.90  1.65  0.95  1.76  1.39
  2  0.55  0.68  0.96  1.43  1.00  4.65  1.96  0.72  1.85  0.92  1.06  1.67
  3  1.50  0.25  1.18  1.40  1.66  0.73  1.84  1.30  1.65  0.77  0.50  1.10
  4  0.65  0.76  3.43  0.56  2.38  0.88  1.35  1.85  1.80  1.87  1.17  0.90
  5  1.66  0.50  1.67  1.20  1.28  1.77  3.22  2.73  1.51  2.35  0.55  1.19
  6  0.69  0.30  0.86  0.69  1.36  1.17  3.02  2.94  2.25  3.25  0.65  0.83
  7  0.13  0.18  0.66  0.55  1.31  1.91  2.69  1.33  1.58  1.33  0.35  1.20
  8  0.24  0.35  1.11  0.74  2.05  2.26  1.36  4.90  1.83  1.85  0.45  1.45
  9  0.32  0.60  0.57  1.22  1.10  1.62  1.81  2.73  2.15  2.29  0.76  0.93
 10  0.32  1.00  1.17  1.27  3.90  1.50  1.22  2.44  1.20  1.75  1.35  0.58
 11  0.18  0.97  1.21  1.58  1.95  1.60  1.74  1.31  0.80  1.25  0.89  1.35
 12  2.15  0.25  1.63  3.22  2.93  3.00  0.71  2.35  0.78  2.11  1.07  0.62
 13  0.86  0.32  0.85  1.30  1.38  2.05  1.01  1.28  5.56  1.54  2.17  0.47
 14  0.22  0.34  0.55  2.02  0.98  1.82  2.67  2.15  2.97  2.05  0.61  1.23
 15  0.84  0.63  1.26  1.26  0.71  1.77  1.45  1.23  2.25  2.32  0.93  2.50
 16  0.85  0.71  0.58  1.15  1.22  0.99  0.88  2.54  1.20  1.05  2.10  0.27
 17  0.25  0.98  0.95  1.11  3.30  1.02  1.17  1.58  1.82  2.10  2.20  0.28
 18  0.65  0.70  0.93  1.92  1.22  1.10  2.76  1.62  1.82  1.76  1.23  0.95
 19  0.86  0.50  1.35  0.95  1.15  2.16  2.03  1.65  3.23  1.12  0.38  0.72
 20  0.37  1.69  0.80  2.35  1.56  2.68  0.75  1.60  2.51  1.31  1.95  1.10
 21  1.10  2.35  0.65  2.09  1.20  1.58  1.05  1.44  1.70  0.86  0.81  0.40
