 
 THIS IS FOR STATION NUMBER 9132 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.30   0.40  54(66) 17(20)  6( 7)  4( 4)  0( 0)   28       81
  2 3/8-->3/14       2.26   0.49  42(58) 14(19) 12(16)  3( 4)  1( 1)   28       72
  3 3/15-->3/21      1.40   0.31  40(63) 13(20)  9(14)  1( 1)  0( 0)   28       63
  4 3/22-->3/28      1.55   0.43  47(64) 12(16) 10(13)  4( 5)  0( 0)   28       73
  5 3/29-->4/4       1.80   0.65  53(56) 22(23) 12(12)  7( 7)  0( 0)   28       94
  6 4/5-->4/11       1.83   0.53  42(57) 12(16) 13(17)  6( 8)  0( 0)   28       73
  7 4/12-->4/18      3.44   0.78  54(50) 27(25) 21(19)  2( 1)  2( 1)   28      106
  8 4/19-->4/25      2.16   0.83  52(49) 26(24) 19(17)  7( 6)  2( 1)   24      106
  9 4/26-->5/2       3.22   0.94  57(51) 25(22) 16(14) 12(10)  1( 0)   21      111
 10 5/3-->5/9        1.60   0.86  60(54) 19(17) 21(19) 10( 9)  0( 0)   19      110
 11 5/10-->5/16      3.15   0.84  52(50) 18(17) 26(25)  7( 6)  1( 0)   13      104
 12 5/17-->5/23      1.74   0.87  53(45) 34(29) 22(18)  7( 6)  0( 0)    7      116
 13 5/24-->5/30      2.65   1.14  52(42) 29(23) 27(22) 11( 9)  3( 2)    7      122
 14 5/31-->6/6       2.16   0.81  57(54) 19(18) 21(20)  7( 6)  1( 0)    8      105
 15 6/7-->6/13       4.55   1.25  61(51) 21(17) 17(14) 15(12)  4( 3)    7      118
 16 6/14-->6/20      2.46   1.06  51(48) 18(17) 19(18) 15(14)  2( 1)    7      105
 17 6/21-->6/27      5.25   1.01  45(46) 22(22) 18(18)  8( 8)  4( 4)    7       97
 18 6/28-->7/4       3.96   1.11  47(48) 15(15) 17(17) 12(12)  5( 5)    7       96
 19 7/5-->7/11       2.79   0.96  39(42) 16(17) 21(23) 13(14)  2( 2)    7       91
 20 7/12-->7/18      3.35   1.00  47(46) 16(15) 27(26)  8( 7)  3( 2)    0      101
 21 7/19-->7/25      2.27   0.66  55(59) 16(17) 16(17)  5( 5)  1( 1)    1       93
 22 7/26-->8/1       2.28   0.82  43(45) 22(23) 17(18) 11(11)  1( 1)    4       94
 23 8/2-->8/8        3.48   0.97  55(52) 24(22) 12(11)  8( 7)  6( 5)    3      105
 24 8/9-->8/15       3.92   0.84  50(51) 25(25) 12(12)  7( 7)  3( 3)    0       97
 25 8/16-->8/22      2.86   0.77  43(48) 21(23) 15(17)  5( 5)  4( 4)    0       88
 26 8/23-->8/29      4.70   1.04  46(51) 15(16) 13(14) 10(11)  6( 6)    0       90
 27 8/30-->9/5       2.46   0.89  44(46) 18(18) 20(21) 12(12)  1( 1)   10       95
 28 9/6-->9/12       4.31   0.84  37(45) 19(23) 13(16)  7( 8)  5( 6)   14       81
 29 9/13-->9/19      4.99   0.91  41(44) 23(25) 16(17)  9( 9)  3( 3)   14       92
 30 9/20-->9/26      1.91   0.74  52(55) 15(16) 14(15) 12(12)  0( 0)   14       93
 31 9/27-->10/3      1.78   0.52  36(50) 16(22) 16(22)  3( 4)  0( 0)   11       71
 32 10/4-->10/10     1.73   0.56  38(51) 18(24) 13(17)  5( 6)  0( 0)    8       74
 33 10/11-->10/17    2.43   0.43  31(52) 15(25)  6(10)  6(10)  1( 1)    7       59
 34 10/18-->10/24    3.08   0.64  33(47) 17(24) 11(15)  7(10)  1( 1)    7       69
 35 10/25-->10/31    2.77   0.48  36(54) 12(18) 14(21)  3( 4)  1( 1)    7       66
 36 11/1-->11/7      1.54   0.55  40(54) 14(18) 12(16)  8(10)  0( 0)    7       74
 37 11/8-->11/14     1.72   0.39  44(64) 12(17)  8(11)  4( 5)  0( 0)    7       68
 38 11/15-->11/21    3.22   0.51  41(60) 11(16) 10(14)  5( 7)  1( 1)    7       68
 39 11/22-->11/28    1.16   0.29  42(72)  3( 5) 11(18)  2( 3)  0( 0)    8       58
 40 11/29-->12/5     1.24   0.27  42(71)  8(13)  7(11)  2( 3)  0( 0)   12       59
 41 12/6-->12/12     1.12   0.22  46(77)  7(11)  5( 8)  1( 1)  0( 0)   16       59
 42 12/13-->12/19    0.94   0.22  39(76)  5( 9)  7(13)  0( 0)  0( 0)   16       51
 43 12/20-->12/26    1.21   0.17  36(76)  8(17)  2( 4)  1( 2)  0( 0)   16       47
 44 12/27-->1/2      1.55   0.22  39(73)  9(16)  4( 7)  1( 1)  0( 0)   16       53
 45 1/3-->1/9        1.12   0.18  37(77)  6(12)  3( 6)  2( 4)  0( 0)   14       48
 46 1/10-->1/16      2.96   0.22  35(77)  4( 8)  4( 8)  1( 2)  1( 2)   14       45
 47 1/17-->1/23      0.56   0.19  50(78) 11(17)  3( 4)  0( 0)  0( 0)   15       64
 48 1/24-->1/30      1.53   0.20  50(84)  4( 6)  4( 6)  1( 1)  0( 0)   14       59
 49 1/31-->2/6       1.59   0.19  42(79)  9(16)  1( 1)  1( 1)  0( 0)   22       53
 50 2/7-->2/13       0.43   0.16  45(81) 10(18)  0( 0)  0( 0)  0( 0)   21       55
 51 2/14-->2/20      1.58   0.32  42(66) 10(15) 10(15)  1( 1)  0( 0)   22       63
 52 2/21-->2/27      1.34   0.29  50(79)  6( 9)  4( 6)  3( 4)  0( 0)   21       63
 53 2/28-->2/29      0.53   0.03   8(80)  1(10)  1(10)  0( 0)  0( 0)    4       10
 ANNUAL TOTALS       5.25   2373(56)809(19)658(15)302( 7) 66( 1)  682     4208
 1954   1105    857    795    733   1013    765    703    642
 1955   1146    898    836    774   1045    797    737    680
 1956   1007    759    697    636   1012    766    709    652
 1957   1118    870    808    747   1026    782    722    664
 1958    941    693    631    569    986    742    681    623
 1959    983    735    673    613   1099    851    789    728
 1960    992    746    685    625   1025    777    715    653
 1961   1003    755    693    631    959    712    652    593
 1962    982    738    679    620    987    742    683    624
 1963   1067    819    757    695    965    718    658    599
 1964   1081    833    771    709    877    637    580    525
 1965   1020    772    710    650    944    697    637    579
 1966   1086    838    776    715    884    639    580    524
 1967    932    691    636    581    912    680    626    572
 1968   1014    767    706    646    973    728    668    610
 1969   1054    806    744    682    980    732    670    610
 1970    999    754    695    639    982    735    675    616
 1971    931    692    634    578    943    698    638    580
 1972    996    752    693    635    966    719    659    599
 1973   1011    763    701    639   1034    786    724    663
 1974   1082    834    772    710    855    612    557    503
 1975   1006    760    700    642    999    751    690    630
 1976    995    748    688    629    923    680    623    567
 1977   1045    797    735    676    926    678    618    559
 1978   1016    768    706    644    973    731    672    614
 1979    981    733    672    612    987    739    677    617
 1980   1108    860    798    736   1028    780    718    656
 1981   1008    761    700    639    939    694    636    578
 1982   1044    796    734    672    974    726    665    605
 1983   1126    878    816    754   1145    897    835    773
 1984   1042    794    732    671   1077    830    769    708
 1985   1033    785    724    663    941    693    632    573
 1986   1110    862    800    738    907    664    605    547
 1987   1099    851    789    727    934    686    624    564
 1988   1070    822    760    699   1081    836    777    718
 1989   1048    800    738    676    996    749    689    630
 1990   1030    782    720    658   1022    774    712    652
 1991   1021    774    713    652    999    751    690    629
 1992    936    688    627    566    834    593    536    482
 1993   1025    777    715    653   1017    769    707    646
 1994   1003    755    693    631    947    702    643    586
 1995   1048    800    739    678   1112    864    802    740
 1996    985    737    676    615    963    715    653    591
 1997   1021    773    711    650    916    668    607    550
 1998   1049    801    739    677   1020    772    710    648
 1999   1095    847    785    723    934    686    624    564
     ****************************  *************************** 
 MEAN 1033.7  786.4  725.1  664.4  980.9  734.8  674.6  615.6
 STDV   51.4   50.5   49.8   48.9   63.2   61.8   60.8   59.3
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    617    419    377    337      0      0      0      0
 1952    808    588    537    489     76     52     46     40
 1953    795    580    533    489    585    419    382    346
 1954    815    591    538    487    323    212    187    164
 1955    794    585    537    492    286    193    172    151
 1956    724    522    477    434    163    119    109    100
 1957    629    420    377    337    273    166    142    120
 1958    766    541    491    445      0      0      0      0
 1959    706    499    451    406    137     74     61     50
 1960    756    540    490    442    318    218    196    174
 1961    626    430    385    342      0      0      0      0
 1962    458    323    293    265      0      0      0      0
 1963    758    528    475    426    719    513    464    419
 1964    710    495    445    396    121     78     68     59
 1965    641    428    381    336    409    268    238    209
 1966    644    442    398    359    374    249    220    191
 1967    622    428    385    346      0      0      0      0
 1968    679    468    419    374     63     43     38     33
 1969    721    500    453    408    240    162    144    128
 1970    704    492    443    396    178    122    109     98
 1971    756    556    507    460    577    391    348    307
 1972    763    543    490    440    254    164    146    130
 1973    706    478    427    378    576    381    338    295
 1974    390    265    238    213      0      0      0      0
 1975    566    377    335    297      9      5      4      3
 1976    628    437    397    361    109     76     71     66
 1977    735    504    451    399    159     89     74     60
 1978    836    612    560    509     84     50     42     35
 1979    769    559    514    472     74     50     44     39
 1980    696    480    431    384     42     25     21     17
 1981    744    526    476    431     14      8      7      6
 1982    751    536    485    436    344    221    196    173
 1983    777    557    505    456    439    257    221    188
 1984    745    536    486    438    488    299    258    218
 1985    757    544    494    447      0      0      0      0
 1986    841    609    552    497    191    108     91     77
 1987    729    502    454    408     39     30     28     26
 1988    800    574    522    473     55     32     27     23
 1989    660    464    419    375     55     39     35     31
 1990    835    615    564    514    307    200    177    158
 1991    770    564    516    469    227    151    135    119
 1992    694    487    439    391    276    176    153    134
 1993    596    385    339    297    193    136    122    108
 1994    768    548    498    449    426    270    234    200
 1995    506    356    322    291      0      0      0      0
 1996    657    443    397    353    502    324    284    245
 1997    733    514    466    419    412    288    260    232
 1998    855    624    569    515    453    283    248    214
 1999    640    445    404    366     35     23     20     17
     ****************************  *************************** 
 MEAN  708.0  499.4  452.2  407.3  216.6  142.3  125.9  110.5
 STDV   96.5   78.7   73.9   69.0  195.6  131.4  117.3  103.9
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1999 FOR STATION NUMBER 9132
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  56 -16  58 -23  76 -35  84  18  89  26  90  36  99  48 100  52  97  35  91  28  77  18  64  -1
  2  56 -15  67 -27  74 -12  86  10  90  25  88  41  96  50  99  51  96  38  93  22  78   7  65  -3
  3  56 -15  59 -31  79   0  82  10  91  27  94  34  99  45 101  48  92  37  90  27  76   7  63  -8
  4  51 -19  56 -22  70 -16  80  11  90  29  92  40 101  45 103  41  94  36  93  24  73   0  64  -1
  5  64 -20  55 -25  66 -27  84  19  88  32  92  43 103  41  98  42  93  35  93  26  68  10  66  -5
  6  54 -23  61 -19  72 -18  86   9  87  29 103  41 103  44  98  49  96  36  92  20  75  10  65  -8
  7  47 -21  62 -17  72  -7  80  14  92  26  93  44 104  48  99  45  98  36  88  23  74  -8  60 -12
  8  55 -17  63 -31  72  -5  79  18  89  29  99  44  95  53  97  46  96  40  84  20  74  -7  55 -12
  9  52 -19  60 -29  78  -5  77  16  89  29  97  42  97  49  96  45 100  39  82  21  80  13  57 -17
 10  47 -25  60 -17  73  -2  86  19  86  24  91  40  98  47  98  46  93  37  88  19  75  10  60 -11
 11  53 -20  67 -19  82  -2  85  19  90  30 101  41 101  50  95  43  92  34  85  18  73   8  63 -10
 12  57 -28  70 -21  75 -11  84  18  94  29  95  43 102  51  99  45  92  31  88  24  70  -6  65 -14
 13  61 -27  65 -15  74 -11  79  18  90  29  95  41 102  47  99  40  91  36  88  25  70  -3  54 -17
 14  58 -30  68 -11  69  -8  85  20  91  32  96  47 103  46 103  45  94  34  88  23  80  -2  59 -18
 15  56 -20  64 -10  77  -2  83  21  88  32  93  42 102  46 105  44  97  37  87  25  72   4  56 -17
 16  59 -22  66 -23  76   3  88  21  86  30  93  43  99  49 106  50  96  34  85  22  75   2  57 -17
 17  58 -21  69 -31  73   5  88  23  88  36  96  44 100  47 103  46  95  33  84  17  72  -3  57 -10
 18  63 -21  67 -17  69   3  92  20  90  36  98  45 100  53 103  45  95  34  86  23  74   7  61 -18
 19  56 -27  62 -15  71   4  90  19  89  37  98  47 101  50 100  46  92  30  81  13  75  11  65 -15
 20  58 -23  64 -13  78   6  88  23  91  31 101  44 104  50  98  43  89  28  86  16  65   8  57 -15
 21  60 -31  66  -7  72  -2  91  18  89  34 101  40 101  45  98  46  90  31  85  23  72   1  55 -21
 22  57  -9  65  -8  83  10  92  23  89  31  98  43 106  49  99  50  88  27  80  14  70   2  57 -24
 23  59 -22  61 -17  81   0  87  17  90  29  94  44  99  49  98  45  84  30  82  15  66   4  64 -25
 24  64 -16  64 -11  82   3  89  15  95  36 101  44  94  49  99  45  89  31  81  18  62   2  53 -18
 25  59 -12  70 -10  79   2  89  27  97  33  99  45  95  50  99  40  88  31  79  20  70  -4  55 -17
 26  51 -18  67 -27  85  -1  91  31  92  34  97  49 103  46 104  45  90  29  84  19  71   0  56 -21
 27  57 -23  68 -11  80   1  89  29  89  35  96  45 102  45 102  43  92  30  80  12  68   3  55  -9
 28  46 -20  71 -21  82   5  90  27  92  35  98  51 103  51 102  38 100  28  82  12  68  -8  68 -11
 29  59 -24 *** ***  89   5  89  18  92  38  97  47 101  46 100  45  98  27  78  15  62  -5  64  -6
 30  57 -19 *** ***  83   7  88  29  91  39  99  47 104  41  98  46  92  26  79  17  70  -8  60 -16
 31  65 -24 *** ***  83  14 *** ***  90  37 *** *** 104  42  95  39 *** ***  83  18 *** ***  60 -19
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1999 FOR STATION NUMBER 9132
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.72  1.59  1.01  0.99  1.80  2.16  1.92  2.28  1.35  0.34  1.48  1.20
  2  0.70  0.40  1.30  0.87  1.33  0.91  2.32  1.02  1.05  0.52  1.41  0.20
  3  1.12  0.35  0.58  1.40  1.09  1.44  1.70  0.97  1.82  0.77  0.30  1.24
  4  0.67  0.68  0.60  0.75  1.00  1.11  2.82  1.31  1.55  0.70  1.54  0.61
  5  0.70  0.38  0.52  1.83  1.20  1.65  1.56  2.96  1.46  1.63  0.52  0.77
  6  0.26  0.35  1.00  1.24  0.95  1.80  1.74  2.35  1.54  0.78  0.95  0.67
  7  0.09  0.19  0.31  0.46  1.60  1.66  2.79  1.63  1.32  1.02  0.28  0.82
  8  0.08  0.15  2.26  1.27  1.54  4.06  0.51  3.48  2.12  0.91  0.55  1.12
  9  0.26  0.38  0.95  1.22  0.95  4.55  1.43  0.95  2.08  1.73  1.72  0.29
 10  0.23  0.40  0.84  0.89  3.15  1.70  1.38  0.65  2.30  1.28  0.96  0.77
 11  0.73  0.43  0.70  1.13  1.33  1.95  2.32  2.00  2.05  2.43  0.80  0.33
 12  2.96  0.16  1.03  1.37  0.57  2.00  0.95  3.27  4.31  1.44  1.22  0.80
 13  0.79  0.40  1.51  0.85  1.15  2.89  2.92  1.33  1.15  1.26  1.35  0.25
 14  0.40  0.43  1.55  0.95  0.87  1.86  3.35  1.10  1.40  1.30  0.60  0.84
 15  0.56  0.91  0.26  1.24  1.15  1.83  1.65  3.92  4.99  0.71  0.44  0.61
 16  1.05  0.53  0.32  0.91  1.10  2.36  1.41  2.86  1.15  1.05  1.42  0.50
 17  0.15  0.66  1.40  0.68  1.44  2.46  3.21  1.50  2.20  0.41  3.22  0.68
 18  0.54  1.58  0.71  3.44  0.91  1.25  1.65  1.23  1.91  0.87  0.81  0.94
 19  0.51  0.38  0.77  1.65  0.60  1.55  2.27  2.63  2.12  0.61  0.75  0.42
 20  0.30  0.75  0.68  1.16  0.85  1.59  1.32  2.05  1.68  1.92  1.65  0.40
 21  0.56  0.85  0.59  1.49  1.74  5.25  0.95  0.55  1.81  0.73  0.81  0.31
