 
 THIS IS FOR STATION NUMBER 6200 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.05   0.40  58(67) 12(13) 15(17)  1( 1)  0( 0)    7       86
  2 3/8-->3/14       1.40   0.46  56(65) 14(16) 13(15)  3( 3)  0( 0)    7       86
  3 3/15-->3/21      0.63   0.36  53(63) 20(24) 10(12)  0( 0)  0( 0)    7       83
  4 3/22-->3/28      1.31   0.47  45(55) 19(23) 16(19)  1( 1)  0( 0)    9       81
  5 3/29-->4/4       2.01   0.66  53(51) 23(22) 23(22)  2( 1)  1( 0)   12      102
  6 4/5-->4/11       1.80   0.48  58(63) 19(20) 12(13)  3( 3)  0( 0)   17       92
  7 4/12-->4/18      2.38   0.87  57(51) 21(19) 22(20)  7( 6)  3( 2)   14      110
  8 4/19-->4/25      2.23   0.86  58(49) 30(25) 23(19)  6( 5)  1( 0)   14      118
  9 4/26-->5/2       2.01   0.90  69(53) 30(23) 18(14) 10( 7)  1( 0)   12      128
 10 5/3-->5/9        3.10   0.96  74(56) 28(21) 15(11) 12( 9)  1( 0)    7      130
 11 5/10-->5/16      4.38   0.98  71(56) 24(19) 20(15)  9( 7)  2( 1)    7      126
 12 5/17-->5/23      2.10   0.80  64(53) 29(24) 20(16)  6( 5)  1( 0)    7      120
 13 5/24-->5/30      1.97   0.95  84(59) 26(18) 20(14) 11( 7)  0( 0)    7      141
 14 5/31-->6/6       3.11   0.77  59(54) 22(20) 20(18)  5( 4)  2( 1)   13      108
 15 6/7-->6/13       3.52   1.23  56(45) 21(17) 27(22) 15(12)  3( 2)   15      122
 16 6/14-->6/20      2.82   1.00  57(47) 29(23) 25(20)  9( 7)  1( 0)   14      121
 17 6/21-->6/27      2.90   1.17  58(49) 22(18) 16(13) 18(15)  4( 3)   14      118
 18 6/28-->7/4       2.20   0.90  65(58) 17(15) 13(11) 14(12)  2( 1)   14      111
 19 7/5-->7/11       3.60   1.03  50(47) 14(13) 27(25) 11(10)  3( 2)   14      105
 20 7/12-->7/18      1.96   0.93  46(45) 15(14) 29(28) 11(10)  0( 0)   14      101
 21 7/19-->7/25      4.63   0.86  56(53) 19(18) 19(18)  8( 7)  2( 1)   14      104
 22 7/26-->8/1       3.30   0.98  46(48) 17(17) 19(20)  8( 8)  5( 5)   12       95
 23 8/2-->8/8        2.56   1.07  61(50) 24(20) 18(15) 14(11)  3( 2)    0      120
 24 8/9-->8/15       2.64   0.66  46(57) 13(16) 11(13)  8(10)  2( 2)    0       80
 25 8/16-->8/22      4.44   1.12  56(50) 16(14) 21(18) 16(14)  3( 2)    0      112
 26 8/23-->8/29      3.34   1.13  40(41) 19(19) 19(19) 12(12)  7( 7)    0       97
 27 8/30-->9/5       6.38   0.87  38(45) 19(22) 16(19)  8( 9)  3( 3)   10       84
 28 9/6-->9/12       7.19   0.66  45(59) 14(18)  9(11)  7( 9)  1( 1)   14       76
 29 9/13-->9/19      2.56   0.82  44(46) 22(23) 19(20)  8( 8)  2( 2)   14       95
 30 9/20-->9/26      3.22   0.98  55(49) 22(19) 20(18) 13(11)  1( 0)   14      111
 31 9/27-->10/3      3.35   0.55  44(54) 18(22) 14(17)  4( 4)  1( 1)   11       81
 32 10/4-->10/10     1.79   0.60  51(59) 14(16) 12(13)  9(10)  0( 0)    7       86
 33 10/11-->10/17    2.26   0.54  49(59) 17(20) 12(14)  4( 4)  1( 1)    7       83
 34 10/18-->10/24    1.80   0.54  52(57) 21(23) 11(12)  6( 6)  0( 0)    7       90
 35 10/25-->10/31    1.94   0.52  38(48) 23(29) 13(16)  5( 6)  0( 0)    7       79
 36 11/1-->11/7      1.62   0.49  52(65) 12(15)  7( 8)  8(10)  0( 0)    0       79
 37 11/8-->11/14     1.89   0.36  58(69) 12(14) 11(13)  2( 2)  0( 0)    0       83
 38 11/15-->11/21    2.10   0.53  49(59) 15(18) 12(14)  5( 6)  1( 1)    1       82
 39 11/22-->11/28    1.45   0.40  52(64) 17(20) 10(12)  2( 2)  0( 0)    0       81
 40 11/29-->12/5     1.32   0.33  63(77)  9(11)  7( 8)  2( 2)  0( 0)    0       81
 41 12/6-->12/12     0.89   0.36  40(57) 17(24) 12(17)  0( 0)  0( 0)    0       69
 42 12/13-->12/19    1.16   0.26  47(71) 14(21)  4( 6)  1( 1)  0( 0)    0       66
 43 12/20-->12/26    0.80   0.28  46(66) 16(23)  7(10)  0( 0)  0( 0)    2       69
 44 12/27-->1/2      0.88   0.34  45(63) 17(23)  9(12)  0( 0)  0( 0)    3       71
 45 1/3-->1/9        0.79   0.19  46(77)  8(13)  5( 8)  0( 0)  0( 0)    9       59
 46 1/10-->1/16      0.96   0.22  50(79)  8(12)  5( 7)  0( 0)  0( 0)    9       63
 47 1/17-->1/23      0.71   0.23  51(76) 12(17)  4( 5)  0( 0)  0( 0)   10       67
 48 1/24-->1/30      0.88   0.23  54(79) 10(14)  4( 5)  0( 0)  0( 0)    8       68
 49 1/31-->2/6       1.00   0.24  54(79)  8(11)  5( 7)  1( 1)  0( 0)    7       68
 50 2/7-->2/13       1.26   0.20  41(78)  5( 9)  4( 7)  2( 3)  0( 0)    7       52
 51 2/14-->2/20      1.46   0.25  38(67) 12(21)  5( 8)  1( 1)  0( 0)    8       56
 52 2/21-->2/27      1.30   0.33  46(70)  7(10)  9(13)  3( 4)  0( 0)    8       65
 53 2/28-->2/29      0.95   0.04   6(75)  1(12)  1(12)  0( 0)  0( 0)    1        8
 ANNUAL TOTALS       7.19   2750(57)913(19)738(15)311( 6) 57( 1)  415     4769
 1951    919    672    612    554    876    630    571    515
 1952    975    730    672    614    841    603    550    497
 1953    945    698    639    582    886    641    582    525
 1954   1040    792    730    668    903    656    595    536
 1955   1106    858    796    734   1011    763    702    642
 1956    900    652    590    530    929    691    633    576
 1957   1059    811    749    688    953    707    647    587
 1958    875    627    565    504    932    689    630    572
 1959    957    710    649    588   1050    802    740    678
 1960    936    688    628    570    965    718    657    596
 1961    925    677    616    559    947    699    638    581
 1962    898    652    593    534    918    671    611    554
 1963    969    721    659    598    867    624    567    511
 1964   1001    753    692    631    848    617    562    511
 1965    938    690    629    571    888    644    584    526
 1966   1024    776    714    652    871    626    569    512
 1967    896    653    596    542    812    578    522    467
 1968    943    696    635    577    934    687    628    571
 1969    982    734    672    611    953    705    643    583
 1970    965    720    660    603    905    658    599    540
 1971    854    616    558    500    873    627    569    514
 1972    899    654    595    536    930    684    624    567
 1973    986    738    676    614    981    733    671    611
 1974   1007    759    699    640    832    592    535    480
 1975    971    731    672    615    977    729    668    608
 1976    976    730    669    611    856    620    565    512
 1977   1038    790    728    667    866    624    567    510
 1978    976    728    666    604    941    697    638    580
 1979    989    741    680    620    932    687    627    569
 1980   1063    815    753    691   1009    761    699    637
 1981   1003    756    695    635    914    666    606    549
 1982   1019    771    709    647    903    658    598    540
 1983   1075    827    765    703   1076    828    766    704
 1984    933    687    626    566    993    747    687    627
 1985    987    739    677    617    841    599    540    482
 1986   1037    789    727    665    794    555    497    440
 1987   1083    835    773    712    899    652    593    535
 1988   1046    798    736    674   1026    783    724    665
 1989   1047    799    737    675    937    689    628    567
 1990    959    711    649    587    961    713    651    590
 1991    994    746    684    623    943    695    633    572
 1992    833    585    523    462    758    516    463    412
 1993    954    706    644    582    939    691    629    568
 1994    902    654    592    530    815    569    512    459
 1995    982    735    675    615   1080    832    770    708
 1996    890    642    581    520    895    647    585    523
 1997    958    711    651    591    845    597    535    476
 1998    999    751    689    627    984    736    674    612
 1999   1079    831    769    708    879    631    569    507
 2000    956    708    646    586    952    704    642    580
     ****************************  ******************* ******** 
 MEAN  975.2  728.1  667.1  606.9  918.7  673.7  614.2  556.0
 STDV   62.3   61.6   61.0   60.2   69.7   67.6   66.0   64.0
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    566    372    329    289    152    101     90     79
 1952    649    460    417    375     24     13     11      9
 1953    290    207    189    171      0      0      0      0
 1954    721    497    446    395    387    231    197    163
 1955    252    184    171    158      0      0      0      0
 1956    386    255    228    202      0      0      0      0
 1957    603    401    356    314    259    156    134    112
 1958    673    467    421    377      0      0      0      0
 1959    685    477    430    386    128     63     49     35
 1960    703    494    445    400    307    210    188    166
 1961    612    421    376    333      0      0      0      0
 1962    575    390    349    308    420    268    235    206
 1963    679    463    414    369    601    404    360    318
 1964    642    439    392    346    100     61     53     46
 1965    581    373    328    286    314    192    165    139
 1966    620    413    372    333    248    164    145    127
 1967    591    400    359    320      0      0      0      0
 1968    651    443    399    356     58     39     35     31
 1969    655    443    397    354    238    158    140    122
 1970    656    447    400    353     48     33     30     27
 1971    756    540    491    443    565    364    316    272
 1972    682    467    418    373      0      0      0      0
 1973    652    437    391    347    522    344    307    271
 1974    402    274    244    217      0      0      0      0
 1975    553    363    321    280      9      3      2      1
 1976    530    382    348    316      0      0      0      0
 1977    701    474    423    374    109     57     46     36
 1978    797    572    518    466     89     49     41     34
 1979    724    512    466    421    138     80     68     56
 1980    732    510    459    412    138     92     82     72
 1981    669    454    405    358    250    143    122    101
 1982    660    452    404    356    338    215    190    166
 1983    713    500    453    407    218    139    123    107
 1984    632    454    414    375      0      0      0      0
 1985    678    476    430    386     42     22     18     14
 1986    709    481    428    375    154     81     67     54
 1987    669    448    400    356     26     18     16     14
 1988    721    506    457    410     64     36     29     22
 1989    604    405    363    321     44     28     24     21
 1990    725    510    464    419    219    136    119    104
 1991    622    428    384    342     51     25     22     19
 1992    590    396    352    311    221    129    112     97
 1993    477    278    236    199    132     88     78     69
 1994    705    476    423    375    404    236    199    164
 1995    590    388    343    302    214    133    117    102
 1996    623    406    359    317    256    155    132    111
 1997    674    447    397    350    375    257    229    203
 1998    786    555    502    450    247    130    107     85
 1999    606    411    368    330    220    137    120    105
 2000    691    478    430    387     79     49     43     37
     ****************************  ******************* ******** 
 MEAN  629.5  430.7  386.4  344.2  168.4  105.0   91.4   78.5
 STDV  110.0   80.5   73.6   67.0  160.4  103.9   91.5   79.8
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER 6200
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  45 -20  44 -28  64 -27  72  18  86  27  90  36  97  47 100  48  96  37  91  25  76  16  62   2
  2  46 -20  45 -31  62 -11  80   8  87  27  87  40  93  47  99  50  95  42  92  23  72   7  62 -18
  3  47 -24  47 -32  68  -2  75  11  84  28  90  39  97  47 100  48  92  34  94  26  75   7  62 -21
  4  44 -23  51 -22  66 -12  79   5  88  28  91  38  99  43  95  43  93  33  85  25  71   2  66  -8
  5  48 -25  54 -28  69 -14  82  18  85  28  93  36  98  44  91  46  92  37  86  18  66  -1  63  -3
  6  41 -23  46 -23  71 -14  87   0  83  26  90  43  98  47  93  45  92  37  90  16  70   5  59  -9
  7  43 -22  49 -18  78  -7  78   8  85  27  94  43  97  44  95  41  95  35  85  23  71  -4  58 -17
  8  46 -21  52 -27  74  -9  74   3  87  32  97  43  94  48  92  46  94  37  79  22  78  -4  49 -10
  9  41 -27  53 -24  67 -10  76  16  86  29  91  40  99  45  93  44  99  40  80  21  74  13  48 -25
 10  44 -26  57 -21  65  -8  84  16  87  24  92  42 100  48  91  47  91  38  85  21  63  10  56 -19
 11  47 -25  59 -19  67   0  84  13  82  30  91  43  96  49  94  45  93  28  81  17  70  -1  55 -14
 12  49 -26  62 -24  74  -4  79  19  85  29  91  43  96  42  93  47  91  30  86  23  66   2  57 -14
 13  47 -18  53 -20  67  -6  74  19  86  28  95  41  98  40  94  37  89  28  89  27  74  -1  52 -26
 14  45 -18  58 -14  70  -9  78  19  88  29  97  44  99  46  98  38  90  35  83  26  71   1  58 -21
 15  50 -30  57 -17  70   0  83  20  87  32  90  43  98  49 101  44  91  38  84  18  69   3  49 -19
 16  51 -25  61 -17  70   1  86  20  87  29  91  42  95  50 101  44  91  32  83  17  69   3  53 -17
 17  52 -26  64 -17  73   1  85  18  88  27  94  42  93  43 103  46  93  38  82  20  69  -4  50 -17
 18  51 -28  64 -16  67   0  88  19  90  35  93  46  95  49  93  43  93  32  86  15  71   5  55 -20
 19  46 -28  56 -15  75   1  85  24  89  34  92  44  95  51  97  44  91  32  81  13  66  11  50 -26
 20  46 -27  59 -17  65  -6  88  20  88  32  98  45  95  45  96  41  87  28  83  15  61   8  52 -20
 21  47 -29  52 -14  70  -7  90  23  87  35 100  43  95  46  99  40  86  31  79  19  71  -4  47 -22
 22  52 -21  60 -11  70   9  96  20  90  29  94  45  94  50  92  46  83  25  80  14  62   3  50 -25
 23  50 -29  58 -13  71   1  87  22  86  34  91  44  95  50  93  43  81  29  82  19  61   0  50 -24
 24  56 -21  58 -23  73  -6  84  16  87  36  93  46  96  49  91  42  89  28  78  18  58  -1  52 -26
 25  56 -18  66 -19  72   0  87  22  89  37  93  42  95  52  90  39  85  33  80  22  61  -7  49 -29
 26  50 -21  57 -12  80   2  83  29  91  32  94  46  95  47  96  42  87  26  80  16  64 -18  49 -27
 27  45 -20  55 -10  77   0  86  26  90  34  94  44  98  44  94  43  88  33  78  17  65  -6  47 -23
 28  46 -17  59 -17  78   6  88  29  91  35  93  45  97  50  98  39  88  25  70  17  62 -10  57 -18
 29  45 -26 *** ***  85   3  88  22  90  31  95  44  97  41  97  41  91  25  74   9  67  -8  48  -9
 30  47 -30 *** ***  79  -2  88  25  89  35  95  47  99  45  93  43  87  27  75  16  62 -10  50 -15
 31  55 -29 *** ***  81   6 *** ***  91  37 *** *** 103  42  94  40 *** ***  81  17 *** ***  57 -21
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-2000 FOR STATION NUMBER 6200
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.80  0.80  1.05  0.66  1.24  1.05  0.73  1.61  0.97  0.62  1.50  1.32
  2  0.77  1.00  0.71  0.98  1.47  0.95  1.92  1.56  0.79  0.59  1.62  0.45
  3  0.62  0.92  0.73  1.10  0.77  0.62  2.20  1.45  1.31  1.11  0.68  0.92
  4  0.50  0.80  0.95  0.89  0.78  1.17  1.14  1.20  1.50  1.07  1.38  0.47
  5  0.79  0.53  0.90  0.57  3.10  1.02  1.15  2.56  2.30  0.70  0.70  1.30
  6  0.60  0.35  0.80  1.26  1.82  1.40  0.66  0.90  1.18  1.00  1.03  0.56
  7  0.18  0.12  0.73  0.80  1.82  2.63  1.48  1.40  7.19  1.10  0.40  0.89
  8  0.21  1.00  1.40  1.80  1.77  1.21  3.60  2.31  1.81  1.17  0.38  0.88
  9  0.42  0.34  0.55  0.83  1.52  3.52  1.77  2.64  1.00  1.79  0.62  0.64
 10  0.21  1.26  0.95  0.94  1.57  1.67  1.25  2.42  0.76  1.18  0.62  0.75
 11  0.22  0.77  0.86  0.71  2.95  1.95  0.80  0.40  1.18  1.53  0.72  0.82
 12  0.96  0.43  1.02  2.38  0.78  1.61  1.65  0.60  1.97  2.26  1.05  0.78
 13  0.46  0.21  0.88  0.78  1.64  1.59  1.00  1.38  2.15  0.44  1.89  0.45
 14  0.50  0.26  0.55  1.24  1.71  0.80  1.89  1.16  1.50  1.65  0.52  0.36
 15  0.88  0.42  0.35  2.15  1.22  1.39  1.96  1.17  1.00  0.70  1.13  0.71
 16  0.51  0.26  0.40  1.25  4.38  1.52  1.10  1.77  0.87  0.71  1.19  0.19
 17  0.40  0.46  0.63  2.00  1.42  1.57  1.37  1.79  0.80  1.50  2.10  0.49
 18  0.59  1.46  0.57  0.99  1.39  2.82  1.57  1.55  1.84  0.90  0.68  0.55
 19  0.65  0.88  0.60  2.23  2.10  1.46  4.63  2.54  2.56  0.58  0.80  1.16
