 
 THIS IS FOR STATION NUMBER 7664 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.53   0.39  54(65) 17(20) 10(12)  1( 1)  0( 0)    7       82
  2 3/8-->3/14       1.04   0.39  63(70) 12(13) 12(13)  2( 2)  0( 0)    7       89
  3 3/15-->3/21      1.75   0.37  47(65) 12(16) 12(16)  1( 1)  0( 0)    7       72
  4 3/22-->3/28      2.24   0.53  60(63) 16(17) 13(13)  4( 4)  1( 1)    7       94
  5 3/29-->4/4       1.99   0.52  67(65) 17(16) 15(14)  4( 3)  0( 0)    7      103
  6 4/5-->4/11       1.58   0.50  74(74) 11(11) 11(11)  4( 4)  0( 0)    7      100
  7 4/12-->4/18      1.76   0.61  67(63) 20(18) 14(13)  5( 4)  0( 0)    7      106
  8 4/19-->4/25      2.24   0.60  62(59) 22(20) 16(15)  4( 3)  1( 0)    7      105
  9 4/26-->5/2       2.45   0.83  72(57) 27(21) 19(15)  5( 3)  3( 2)    6      126
 10 5/3-->5/9        1.51   0.70  63(56) 26(23) 17(15)  6( 5)  0( 0)    0      112
 11 5/10-->5/16      3.24   0.76  70(60) 21(18) 17(14)  6( 5)  2( 1)    0      116
 12 5/17-->5/23      2.91   0.83  73(58) 22(17) 22(17)  6( 4)  1( 0)    0      124
 13 5/24-->5/30      2.58   0.86  82(58) 29(20) 20(14)  7( 5)  1( 0)    0      139
 14 5/31-->6/6       3.34   0.83  71(59) 22(18) 16(13)  9( 7)  1( 0)    6      119
 15 6/7-->6/13       3.75   1.00  73(56) 27(20) 18(13)  9( 6)  3( 2)    7      130
 16 6/14-->6/20      3.75   1.45  70(48) 24(16) 29(20) 16(11)  4( 2)    7      143
 17 6/21-->6/27      2.41   1.00  55(46) 24(20) 29(24)  7( 5)  3( 2)    7      118
 18 6/28-->7/4       2.84   0.84  42(45) 18(19) 21(22)  7( 7)  4( 4)   11       92
 19 7/5-->7/11       3.06   0.86  54(52) 21(20) 15(14) 10( 9)  2( 1)   14      102
 20 7/12-->7/18      2.76   0.63  59(62) 11(11) 18(19)  5( 5)  1( 1)   17       94
 21 7/19-->7/25      2.63   0.62  69(66) 17(16) 11(10)  6( 5)  1( 0)   14      104
 22 7/26-->8/1       2.13   0.68  58(58) 16(16) 14(14)  9( 9)  2( 2)   13       99
 23 8/2-->8/8        3.53   0.82  61(57) 18(16) 16(15)  8( 7)  3( 2)    7      106
 24 8/9-->8/15       2.68   0.79  47(54) 14(16) 11(12) 13(15)  1( 1)   10       86
 25 8/16-->8/22      5.24   1.25  64(55) 13(11) 20(17) 11( 9)  7( 6)    9      115
 26 8/23-->8/29      1.88   0.82  56(57) 14(14) 11(11) 17(17)  0( 0)   14       98
 27 8/30-->9/5       3.67   0.69  62(65)  9( 9) 14(14)  7( 7)  2( 2)    4       94
 28 9/6-->9/12       2.93   0.72  49(56) 12(13) 15(17)  7( 8)  3( 3)    2       86
 29 9/13-->9/19      3.28   0.80  66(61) 15(14) 15(14)  9( 8)  2( 1)    0      107
 30 9/20-->9/26      1.70   0.60  61(59) 23(22) 15(14)  4( 3)  0( 0)    0      103
 31 9/27-->10/3      2.35   0.62  42(54) 10(12) 16(20)  7( 9)  2( 2)    0       77
 32 10/4-->10/10     1.68   0.49  57(63) 18(20) 11(12)  4( 4)  0( 0)    0       90
 33 10/11-->10/17    2.51   0.43  46(66) 10(14)  7(10)  5( 7)  1( 1)    0       69
 34 10/18-->10/24    1.86   0.37  41(64) 14(21)  5( 7)  4( 6)  0( 0)    1       64
 35 10/25-->10/31    2.41   0.37  36(59) 16(26)  6( 9)  2( 3)  1( 1)    0       61
 36 11/1-->11/7      1.25   0.31  51(71)  8(11) 10(14)  2( 2)  0( 0)    0       71
 37 11/8-->11/14     1.77   0.32  50(74) 10(14)  4( 5)  3( 4)  0( 0)    1       67
 38 11/15-->11/21    1.33   0.37  37(58) 13(20) 10(15)  3( 4)  0( 0)    0       63
 39 11/22-->11/28    1.07   0.16  62(89)  6( 8)  0( 0)  1( 1)  0( 0)    0       69
 40 11/29-->12/5     1.62   0.20  61(82) 11(14)  1( 1)  1( 1)  0( 0)    0       74
 41 12/6-->12/12     0.82   0.13  54(90)  4( 6)  2( 3)  0( 0)  0( 0)    0       60
 42 12/13-->12/19    0.87   0.19  51(78) 11(16)  3( 4)  0( 0)  0( 0)    0       65
 43 12/20-->12/26    0.98   0.16  53(85)  6( 9)  3( 4)  0( 0)  0( 0)    5       62
 44 12/27-->1/2      1.53   0.25  55(79)  6( 8)  7(10)  1( 1)  0( 0)    6       69
 45 1/3-->1/9        0.37   0.10  55(94)  3( 5)  0( 0)  0( 0)  0( 0)    7       58
 46 1/10-->1/16      1.05   0.14  51(86)  7(11)  0( 0)  1( 1)  0( 0)    7       59
 47 1/17-->1/23      1.11   0.15  60(88)  6( 8)  1( 1)  1( 1)  0( 0)    7       68
 48 1/24-->1/30      0.37   0.11  69(97)  2( 2)  0( 0)  0( 0)  0( 0)   15       71
 49 1/31-->2/6       0.75   0.11  46(90)  3( 5)  2( 3)  0( 0)  0( 0)    8       51
 50 2/7-->2/13       0.91   0.15  50(87)  4( 7)  3( 5)  0( 0)  0( 0)    2       57
 51 2/14-->2/20      2.50   0.30  67(81)  8( 9)  5( 6)  1( 1)  1( 1)    0       82
 52 2/21-->2/27      0.80   0.18  55(80) 11(16)  2( 2)  0( 0)  0( 0)    0       68
 53 2/28-->2/29      1.20   0.04   8(72)  2(18)  0( 0)  1( 9)  0( 0)    0       11
 ANNUAL TOTALS       5.24   3028(65)739(15)584(12)246( 5) 53( 1)  263     4650
 1952    971    730    671    614    894    650    593    537
 1953    972    726    666    610    956    708    647    586
 1954   1030    782    721    660    916    668    606    549
 1955   1100    852    790    728   1026    781    721    662
 1956    897    650    590    533    896    662    606    551
 1957   1065    817    755    693    908    663    604    546
 1958    919    676    617    559    970    727    669    612
 1959    953    710    653    597   1048    800    739    679
 1960    965    722    664    608    983    735    675    617
 1961    944    696    636    578    951    703    643    584
 1962    914    670    610    553    911    666    607    550
 1963   1026    778    716    654    929    683    626    571
 1964   1065    817    755    694    846    608    552    499
 1965    972    725    664    606    874    632    574    518
 1966   1048    800    738    676    821    585    530    480
 1967    922    681    623    567    870    640    585    533
 1968    977    732    672    613    943    698    640    584
 1969   1017    770    709    648    962    714    653    594
 1970    989    742    682    624    957    714    657    601
 1971    894    657    600    545    908    671    615    561
 1972    942    698    640    582    901    659    601    543
 1973    985    737    675    613   1003    755    694    635
 1974   1050    805    745    686    834    592    537    486
 1975   1019    774    716    658    959    711    649    587
 1976    987    741    683    627    946    700    642    586
 1977    946    700    640    582    839    591    532    473
 1978    961    713    652    591    864    632    578    525
 1979    973    725    663    602    865    625    568    511
 1980   1011    763    702    643    928    680    619    559
 1981    959    711    650    591    845    598    539    482
 1982    968    720    658    597    831    592    538    485
 1983   1040    792    730    668   1017    769    707    645
 1984    887    642    585    529    908    668    610    554
 1985    885    639    580    521    728    497    445    400
 1986    984    736    674    612    757    519    463    410
 1987   1009    761    699    638    803    568    512    459
 1988    982    734    672    610    926    685    629    574
 1989   1005    757    695    633    901    655    595    535
 1990    899    651    590    529    883    635    573    514
 1991    918    670    609    548    888    640    580    520
 1992    718    470    409    351    720    478    422    371
 1993    882    634    572    510    880    633    575    518
 1994    823    575    514    455    788    544    485    428
 1995    925    678    618    558    982    734    672    610
 1996    860    612    550    493    847    599    537    475
 1997    936    689    630    571    846    600    542    486
 1998    942    694    632    570    912    664    602    540
 1999   1012    764    702    640    869    621    559    497
 2000    948    700    638    579    926    678    616    554
     ****************************  ******************* ******** 
 MEAN  960.1  713.5  653.1  593.8  896.6  653.0  594.4  537.5
 STDV   67.7   67.4   67.0   66.2   71.0   68.6   67.2   65.2
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    455    283    246    211      0      0      0      0
 1952    532    386    351    318      0      0      0      0
 1953    666    477    435    394     88     64     59     54
 1954    665    453    407    362    179     85     68     55
 1955    261    196    180    165      0      0      0      0
 1956    609    440    405    370      0      0      0      0
 1957    579    383    343    307    238    134    115     99
 1958    745    537    492    448      0      0      0      0
 1959    666    473    433    394     84     53     47     41
 1960    687    483    437    395    280    197    179    161
 1961    583    397    358    321      0      0      0      0
 1962    414    285    257    229      0      0      0      0
 1963    747    522    468    418    608    418    380    346
 1964    649    450    408    366    109     68     60     52
 1965    410    254    221    188      0      0      0      0
 1966    605    424    383    343      0      0      0      0
 1967    611    416    375    336      0      0      0      0
 1968    645    430    384    345     55     35     31     27
 1969    689    475    428    384    210    144    129    115
 1970    690    485    442    401    158    115    106     97
 1971    685    487    440    395    484    320    287    257
 1972    619    420    375    333      0      0      0      0
 1973    621    414    368    326    516    347    309    273
 1974    428    296    267    239      0      0      0      0
 1975    540    358    318    281      0      0      0      0
 1976    639    466    428    391      0      0      0      0
 1977    643    433    387    344     54     30     25     20
 1978    768    548    498    448    188    111     94     79
 1979    713    509    463    420    120     82     73     64
 1980    711    499    452    409     42     27     24     21
 1981    666    457    413    373      7      3      2      1
 1982    577    379    338    299    176    103     90     77
 1983    456    319    290    262      0      0      0      0
 1984    498    336    303    273      0      0      0      0
 1985    509    347    310    273      0      0      0      0
 1986    585    368    322    280    125     72     60     49
 1987    606    391    352    315     88     61     55     49
 1988    636    424    378    336     37     22     19     16
 1989    481    327    291    257      0      0      0      0
 1990    718    511    466    422    192    118    101     86
 1991    478    340    309    278      0      0      0      0
 1992    546    359    317    278    187    117    105     94
 1993    440    255    219    188    128     89     80     71
 1994    662    443    396    351    307    173    146    121
 1995    394    259    229    202      0      0      0      0
 1996    539    357    317    281     43     31     29     27
 1997    669    460    418    377    370    255    231    207
 1998    764    542    490    438    145     80     69     59
 1999    596    415    376    340     12      8      7      6
 2000    639    441    400    362     82     52     46     41
     ****************************  ******************* ******** 
 MEAN  594.9  408.4  367.9  329.6  106.4   68.4   60.7   53.4
 STDV  110.0   83.6   77.9   72.3  145.1   96.6   86.7   77.6
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER 7664
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -28  52 -25  58 -22  81   9  93  22  88  38  94  44 104  46  90  36  89  23  74   8  59  -7
  2  52 -19  53 -30  72  -8  80  12  93  20  87  37  93  47  96  47  93  40  90  23  72   4  64 -12
  3  46 -20  49 -29  55  -7  78   7  86  15  94  32  94  42  96  40  93  30  92  23  77   4  64 -12
  4  48 -24  50 -24  68 -16  74   9  90  27  96  37  98  43  96  39  92  38  88  23  74  -6  63 -12
  5  46 -28  56 -23  70 -24  76   9  89  22  94  38  97  45  98  42  90  33  91  19  68  -6  54 -12
  6  41 -29  55 -22  71 -15  84   3  87  26  94  40  93  44  97  47 102  31  88  23  69  -1  56 -19
  7  46 -26  55 -20  72 -13  86  10  88  27  93  40  96  43  96  45  99  32  86  19  68  -8  54 -16
  8  54 -22  61 -20  77 -20  83   6  91  27  95  34  98  48  95  46  93  37  85  16  67  -6  56 -20
  9  56 -25  57 -28  64 -19  87   6  86  25 100  39 100  46  95  41  92  37  83  16  77  -2  53 -25
 10  48 -30  57 -26  66 -12  83   8  93  27  97  41 102  48  94  40  91  32  82  12  70   0  55 -19
 11  50 -29  61 -26  65 -11  84  14  92  25  95  39  99  44  92  43  90  23  85  19  72 -11  51 -19
 12  49 -26  59 -25  63 -22  82  13  87  28  98  40  97  48  94  44  90  31  86  22  68  -9  50 -19
 13  55 -18  58 -16  67 -19  80  15  87  23  99  37  98  45  98  38  91  34  89  18  67  -9  53 -22
 14  56 -27  66 -11  68 -14  89  17  91  24  99  43  97  46  98  44  90  37  85  23  76 -20  53 -19
 15  49 -30  53 -15  70  -9  82  19  89  26  98  40  94  44  92  42  96  32  93  19  69   5  54 -20
 16  53 -24  62 -28  74  -7  87  21  88  29  97  43  96  45  97  47  93  32  87  21  69  -6  59 -17
 17  45 -22  65 -24  73  -7  85  17  89  28  96  40 100  45  98  47  93  29  83  13  68  -9  55 -22
 18  47 -29  62 -15  73  -8  86  15  93  34 102  45 100  49  99  42  91  31  80  18  64   0  54 -29
 19  49 -28  58 -29  71  -2  90  20  94  29  99  43  96  49  97  39  91  25  82  12  68  -1  54 -27
 20  46 -30  65 -12  69  -4  89  18  92  30 102  41  96  48  97  38  93  24  85  13  66   4  51 -26
 21  51 -31  61 -14  65  -9  93  22  93  33 100  41  98  48  95  42  86  26  79  19  65  -8  48 -27
 22  54 -24  57 -13  61  -3  91  23  93  26 101  42  95  44  96  44  86  24  81  14  64  -6  47 -28
 23  55 -23  67 -16  76  -2  90  17  93  32  93  43  96  48  97  41  85  24  79  13  61   2  50 -29
 24  63 -22  65 -17  80  -5  85  15  90  36  94  41  95  49  97  42  84  28  82  17  52 -11  43 -24
 25  55 -21  59 -16  79  -1  90  24  97  33  99  40  94  46  97  41  90  29  80  18  67 -11  45 -22
 26  50 -20  59 -16  76  -2  89  27  95  32  99  46  97  41  98  46  91  23  80  19  65 -15  50 -23
 27  43 -19  57 -13  75   2  88  26  92  31  98  44  96  48  97  40  92  25  76  14  65 -12  52 -28
 28  44 -20  56 -36  75   0  87  25  91  32  97  44  99  45  98  39  88  25  79  11  66 -11  47 -15
 29  46 -29 *** ***  77  -4  87  20  91  32  99  46  98  41  96  41  86  23  71  14  60  -6  45 -13
 30  54 -22 *** ***  84  -4  85  15  91  37  97  48  98  40  93  45  86  23  72  12  59 -15  51 -21
 31  52 -26 *** ***  73   8 *** ***  91  39 *** ***  97  45  96  37 *** ***  74  12 *** ***  45 -20
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-2000 FOR STATION NUMBER 7664
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.61  0.25  0.70  0.61  2.45  0.42  0.69  0.95  0.27  0.90  0.99  0.35
  2  0.54  0.53  0.98  1.99  1.37  1.19  2.06  2.79  0.59  1.00  1.02  0.25
  3  0.37  0.19  1.53  0.82  1.01  1.54  1.07  1.32  1.00  1.12  0.28  0.78
  4  0.21  0.30  0.95  1.09  0.51  1.88  2.03  1.53  1.81  0.69  0.90  0.13
  5  0.21  0.75  0.42  1.58  1.25  1.84  0.85  0.87  2.85  0.89  1.25  0.28
  6  0.21  0.18  0.69  1.45  1.51  1.08  1.23  3.53  1.08  0.82  0.71  0.50
  7  0.33  0.08  0.44  0.53  0.94  3.75  1.51  1.59  2.11  1.00  0.64  0.24
  8  0.19  0.18  0.64  0.86  0.63  2.85  3.06  2.60  2.93  1.68  0.65  0.24
  9  0.18  0.91  1.04  1.52  1.30  1.37  1.51  1.43  1.12  1.00  1.77  0.32
 10  0.32  0.70  0.65  0.80  1.24  1.11  1.93  1.57  1.95  0.92  1.70  0.82
 11  1.05  0.45  0.78  0.57  0.92  1.54  2.16  1.77  0.92  0.61  0.22  0.37
 12  0.34  0.14  1.03  1.34  1.20  1.60  1.40  1.67  2.00  0.54  0.76  0.34
 13  0.13  0.21  0.88  1.76  0.65  2.29  2.76  1.64  0.96  1.04  0.91  0.09
 14  0.45  0.28  0.87  0.98  1.27  1.95  0.70  1.85  1.65  0.46  0.18  0.55
 15  0.43  0.31  0.65  0.99  3.24  1.79  1.17  2.68  3.28  2.51  0.80  0.30
 16  0.28  0.19  0.42  0.70  2.02  1.10  0.14  0.85  1.93  1.87  1.33  0.87
 17  0.10  0.26  0.60  0.72  1.84  1.85  1.91  1.91  0.91  1.60  1.15  0.52
 18  0.44  2.50  0.91  1.27  2.91  3.75  0.87  1.14  1.64  1.86  0.63  0.25
