 
 THIS IS FOR STATION NUMBER 4228 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.12   0.41  53(63) 17(20) 11(13)  2( 2)  0( 0)    8       83
  2 3/8-->3/14       1.52   0.50  39(51) 21(27) 12(15)  4( 5)  0( 0)    7       76
  3 3/15-->3/21      1.38   0.43  51(63) 15(18) 10(12)  4( 5)  0( 0)    7       80
  4 3/22-->3/28      2.58   0.54  41(55) 15(20) 10(13)  7( 9)  1( 1)    7       74
  5 3/29-->4/4       1.58   0.57  45(52) 19(22) 18(20)  4( 4)  0( 0)    7       86
  6 4/5-->4/11       1.88   0.51  42(55) 21(27)  7( 9)  6( 7)  0( 0)    7       76
  7 4/12-->4/18      2.52   0.77  64(58) 24(22) 13(11)  6( 5)  2( 1)    7      109
  8 4/19-->4/25      4.90   0.80  62(56) 23(20) 14(12) 10( 9)  1( 0)    7      110
  9 4/26-->5/2       2.37   0.92  56(49) 23(20) 25(21)  8( 7)  2( 1)    5      114
 10 5/3-->5/9        2.43   0.92  56(48) 32(27) 17(14)  7( 6)  3( 2)    6      115
 11 5/10-->5/16      2.66   0.84  60(56) 24(22) 14(13)  6( 5)  3( 2)    7      107
 12 5/17-->5/23      2.56   0.82  65(56) 19(16) 23(20)  6( 5)  2( 1)    1      115
 13 5/24-->5/30      2.27   1.06  54(45) 32(26) 20(16) 10( 8)  3( 2)    0      119
 14 5/31-->6/6       3.63   0.87  66(59) 18(16) 17(15)  7( 6)  3( 2)    0      111
 15 6/7-->6/13       2.93   1.11  53(45) 15(12) 36(30) 11( 9)  2( 1)    1      117
 16 6/14-->6/20      3.98   1.27  67(50) 25(18) 21(15) 16(12)  3( 2)    3      132
 17 6/21-->6/27      3.83   1.03  48(46) 19(18) 23(22)  9( 8)  4( 3)    4      103
 18 6/28-->7/4       5.51   1.18  50(50) 13(13) 19(19) 11(11)  6( 6)    5       99
 19 7/5-->7/11       7.83   1.09  45(44) 19(18) 24(23) 10( 9)  3( 2)    7      101
 20 7/12-->7/18      3.31   0.86  59(57) 16(15) 19(18)  5( 4)  4( 3)    7      103
 21 7/19-->7/25      4.53   0.75  54(58) 16(17)  9( 9) 11(11)  2( 2)    7       92
 22 7/26-->8/1       2.22   0.77  39(47) 18(21)  9(10) 15(18)  1( 1)    7       82
 23 8/2-->8/8        3.06   1.03  46(45) 22(21) 20(19) 10( 9)  4( 3)    7      102
 24 8/9-->8/15       2.50   0.60  44(48) 25(27) 19(21)  1( 1)  1( 1)    7       90
 25 8/16-->8/22      5.50   0.89  44(48) 16(17) 17(18) 11(12)  3( 3)    7       91
 26 8/23-->8/29      2.54   1.05  47(46) 17(16) 21(20) 14(13)  3( 2)    7      102
 27 8/30-->9/5       2.03   0.72  45(47) 20(21) 19(20)  9( 9)  1( 1)    7       94
 28 9/6-->9/12       2.41   0.66  37(45) 15(18) 24(29)  4( 4)  1( 1)    7       81
 29 9/13-->9/19      4.67   0.77  54(56) 13(13) 23(24)  3( 3)  2( 2)    7       95
 30 9/20-->9/26      3.05   0.64  56(57) 21(21) 14(14)  6( 6)  1( 1)    7       98
 31 9/27-->10/3      1.99   0.50  40(55) 15(20) 13(18)  4( 5)  0( 0)   10       72
 32 10/4-->10/10     1.91   0.56  40(52) 15(19) 16(21)  5( 6)  0( 0)   14       76
 33 10/11-->10/17    2.05   0.54  31(48) 16(25) 11(17)  5( 7)  1( 1)   14       64
 34 10/18-->10/24    1.51   0.48  47(62) 11(14)  9(12)  8(10)  0( 0)   14       75
 35 10/25-->10/31    1.74   0.42  34(53) 14(21) 13(20)  3( 4)  0( 0)   14       64
 36 11/1-->11/7      2.13   0.49  34(52) 15(23)  9(13)  5( 7)  2( 3)   14       65
 37 11/8-->11/14     1.58   0.29  36(65)  9(16)  9(16)  1( 1)  0( 0)   14       55
 38 11/15-->11/21    1.76   0.47  42(60)  9(13) 12(17)  6( 8)  0( 0)   14       69
 39 11/22-->11/28    1.11   0.21  41(75)  8(14)  4( 7)  1( 1)  0( 0)   14       54
 40 11/29-->12/5     1.14   0.29  44(70)  9(14)  6( 9)  3( 4)  0( 0)   14       62
 41 12/6-->12/12     1.30   0.25  38(67) 11(19)  6(10)  1( 1)  0( 0)   15       56
 42 12/13-->12/19    0.77   0.23  44(72) 12(19)  5( 8)  0( 0)  0( 0)    8       61
 43 12/20-->12/26    0.94   0.18  50(81)  7(11)  4( 6)  0( 0)  0( 0)    7       61
 44 12/27-->1/2      1.92   0.25  40(70) 10(17)  6(10)  1( 1)  0( 0)    5       57
 45 1/3-->1/9        1.64   0.18  32(72)  8(18)  3( 6)  1( 2)  0( 0)    0       44
 46 1/10-->1/16      1.60   0.21  44(80)  7(12)  3( 5)  1( 1)  0( 0)    0       55
 47 1/17-->1/23      0.89   0.23  46(69) 16(24)  4( 6)  0( 0)  0( 0)    1       66
 48 1/24-->1/30      0.89   0.15  51(87)  5( 8)  2( 3)  0( 0)  0( 0)    0       58
 49 1/31-->2/6       1.05   0.18  43(82)  4( 7)  4( 7)  1( 1)  0( 0)    0       52
 50 2/7-->2/13       1.05   0.21  37(72)  8(15)  5( 9)  1( 1)  0( 0)    0       51
 51 2/14-->2/20      1.50   0.28  45(69) 13(20)  5( 7)  2( 3)  0( 0)    1       65
 52 2/21-->2/27      1.60   0.28  41(68) 11(18)  7(11)  1( 1)  0( 0)    0       60
 53 2/28-->2/29      0.53   0.03   3(50)  2(33)  1(16)  0( 0)  0( 0)    0        6
 ANNUAL TOTALS       7.83   2445(56)828(19)685(15)283( 6) 64( 1)  346     4305
 1988   1070    822    760    699   1060    816    757    698
 1989   1073    825    763    701   1007    760    699    638
 1990   1025    777    715    653   1016    768    706    645
 1991   1040    792    730    668   1001    753    691    630
 1992    920    672    611    551    854    611    553    498
 1993   1036    788    726    664   1003    755    693    633
 1994    985    737    675    614    942    695    636    578
 1995   1041    793    731    670   1114    866    804    742
 1996    980    732    670    609    965    717    655    594
 1997   1055    807    745    684    945    697    635    573
 1998   1065    817    755    693   1033    785    723    661
 1999   1103    855    793    731    948    700    638    576
 2000   1017    769    707    646   1017    769    707    645
     ****************************  ******************* ******** 
 MEAN 1045.5  797.6  735.8  674.6  987.2  740.1  679.3  619.4
 STDV   53.9   53.8   53.6   53.0   58.1   57.5   56.8   55.6
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    589    378    331    287    343    215    190    166
 1952    739    523    474    429     66     42     37     32
 1953    746    547    504    463    537    385    351    318
 1954    784    554    502    451    408    244    209    176
 1955    773    559    510    464    383    259    231    203
 1956    697    493    448    407    614    411    368    332
 1957    620    404    363    325    265    153    130    108
 1958    761    538    490    445    534    356    317    280
 1959    697    493    448    407    132     72     61     52
 1960    761    544    495    450    329    229    206    185
 1961    676    471    421    374    369    248    221    197
 1962    663    463    419    379    461    304    269    237
 1963    765    538    483    430    691    476    428    382
 1964    705    491    440    393    131     86     77     68
 1965    584    379    334    293    406    275    246    218
 1966    674    461    419    380    298    206    186    166
 1967    651    441    393    353    181    112     99     89
 1968    684    455    404    359    416    275    243    212
 1969    727    495    445    398    242    162    145    129
 1970    739    519    469    420    229    150    133    118
 1971    800    579    528    480    586    392    350    308
 1972    741    523    471    421    264    170    153    137
 1973    736    506    452    400    606    410    366    325
 1974    662    457    413    372      8      4      3      2
 1975    623    430    386    344     10      6      5      4
 1976    769    562    516    471    120     84     77     70
 1977    778    547    494    443    174    105     90     76
 1978    857    629    575    526    375    240    211    183
 1979    816    596    548    502    193    131    117    104
 1980    832    606    551    501     49     29     24     21
 1981    779    556    503    457     13      6      5      4
 1982    742    527    476    428    350    223    198    176
 1983    816    600    548    498    430    253    219    188
 1984    717    509    459    410    369    228    197    168
 1985    744    537    489    442      9      5      4      3
 1986    828    597    541    485    182    106     91     77
 1987    747    524    477    434     43     33     31     29
 1988    782    563    515    469     52     32     27     23
 1989    692    495    450    405    289    198    178    160
 1990    839    617    565    515    177    118    105     93
 1991    741    535    488    442     86     55     50     45
 1992    708    503    455    407    260    164    145    130
 1993    589    376    330    289    187    130    117    105
 1994    787    564    513    464    439    281    243    207
 1995    687    486    439    395    364    238    210    184
 1996    656    443    395    351    481    307    268    234
 1997    755    529    479    432    425    298    270    243
 1998    862    632    577    524    442    274    242    212
 1999    669    469    428    389     33     21     18     15
 2000    744    538    491    449    113     79     71     64
     ****************************  ******************* ******** 
 MEAN  730.9  515.9  467.1  421.2  283.5  185.9  164.9  145.5
 STDV   68.7   63.1   60.8   58.3  183.0  123.2  110.2   97.9
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER 4228
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  55 -18  57 -17  74 -26  80  17  92  26  90  39  99  49 102  51 100  40  96  29  76  20  63   1
  2  53 -12  63 -27  73  -5  86  18  90  19  91  44  99  50 100  51  95  46  95  23  78  10  68  -3
  3  53 -12  54 -23  79  -1  81   9  89  28  92  39 101  52 100  52 101  35  92  26  78   8  63  -7
  4  52 -14  53 -19  70 -12  81  16  89  29  95  40 101  48  97  47  97  39  95  27  75   2  62  -2
  5  64 -19  58 -19  70 -17  86  19  89  29 103  45 102  44  95  47  94  38  92  25  70  11  67  -2
  6  50 -16  58 -15  74 -10  89   8  88  30  98  42 102  48  98  50  96  39  92  26  78   7  65 -10
  7  54 -17  63 -13  76  -7  83  15  89  28  95  44 102  50 101  46  99  38  92  26  74  -9  64 -15
  8  57 -15  60 -20  77  -8  83  16  90  29 102  41  99  49  98  51  97  39  85  23  71  -3  57 -16
  9  48 -20  65 -25  73  -4  87  13  90  32  94  42  99  50  95  48  99  40  87  23  80  16  54 -14
 10  51 -22  66 -16  71  -1  85  18  90  27 101  43 102  48  98  49  94  40  86  23  73  13  63 -12
 11  53 -15  67 -20  69  -2  84  23  88  30  97  46 101  54  99  47  95  37  87  17  72  -5  63 -10
 12  56 -24  68 -13  75  -8  85  17  95  29  96  47 101  47  97  47  98  34  89  25  68   5  65 -14
 13  61 -13  64 -13  75  -9  80  20  89  29  99  43 102  49 103  44  93  35  89  23  70  -1  55 -15
 14  50 -25  65 -12  71  -8  88  20  94  33 102  48 103  51 103  46  93  36  87  27  80  -8  57 -13
 15  58 -21  62 -10  71   4  81  18  88  31  97  42 100  52 106  45  97  34  88  26  70   6  56 -15
 16  62 -21  64 -20  76   0  87  22  89  35  95  46 100  49 105  52  96  38  84  24  74  -2  59 -13
 17  55 -15  68 -22  70   5  86  23  91  36  91  46 101  53 105  50  94  33  83  15  71  -6  57 -11
 18  56 -20  66 -10  72   2  92  17  92  37  97  46 102  54 102  45  95  37  83  21  72   6  66 -16
 19  53 -22  62 -10  78   2  91  19  93  34 102  43 100  52 101  46  93  30  83  15  74  10  58 -20
 20  52 -20  65  -5  72   4  90  25  93  33 104  46 100  51  97  45  91  32  83  15  66   6  58 -18
 21  58 -25  62  -9  73  -1  92  22  89  36 103  43 107  48  97  50  89  34  83  23  72  -1  57 -22
 22  57 -13  67  -8  84   9  96  24  91  29  99  48 100  51  96  50  88  29  83  12  68   6  55 -24
 23  61 -22  61  -9  80   6  86  23  89  31  96  47  96  52  96  46  83  29  81  21  65   5  60 -24
 24  66 -15  66 -11  85   2  91  21  89  39 102  49  95  56  97  48  87  32  80  24  64   3  52 -21
 25  56 -13  60  -8  79   5  92  29  94  37  99  44  95  52  96  44  89  30  80  20  70   0  53 -16
 26  47 -15  64 -16  83   2  93  31  98  36  98  47  99  48  99  49  91  29  84  22  62  -2  59 -14
 27  59 -17  66 -12  81  10  91  31  92  35  99  46 100  50 100  45  91  35  82  20  70   2  55 -11
 28  52 -18  58 -22  85   8  91  29  91  36 101  52 100  51 104  41  98  29  83  18  71  -6  66  -9
 29  50 -25 *** ***  91   4  93  23  92  37  97  52 100  49  98  43  92  29  80  18  60  -4  60  -7
 30  53 -16 *** ***  85   8  92  27  90  41  98  50 103  45  97  48  90  31  77  15  69  -5  60 -12
 31  60 -20 *** ***  85  17 *** ***  91  40 *** *** 103  46  98  43 *** ***  81  16 *** ***  60 -17
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-2000 FOR STATION NUMBER 4228
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.71  0.57  0.88  0.91  1.28  2.42  3.51  2.22  1.07  0.53  2.13  1.06
  2  0.79  0.65  0.67  1.31  1.37  1.16  2.74  3.00  1.92  1.31  2.10  0.23
  3  1.64  0.32  0.80  0.79  2.19  1.56  2.68  0.68  0.74  0.76  0.72  1.03
  4  0.83  1.05  0.77  1.10  1.27  3.63  3.77  1.66  2.03  0.88  0.83  0.21
  5  0.50  0.91  1.06  1.31  0.82  1.95  1.27  2.57  0.69  0.64  1.19  0.69
  6  0.69  0.24  1.12  1.49  2.30  0.58  2.01  3.06  0.79  1.09  1.00  1.30
  7  0.20  0.16  0.81  1.57  2.43  1.35  2.58  1.60  2.41  0.71  1.14  0.79
  8  0.25  0.35  1.19  0.80  1.49  1.09  0.82  2.57  1.80  1.91  0.25  0.42
  9  0.13  0.34  0.55  1.88  1.13  1.00  7.83  2.50  0.85  1.35  1.58  0.57
 10  0.32  0.64  0.42  0.37  2.66  1.20  1.68  0.94  0.58  0.36  0.68  0.52
 11  0.91  1.05  1.17  0.70  0.92  1.57  0.91  1.46  1.26  1.81  0.48  0.71
 12  0.51  0.23  1.27  1.80  2.43  2.93  3.05  0.70  1.23  2.05  0.84  0.61
 13  0.38  0.60  1.52  2.52  1.54  1.64  1.00  0.75  4.67  1.40  0.43  0.51
 14  0.62  0.23  0.85  1.16  2.64  2.97  1.24  0.95  0.92  0.98  0.76  0.72
 15  1.60  0.62  0.82  1.55  0.93  1.95  2.49  0.87  1.83  1.51  1.11  0.55
 16  0.41  0.36  0.33  0.83  1.85  3.98  2.51  2.28  1.31  0.90  1.76  0.38
 17  0.25  0.26  1.38  2.07  0.67  2.39  3.31  1.62  0.67  1.66  0.87  0.45
 18  0.65  1.50  1.27  1.87  2.14  1.56  1.12  1.19  2.42  1.23  0.90  0.31
