 
 THIS IS FOR STATION NUMBER 3517 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.46   0.36  63(75)  9(10)  9(10)  2( 2)  0( 0)    7       83
  2 3/8-->3/14       1.21   0.39  66(68) 22(22)  7( 7)  1( 1)  0( 0)    7       96
  3 3/15-->3/21      1.30   0.39  57(67) 16(18) 11(12)  1( 1)  0( 0)    7       85
  4 3/22-->3/28      1.30   0.48  62(64) 16(16) 16(16)  2( 2)  0( 0)    8       96
  5 3/29-->4/4       2.93   0.71  82(65) 20(16) 19(15)  2( 1)  2( 1)    3      125
  6 4/5-->4/11       1.65   0.59  72(65) 17(15) 15(13)  6( 5)  0( 0)    0      110
  7 4/12-->4/18      1.96   0.75  73(58) 29(23) 18(14)  5( 4)  0( 0)    0      125
  8 4/19-->4/25      2.13   0.85  75(55) 36(26) 18(13)  6( 4)  1( 0)    0      136
  9 4/26-->5/2       2.30   0.84  74(57) 27(21) 20(15)  5( 3)  2( 1)    1      128
 10 5/3-->5/9        1.70   0.76  69(54) 30(23) 21(16)  6( 4)  0( 0)    0      126
 11 5/10-->5/16      2.18   0.80  69(55) 28(22) 19(15)  7( 5)  1( 0)    1      124
 12 5/17-->5/23      3.30   0.90  76(60) 20(16) 15(12) 13(10)  1( 0)    0      125
 13 5/24-->5/30      2.74   1.03  71(52) 30(22) 25(18)  8( 5)  2( 1)    0      136
 14 5/31-->6/6       1.65   0.67  50(50) 28(28) 15(15)  7( 7)  0( 0)    6      100
 15 6/7-->6/13       2.21   1.02  66(50) 22(16) 30(23) 10( 7)  2( 1)    7      130
 16 6/14-->6/20      4.50   1.19  65(52) 21(16) 18(14) 18(14)  3( 2)    7      125
 17 6/21-->6/27      3.44   1.16  59(50) 15(12) 28(23)  9( 7)  6( 5)    7      117
 18 6/28-->7/4       3.10   0.81  55(48) 29(25) 23(20)  5( 4)  1( 0)    3      113
 19 7/5-->7/11       3.21   0.91  48(46) 27(26) 16(15) 10( 9)  2( 1)    0      103
 20 7/12-->7/18      5.70   1.22  43(42) 18(17) 22(21) 11(10)  7( 6)    0      101
 21 7/19-->7/25      2.26   0.84  67(56) 21(17) 19(16)  9( 7)  2( 1)    0      118
 22 7/26-->8/1       4.04   0.99  42(43) 21(21) 23(23)  7( 7)  3( 3)    0       96
 23 8/2-->8/8        2.73   1.17  60(49) 25(20) 18(14) 12( 9)  6( 4)    0      121
 24 8/9-->8/15       1.80   0.62  56(59) 19(20) 13(13)  6( 6)  0( 0)    0       94
 25 8/16-->8/22      2.78   0.99  65(60) 13(12) 15(13)  9( 8)  6( 5)    0      108
 26 8/23-->8/29      2.71   0.84  47(47) 16(16) 24(24) 10(10)  2( 2)    0       99
 27 8/30-->9/5       2.40   0.66  63(66) 10(10) 12(12)  8( 8)  2( 2)    5       95
 28 9/6-->9/12       1.63   0.54  51(62)  7( 8) 17(20)  6( 7)  0( 0)    7       81
 29 9/13-->9/19      4.32   0.79  72(63) 18(15) 14(12)  7( 6)  2( 1)    8      113
 30 9/20-->9/26      2.06   0.81  68(57) 22(18) 20(16)  6( 5)  2( 1)    7      118
 31 9/27-->10/3      1.79   0.50  58(65) 13(14) 10(11)  7( 7)  0( 0)    4       88
 32 10/4-->10/10     2.04   0.58  57(60) 19(20) 15(15)  3( 3)  1( 1)    0       95
 33 10/11-->10/17    1.67   0.45  58(69) 10(11)  9(10)  7( 8)  0( 0)    0       84
 34 10/18-->10/24    1.30   0.57  50(53) 23(24) 16(17)  5( 5)  0( 0)    0       94
 35 10/25-->10/31    1.39   0.48  48(56) 22(25) 12(14)  3( 3)  0( 0)    0       85
 36 11/1-->11/7      1.76   0.57  63(67) 13(13)  9( 9)  9( 9)  0( 0)    7       94
 37 11/8-->11/14     1.59   0.33  58(71) 13(16)  8( 9)  2( 2)  0( 0)    7       81
 38 11/15-->11/21    1.77   0.53  69(68) 16(15) 10( 9)  6( 5)  0( 0)    7      101
 39 11/22-->11/28    1.75   0.40  61(67) 24(26)  4( 4)  2( 2)  0( 0)    7       91
 40 11/29-->12/5     1.34   0.29  68(77) 14(15)  5( 5)  1( 1)  0( 0)    2       88
 41 12/6-->12/12     1.06   0.28  62(77) 10(12)  7( 8)  1( 1)  0( 0)    0       80
 42 12/13-->12/19    1.08   0.28  62(75) 13(15)  6( 7)  1( 1)  0( 0)    0       82
 43 12/20-->12/26    1.27   0.25  80(83) 13(13)  2( 2)  1( 1)  0( 0)    0       96
 44 12/27-->1/2      0.90   0.30  58(75)  9(11) 10(12)  0( 0)  0( 0)    1       77
 45 1/3-->1/9        0.75   0.21  59(80)  9(12)  5( 6)  0( 0)  0( 0)    0       73
 46 1/10-->1/16      0.80   0.20  65(85)  5( 6)  6( 7)  0( 0)  0( 0)    0       76
 47 1/17-->1/23      1.03   0.25  78(83) 13(13)  1( 1)  1( 1)  0( 0)    2       93
 48 1/24-->1/30      0.87   0.22  87(88)  8( 8)  3( 3)  0( 0)  0( 0)    1       98
 49 1/31-->2/6       1.22   0.21  65(91)  2( 2)  3( 4)  1( 1)  0( 0)    1       71
 50 2/7-->2/13       0.85   0.16  56(88)  4( 6)  3( 4)  0( 0)  0( 0)    0       63
 51 2/14-->2/20      1.15   0.27  55(76) 10(13)  6( 8)  1( 1)  0( 0)    0       72
 52 2/21-->2/27      1.02   0.36  57(67) 18(21)  8( 9)  1( 1)  0( 0)    0       84
 53 2/28-->2/29      0.29   0.02   9(90)  1(10)  0( 0)  0( 0)  0( 0)    0       10
 ANNUAL TOTALS       5.70   3269(62)914(17)698(13)266( 5) 56( 1)  130     5203
 1952   1100    852    790    728    953    705    643    581
 1953   1054    806    744    682   1013    765    703    641
 1954   1071    823    761    699    973    725    663    601
 1955   1163    915    853    791   1103    855    793    731
 1956   1007    759    697    635   1016    768    708    649
 1957   1115    867    805    743   1015    767    705    643
 1958    960    712    650    588    976    730    669    610
 1959    974    726    665    604   1070    822    760    699
 1960    926    678    618    562    925    678    618    558
 1961    992    744    682    620   1036    788    726    664
 1962    953    705    643    583    975    727    665    603
 1963   1043    795    733    671    966    718    657    598
 1964   1089    841    779    717    935    687    627    568
 1965   1010    762    700    638    948    700    639    579
 1966   1077    829    767    705    929    681    619    559
 1967    969    722    661    601    862    615    556    500
 1968   1021    773    711    650   1008    760    698    637
 1969   1044    796    734    672   1042    794    732    670
 1970   1051    803    741    679   1007    759    697    635
 1971    921    675    616    558    914    667    606    547
 1972    946    698    637    577    955    708    647    588
 1973   1033    785    723    661   1033    785    723    661
 1974   1073    825    763    701    923    676    616    556
 1975   1038    790    728    670   1023    775    713    652
 1976   1065    817    755    693    959    711    650    590
 1977   1091    843    781    719    893    646    587    529
 1978   1016    768    706    644   1003    755    694    633
 1979   1020    772    710    649    948    701    641    581
 1980   1099    851    789    727   1040    792    730    668
 1981   1018    770    709    648    955    707    646    587
 1982   1051    803    741    679    952    704    643    586
 1983   1105    857    795    734   1105    857    795    733
 1984    993    745    684    623   1056    808    746    686
 1985   1033    785    723    661    905    657    597    537
 1986   1082    834    772    710    877    634    574    516
 1987   1118    870    808    746    980    732    670    610
 1988   1096    848    786    724   1093    846    785    725
 1989   1080    832    770    708    965    717    655    594
 1990   1012    764    702    640   1001    753    691    629
 1991   1045    797    735    673    995    747    685    623
 1992    899    651    589    527    845    597    537    480
 1993   1009    761    699    637   1009    761    699    637
 1994   1002    754    692    630    894    646    584    524
 1995   1062    814    752    691   1144    896    834    772
 1996    984    736    674    612   1016    768    706    644
 1997   1039    791    729    667    936    688    626    564
 1998   1060    812    750    688   1040    792    730    668
 1999   1142    894    832    770    953    705    643    581
 2000   1026    778    716    654   1024    776    714    652
     ****************************  ******************* ******** 
 MEAN 1035.8  787.8  726.0  664.6  982.9  735.2  673.8  613.2
 STDV   57.1   57.1   56.7   56.2   64.2   63.9   63.4   62.4
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    647    427    376    327    419    247    215    184
 1952    740    518    470    423     64     40     35     30
 1953    713    495    446    399    582    393    352    313
 1954    762    532    478    426    406    245    210    176
 1955    800    572    518    467    457    283    246    210
 1956    678    458    407    360    606    389    343    302
 1957    672    448    400    354    332    187    157    130
 1958    737    510    459    412    512    332    291    250
 1959    693    483    434    390    128     65     53     42
 1960    659    456    410    368    303    204    181    160
 1961    719    499    449    402    472    289    250    215
 1962    632    417    369    325    462    294    255    220
 1963    717    489    437    387    699    478    428    378
 1964    699    481    432    383    122     71     60     53
 1965    641    414    363    318    436    258    218    182
 1966    662    442    392    347    337    208    180    152
 1967    659    441    391    347    368    223    195    168
 1968    679    448    395    348    402    257    223    190
 1969    725    496    447    400    332    203    177    153
 1970    711    484    433    384    253    160    139    121
 1971    764    546    495    445    586    387    342    297
 1972    677    465    417    370      0      0      0      0
 1973    685    459    409    364    549    354    311    271
 1974    611    412    368    327      5      1      0      0
 1975    592    394    351    309    482    322    287    254
 1976    683    472    426    382    129     83     74     66
 1977    751    514    458    405    360    191    158    131
 1978    849    615    559    505    386    213    177    143
 1979    753    528    478    431    325    182    153    128
 1980    772    544    489    437    307    170    144    119
 1981    691    466    413    364    258    149    126    105
 1982    699    477    426    378    345    214    188    162
 1983    739    516    464    414    416    232    194    160
 1984    682    482    434    388      0      0      0      0
 1985    714    501    453    407    415    233    195    160
 1986    730    498    441    387    417    229    191    159
 1987    715    477    422    374    124     73     63     53
 1988    794    561    509    458    140     84     71     59
 1989    636    421    376    332     43     27     24     21
 1990    769    542    489    441    378    215    182    154
 1991    663    459    410    364    220    122    102     85
 1992    662    449    402    356    241    140    120    101
 1993    548    334    288    244    362    207    177    148
 1994    787    550    494    440    470    277    236    197
 1995    661    445    396    349    388    225    195    166
 1996    715    483    434    386    424    252    217    183
 1997    746    510    453    401    406    279    249    220
 1998    854    616    558    501    442    249    209    174
 1999    675    457    410    366    291    175    152    131
 2000    736    514    463    414     97     58     51     44
     ****************************  ******************* ******** 
 MEAN  706.2  484.6  434.0  386.4  334.1  203.6  176.1  150.6
 STDV   59.9   53.4   51.1   48.6  167.7  109.4   96.9   85.0
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER 3517
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  43 -19  46 -24  64 -30  75  22  87  31  90  40  98  51  99  52  96  44  91  32  75  20  61   5
  2  51 -20  50 -31  67 -22  81  18  88  30  89  44  95  48  98  52  95  48  88  26  75  12  63  -3
  3  52 -16  53 -38  67   1  73  13  85  30  88  42  97  50  98  52  95  40  94  30  75  11  64 -12
  4  45 -16  51 -31  66  -7  76  11  90  31  92  42  97  46  97  48  95  40  84  28  68   7  62  -5
  5  47 -25  52 -25  71 -12  81  20  87  34  98  44  97  48  92  49  95  43  89  30  67   6  65   3
  6  45 -23  47 -25  70 -10  87   7  83  28  98  45  97  49  96  52  94  42  92  17  68   9  57 -11
  7  45 -26  50 -20  79 -10  78  12  85  31  94  44 100  47  94  50  96  41  87  27  70   0  54 -13
  8  48 -22  53 -29  76  -6  77  12  88  31  96  45  95  52  95  51  96  42  80  26  78   5  50  -5
  9  43 -24  55 -28  69  -8  77  18  87  32  96  47  98  53  94  46  98  44  79  27  75  17  50 -18
 10  46 -33  54 -22  64  -1  84  17  87  32  97  42  96  54  96  50  94  40  86  25  63  14  57 -17
 11  52 -22  59 -14  67   2  85  19  84  34  97  43  96  50  95  49  93  38  82  20  72   6  55 -11
 12  48 -23  62 -12  76  -1  81  22  86  32  93  46  97  51  96  49  93  38  86  25  67   9  56 -12
 13  50 -12  54 -13  67  -7  74  24  89  33  94  45 102  50  96  50  92  37  88  28  77   2  59 -16
 14  50 -17  57  -3  73  -8  78  25  90  34  95  50 101  50  97  48  89  38  83  30  71   4  60 -20
 15  57 -26  58 -10  67   2  82  26  88  34  93  45 100  50 100  45  89  41  84  24  71   6  51 -14
 16  49 -24  61 -12  66  10  86  23  87  34  93  40  97  53 102  48  90  36  80  28  68   2  55 -12
 17  52 -27  64 -20  73   2  87  24  89  36  93  41  97  53 102  48  92  40  82  25  70  -5  48 -12
 18  54 -25  64 -13  68   2  89  23  92  39  93  49  97  53  98  45  92  32  85  22  71   6  50 -19
 19  47 -28  55 -16  74   3  86  27  90  39  97  45  96  57  99  49  90  37  84  14  66  14  53 -22
 20  48 -30  59 -16  66  -2  90  27  89  38  96  49  97  54  98  47  86  33  84  20  64  10  57 -16
 21  53 -27  53 -12  72   0  88  29  89  38 101  46  96  52  97  49  85  33  81  22  67  -1  49 -20
 22  54 -19  62 -12  70  13  97  27  91  36  97  47  98  55  93  50  80  31  80  21  60   7  53 -19
 23  49 -24  56 -10  72   3  86  28  89  34  92  46  98  55  94  50  82  33  84  23  62   5  53 -20
 24  54 -15  59 -18  73  -4  84  25  85  41  94  48  97  56  91  48  89  33  80  22  61   4  46 -23
 25  59 -15  64 -13  73   4  88  28  89  40  98  49  98  56  92  43  87  39  80  25  60  -1  54 -29
 26  53 -23  61  -8  80   5  85  32  92  35  93  51  98  50  94  47  88  29  76  21  67 -11  46 -17
 27  46 -19  59 -11  77   8  87  31  90  35  95  47 101  49  95  47  88  35  78  23  67   0  50 -14
 28  48 -21  56  -7  80  10  87  32  95  37  94  49  96  52  97  40  91  32  74  25  63  -2  65 -11
 29  47 -23 *** ***  87   5  87  27  90  36  98  52  99  48  98  47  92  28  75  20  69  -4  65  -8
 30  50 -36 *** ***  80   6  88  29  94  41  95  52 100  46  94  47  88  27  77  18  68  -3  49 -13
 31  58 -32 *** ***  82  11 *** ***  90  40 *** *** 101  47  96  45 *** ***  74  22 *** ***  60 -19
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-2000 FOR STATION NUMBER 3517
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.89  0.21  0.44  0.95  0.95  1.65  0.98  1.80  1.93  0.52  1.76  0.75
  2  0.30  0.42  0.93  0.66  1.35  1.00  3.10  2.25  2.40  1.15  1.75  0.60
  3  0.65  0.84  0.86  2.22  1.46  1.29  1.33  1.93  0.70  0.63  1.12  0.72
  4  0.75  0.24  1.08  1.04  1.47  0.68  0.82  1.90  1.26  0.72  1.20  0.73
  5  0.43  1.22  1.46  0.56  0.86  0.63  1.63  2.73  1.65  0.90  1.39  1.34
  6  0.56  0.81  0.84  1.60  1.02  1.16  1.52  0.95  1.13  1.78  0.26  0.39
  7  0.17  0.11  0.61  0.90  1.70  0.99  0.91  2.53  1.63  1.04  0.60  0.67
  8  0.15  0.55  0.76  0.64  0.97  1.22  2.02  2.54  0.82  2.04  0.21  0.42
  9  0.14  0.20  0.86  1.65  1.32  1.10  3.21  1.51  0.95  1.70  0.32  0.40
 10  0.25  0.50  0.55  0.79  1.42  2.21  1.77  1.80  1.39  0.51  0.90  0.20
 11  0.20  0.29  1.21  1.02  0.95  1.60  1.73  0.80  1.58  1.03  0.70  1.06
 12  0.80  0.85  0.91  0.78  1.11  2.00  1.30  0.73  0.67  0.78  1.59  0.74
 13  0.70  0.24  0.91  1.96  2.18  1.33  1.43  0.59  4.32  1.67  1.18  0.60
 14  0.55  0.12  0.82  1.83  1.08  1.66  3.16  0.73  1.38  1.39  0.61  0.47
 15  0.54  0.40  1.30  0.83  0.41  4.50  2.13  1.46  1.59  1.12  1.58  1.08
 16  0.52  0.50  0.41  1.84  0.90  3.69  1.40  1.61  0.56  1.05  1.67  0.75
 17  0.45  0.43  0.48  1.53  3.30  1.45  5.70  1.70  2.95  1.03  1.35  0.37
 18  0.43  0.89  0.92  1.13  0.80  1.62  2.91  2.50  1.25  1.23  0.91  0.34
